ENSG00000164715	ENSG00000168172	1
ENSG00000164715	ENSG00000146872	1
ENSG00000164715	ENSG00000134602	1
ENSG00000164715	ENSG00000111837	1
ENSG00000168172	ENSG00000223501	1
ENSG00000168172	ENSG00000100934	1
ENSG00000124157	ENSG00000124713	1
ENSG00000124157	ENSG00000160877	1
ENSG00000006530	ENSG00000153395	1
ENSG00000006530	ENSG00000008952	1
ENSG00000006530	ENSG00000148303	1
ENSG00000006530	ENSG00000129824	1
ENSG00000006530	ENSG00000171863	1
ENSG00000006530	ENSG00000217930	1
ENSG00000153395	ENSG00000142765	1
ENSG00000153395	ENSG00000171302	1
ENSG00000153395	ENSG00000198168	1
ENSG00000153395	ENSG00000157214	1
ENSG00000153395	ENSG00000170515	1
ENSG00000153395	ENSG00000112697	1
ENSG00000153395	ENSG00000116260	1
ENSG00000153395	ENSG00000103196	1
ENSG00000077232	ENSG00000116406	1
ENSG00000077232	ENSG00000100991	1
ENSG00000077232	ENSG00000123091	1
ENSG00000077232	ENSG00000065485	1
ENSG00000116406	ENSG00000100991	1
ENSG00000116406	ENSG00000123091	1
ENSG00000168077	ENSG00000102921	1
ENSG00000168077	ENSG00000134602	1
ENSG00000100991	ENSG00000123091	1
ENSG00000100991	ENSG00000167333	1
ENSG00000100991	ENSG00000114796	1
ENSG00000123091	ENSG00000167333	1
ENSG00000123091	ENSG00000114796	1
ENSG00000139220	ENSG00000120324	1
ENSG00000176444	ENSG00000111247	1
ENSG00000176444	ENSG00000146872	1
ENSG00000176444	ENSG00000186280	1
ENSG00000111247	ENSG00000146872	1
ENSG00000111247	ENSG00000186280	1
ENSG00000146872	ENSG00000186280	1
ENSG00000144231	ENSG00000099817	1
ENSG00000144231	ENSG00000104413	1
ENSG00000144231	ENSG00000166037	1
ENSG00000144231	ENSG00000174231	1
ENSG00000144231	ENSG00000134453	1
ENSG00000144231	ENSG00000115216	1
ENSG00000144231	ENSG00000104973	1
ENSG00000144231	ENSG00000042429	1
ENSG00000144231	ENSG00000154582	1
ENSG00000144231	ENSG00000145088	1
