project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP043144	blood	RPKM_quantile_CLR	0.21376139132125765	0.5197269010018317	SRP043144_blood	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	RPKM_quantile_CLR	0.12519925761354916	0.5293928889932431	SRP043221_muscle	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
SRP043368	muscle	RPKM_quantile_CLR	0.22411549384051632	0.527084235575785	SRP043368_muscle	26	0.9588315303382922	7308382.5	8099434538377.864	7308382.5	8099434538377.864	0.9588315303382922
SRP044668	brain	RPKM_quantile_CLR	0.3099514532363422	0.554624503236937	SRP044668_brain	70	0.7212375404821718	21728000.5	37148100926271.24	21728000.5	37148100926271.24	0.7212375404821718
SRP044668	skin	RPKM_quantile_CLR	0.2698933548551558	0.5520948858547854	SRP044668_skin	23	0.791214767366163	26369196	18742361245796.406	26369196	18742361245796.406	0.791214767366163
SRP000762	epithelium	TPM_CLR	0.3510089540706406	0.5496890604867986	SRP000762_epithelium	22	0.9785263368816445	4024140	14050560687704.621	4026980	13839021689053.1	0.9803515053420664
SRP000941	colon	TPM_CLR	0.3758039464532605	0.5795346318004704	SRP000941_colon	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	TPM_CLR	0.32128741865158555	0.587125870928503	SRP000941_heart	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	TPM_CLR	0.27624806780295225	0.571832720178918	SRP000941_intestine	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	TPM_CLR	0.1865870689704343	0.5519083059934928	SRP000941_lung	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	TPM_CLR	0.17932651440729158	0.5347761256944068	SRP000941_muscle	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	TPM_CLR	0.45566625532258126	0.5922475509501055	SRP000941_stem_cell	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	TPM_CLR	0.2864937542320141	0.5869678457561349	SRP001371_blood	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	TPM_CLR	0.08257928431584062	0.5101658362550552	SRP001371_brain	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	TPM_CLR	0.20515803847490624	0.5624943755256027	SRP001371_intestine	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	TPM_CLR	0.07307992908541679	0.5233027310782745	SRP001371_kidney	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	TPM_CLR	0.12454348867883085	0.5514310847624984	SRP001371_muscle	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	TPM_CLR	0.21695389186595296	0.5431494254917197	SRP001558_liver	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP001893	umbilical_cord	TPM_CLR	0.07437733728994514	0.5102994802277863	SRP001893_umbilical_cord	12	0.9809573057844517	16016856	497386104224.24243	16016856	497386104224.24243	0.9809573057844517
SRP002079	brain	TPM_CLR	0.09954433423569486	0.518509958596951	SRP002079_brain	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	TPM_CLR	0.12355480506181711	0.526740348097519	SRP002079_stem_cell	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	TPM_CLR	0.06410370252028422	0.5241206613554823	SRP002105_blood	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	TPM_CLR	0.17668306576952886	0.5526894421986981	SRP002272_liver	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	TPM_CLR	-0.0076942832285303185	0.49970335586112924	SRP002274_brain	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	TPM_CLR	0.14912851566279214	0.5110933028468025	SRP002605_cervix	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	TPM_CLR	0.2882898471719186	0.5361347055222723	SRP002628_prostate	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	TPM_CLR	-0.025476109382939278	0.49955107115238206	SRP003611_brain	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	TPM_CLR	0.09774633911073485	0.531886905902411	SRP003611_prostate	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	TPM_CLR	0.06948996207855342	0.5205897638343231	SRP003726_breast	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	TPM_CLR	0.11782442313250231	0.5248531920137793	SRP003754_blood	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	blood_vessel	TPM_CLR	0.10909639898197869	0.5229984708971642	SRP003754_blood_vessel	7	0.5532082897376809	40397991	1466158259195126	40397991	1466158259195126	0.5532082897376809
SRP003754	brain	TPM_CLR	0.11446356798761899	0.515190436670764	SRP003754_brain	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	epithelium	TPM_CLR	0.10239184980169422	0.5147249021820244	SRP003754_epithelium	5	0.4463781384085516	12700087	812648556644791.9	69448364	1159586772123950.8	0.5012878840022968
SRP003754	skin	TPM_CLR	0.097622476476136	0.5236483296280312	SRP003754_skin	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	TPM_CLR	0.27851940184948254	0.5806575441692985	SRP003902_kidney	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	TPM_CLR	0.0012037040887234265	0.5094649277903045	SRP004847_breast	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	TPM_CLR	0.0972409420898291	0.5315591393937211	SRP005242_heart	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	TPM_CLR	0.02136107941504469	0.501990055895476	SRP005279_blood	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	TPM_CLR	0.06472888234077077	0.5192276953325745	SRP005279_bone	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	TPM_CLR	0.12633836263734718	0.5227944310386192	SRP005281_stem_cell	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	TPM_CLR	0.3296244112986267	0.5630260905700197	SRP006575_breast	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	TPM_CLR	0.09863958575947065	0.5363867613182265	SRP006575_colon	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	TPM_CLR	0.08997160211131679	0.5253874682589412	SRP006575_kidney	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	TPM_CLR	0.30432274296594614	0.5520675656284766	SRP006575_lung	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	TPM_CLR	0.2425776668458744	0.5731604444904406	SRP006676_lung	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	TPM_CLR	0.135937025665219	0.536649358673003	SRP006908_breast	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007169	umbilical_cord	TPM_CLR	0.20607705490143474	0.5470894687973669	SRP007169_umbilical_cord	6	0.7548786980219765	17417818.5	9925404533625.768	17417818.5	9925404533625.768	0.7548786980219765
SRP007359	brain	TPM_CLR	0.15116045504932252	0.5448363612840694	SRP007359_brain	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	TPM_CLR	0.11388068795449206	0.5275524365033561	SRP007412_brain	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	TPM_CLR	0.3154443925340617	0.5668008837133129	SRP007461_blood	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	blood_vessel	TPM_CLR	0.2508567457779913	0.5600780727336314	SRP007461_blood_vessel	17	0.7358531927742321	17176829	397399987916475.9	17176829	397399987916475.9	0.7358531927742321
SRP007461	brain	TPM_CLR	0.13456717812617155	0.5385549270777119	SRP007461_brain	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
SRP007461	breast	TPM_CLR	0.20313970572662504	0.5430723041567944	SRP007461_breast	11	0.6089669554001409	20561084	651449691453297.9	20561084	651449691453297.9	0.6089669554001409
SRP007461	epithelium	TPM_CLR	0.1372986763702325	0.5341030984568533	SRP007461_epithelium	12	0.5671541818316208	46759283	606237400121463.4	46759283	606237400121463.4	0.5671541818316208
SRP007461	liver	TPM_CLR	0.23661597634230408	0.5570358724735343	SRP007461_liver	12	0.7047443360228928	15278386	16452668982290.516	15278386	16452668982290.516	0.7047443360228928
SRP007461	lung	TPM_CLR	0.16446046341311313	0.5340266905150202	SRP007461_lung	15	0.6988593419206273	35190822	620954908052794.75	35190822	620954908052794.75	0.6988593419206273
SRP007461	muscle	TPM_CLR	0.11614970886353865	0.5322328032384576	SRP007461_muscle	6	0.671015367025735	18879652	1399940888619999.8	18879652	1399940888619999.8	0.671015367025735
SRP007461	skin	TPM_CLR	0.28259751565899216	0.5645821880420954	SRP007461_skin	25	0.5993561079668875	18022968	488596594978231.5	18022968	488596594978231.5	0.5993561079668875
SRP007461	stem_cell	TPM_CLR	0.12884484157083737	0.5329318971521388	SRP007461_stem_cell	8	0.7760530988556255	10954365	20470899243998.5	10954365	20470899243998.5	0.7760530988556255
SRP007483	brain	TPM_CLR	0.20568371012393874	0.5430544097580423	SRP007483_brain	12	0.8614590750086454	22679882	2877706712147.1816	22679882	2877706712147.1816	0.8614590750086454
SRP007584	colon	TPM_CLR	0.27768344785743154	0.5346808793037781	SRP007584_colon	10	0.8106895402250123	395988	11143858020.455555	395988	11143858020.455555	0.8106895402250123
SRP007584	intestine	TPM_CLR	0.3424310555730218	0.5662448052175932	SRP007584_intestine	9	0.737775735539147	255749.5	13366993480.628788	263917	12919957001.36111	0.7677714298034521
SRP007605	heart	TPM_CLR	0.30469012041003724	0.5845582591014136	SRP007605_heart	12	0.8312593545840603	9629123.5	297663574667254.1	9629123.5	297663574667254.1	0.8312593545840603
SRP007825	skin	TPM_CLR	0.2236965753544456	0.5663258609620243	SRP007825_skin	39	0.5318151978743655	6101778	11596296373232.584	8379462	6639283227796.418	0.6084344601019966
SRP008218	breast	TPM_CLR	0.14128122848789437	0.5397658180322651	SRP008218_breast	14	0.43994818242042283	7574739.5	25838811653158.64	8338456.5	13953276960963.34	0.7069839526691122
SRP008225	stem_cell	TPM_CLR	0.042794066255525065	0.5092136159491929	SRP008225_stem_cell	8	0.9897184940181443	20305277.5	636417384388.6964	20305277.5	636417384388.6964	0.9897184940181443
SRP008331	breast	TPM_CLR	0.2051353531274122	0.538603566128586	SRP008331_breast	15	0.8227322958065029	29682707	390245808483628	29682707	390245808483628	0.8227322958065029
SRP008482	blood_vessel	TPM_CLR	0.1688835838159599	0.5136911815634448	SRP008482_blood_vessel	5	0.9981653774210897	24355839	1195860976806.8	24355839	1195860976806.8	0.9981653774210897
SRP008496	umbilical_cord	TPM_CLR	0.26696701391725614	0.5686201972757772	SRP008496_umbilical_cord	12	0.7600635636929596	6632193	7881559432351.841	6632193	7881559432351.841	0.7600635636929596
SRP008746	breast	TPM_CLR	0.2513322294335446	0.5592837134581714	SRP008746_breast	6	0.6355274017450115	22168646.5	120888927041196.8	22168646.5	120888927041196.8	0.6355274017450115
SRP008775	blood	TPM_CLR	0.04524720097455791	0.5124628244366249	SRP008775_blood	8	0.6231398170085601	560190.5	261404140479.98215	560190.5	261404140479.98215	0.6231398170085601
SRP008976	blood	TPM_CLR	0.4601105441881247	0.6084202155029743	SRP008976_blood	25	0.9327145490131237	32954739	165295164570298.94	32954739	165295164570298.94	0.9327145490131237
SRP009123	liver	TPM_CLR	0.23037471180868074	0.5640611262051607	SRP009123_liver	6	0.7128983161665476	29548486.5	1013364811525.6	29548486.5	1013364811525.6	0.7128983161665476
SRP009251	skin	TPM_CLR	0.2542188228238941	0.5685739438190467	SRP009251_skin	10	0.8995155113865458	11964705.5	40962393496477.57	11964705.5	40962393496477.57	0.8995155113865458
SRP009262	tonsil	TPM_CLR	0.2469547840691529	0.5688811979957791	SRP009262_tonsil	5	0.770512978334354	36756025	351863165290936.7	36756025	351863165290936.7	0.770512978334354
SRP009266	brain	TPM_CLR	0.05302496799716433	0.5124993316267137	SRP009266_brain	6	0.983143599558673	13721574.5	29527073434114.965	13721574.5	29527073434114.965	0.983143599558673
SRP009266	breast	TPM_CLR	0.03828876149255985	0.503409340584767	SRP009266_breast	6	0.7796939645357992	13543674	31946682361831.465	13543674	31946682361831.465	0.7796939645357992
SRP009266	epithelium	TPM_CLR	0.062150154427195084	0.5119616504480291	SRP009266_epithelium	6	0.974268562908916	26073483	26564735912015.465	26073483	26564735912015.465	0.974268562908916
SRP009266	lung	TPM_CLR	0.08729837281782843	0.5147901640862074	SRP009266_lung	6	0.9831996848654092	19496554.5	16881127737733.367	19496554.5	16881127737733.367	0.9831996848654092
SRP009276	breast	TPM_CLR	0.06739540053938253	0.5137859415017374	SRP009276_breast	5	0.9696926661965488	19808735	23280438322735.5	19808735	23280438322735.5	0.9696926661965488
SRP009276	skin	TPM_CLR	0.12109467589815051	0.5169640683830039	SRP009276_skin	5	0.9123487288582667	13843969	55911792431362.2	13843969	55911792431362.2	0.9123487288582667
SRP009316	tonsil	TPM_CLR	0.30948334269155464	0.5522004990252753	SRP009316_tonsil	39	0.8383266552995194	29624934	152189538845442.66	29624934	152189538845442.66	0.8383266552995194
SRP009373	blood	TPM_CLR	0.16539192261522612	0.546890483833522	SRP009373_blood	6	0.6480313180872258	14720035	50658393832208	14720035	50658393832208	0.6480313180872258
SRP009408	lung	TPM_CLR	0.3145033583011026	0.581308246473327	SRP009408_lung	48	0.6201980785543115	16806968.5	41702837042319.71	17580331	20376162280082.125	0.6589494335693437
SRP009615	blood	TPM_CLR	0.2329045238323514	0.5667291196468796	SRP009615_blood	12	0.9402529660975534	20353499.5	64889759283064.99	20353499.5	64889759283064.99	0.9402529660975534
SRP009840	bone	TPM_CLR	0.17877906576325972	0.5281530625557025	SRP009840_bone	11	0.7922230854876293	34526954	42218737715533.016	34526954	42218737715533.016	0.7922230854876293
SRP009862	blood	TPM_CLR	0.19591870281950702	0.5363290148038686	SRP009862_blood	23	0.6130645929622438	6561905	21748257427790.086	6682702	20507373972662.133	0.6276432289983679
SRP009862	liver	TPM_CLR	0.14258898047691398	0.521923263129338	SRP009862_liver	9	0.7547160304065453	13212548	22668369806519.36	13212548	22668369806519.36	0.7547160304065453
SRP009862	skin	TPM_CLR	0.13422098642742403	0.526482832189231	SRP009862_skin	9	0.7725306474813661	10128450	16531575712235.111	10128450	16531575712235.111	0.7725306474813661
SRP010041	lung	TPM_CLR	0.17371022438804518	0.5465396264748961	SRP010041_lung	6	0.8746000133452073	23414290.5	2367267160787.8667	23414290.5	2367267160787.8667	0.8746000133452073
SRP010181	intestine	TPM_CLR	0.41664269950423516	0.5576759684486206	SRP010181_intestine	26	0.5549784668757749	110888.5	2182603054.9669223	228768.5	1466198307.146154	0.7229301701491603
SRP010374	cervix	TPM_CLR	0.21714893537655813	0.5425135641089582	SRP010374_cervix	5	0.9600840860221238	9012134	7972338401457.8	9012134	7972338401457.8	0.9600840860221238
SRP010483	brain	TPM_CLR	0.14746969962723783	0.5274873803841729	SRP010483_brain	10	0.8728140234038662	9677064	23001832322613.12	9677064	23001832322613.12	0.8728140234038662
SRP010644	blood	TPM_CLR	0.2852513648833973	0.529913185276655	SRP010644_blood	17	0.9503595763773524	4440333	33811300443513.492	4440333	33811300443513.492	0.9503595763773524
SRP010961	blood	TPM_CLR	0.10191152024300659	0.5172171401909509	SRP010961_blood	6	0.9480269256105643	13171962	586358422904	13171962	586358422904	0.9480269256105643
SRP011085	epithelium	TPM_CLR	0.2923785588875528	0.570315594607564	SRP011085_epithelium	24	0.5545297988529849	19508413	772022469545156	35793196	684988521294819.9	0.8514905340278471
SRP011546	stem_cell	TPM_CLR	0.19845165509549523	0.5336074729439133	SRP011546_stem_cell	118	0.46736567641192106	27482422	63736999600535.234	27652053	63939800934189.38	0.460679062893746
SRP011903	brain	TPM_CLR	0.10984663692210757	0.5199442746325076	SRP011903_brain	15	0.968544863780091	23732009	5785827686279.124	23732009	5785827686279.124	0.968544863780091
SRP011924	heart	TPM_CLR	0.3230636880030542	0.5595746064582272	SRP011924_heart	29	0.8840661402814393	16237791	9375311834522.139	16237791	9375311834522.139	0.8840661402814393
SRP012015	heart	TPM_CLR	0.16253772643572056	0.5140746816346109	SRP012015_heart	6	0.9112895613955416	10076277.5	27117672581885.867	10076277.5	27117672581885.867	0.9112895613955416
SRP012167	umbilical_cord	TPM_CLR	0.10158712734865934	0.5217882322890546	SRP012167_umbilical_cord	25	0.8935224844550735	5114366	5799982030513.656	5114366	5799982030513.656	0.8935224844550735
SRP012557	brain	TPM_CLR	0.05357341985698286	0.5192075177019433	SRP012557_brain	8	0.6246097037367953	27237199.5	28560144236246.98	27237199.5	28560144236246.98	0.6246097037367953
SRP012557	breast	TPM_CLR	0.056780462496892475	0.5151154456070799	SRP012557_breast	16	0.7940764450806773	23208100.5	58472388647390.46	23208100.5	58472388647390.46	0.7940764450806773
SRP012557	epithelium	TPM_CLR	0.11698691938699668	0.5237597434488634	SRP012557_epithelium	14	0.991686228601531	36530057	153494927822163.22	36530057	153494927822163.22	0.991686228601531
SRP012585	stem_cell	TPM_CLR	0.055094476339687615	0.518558612212928	SRP012585_stem_cell	5	0.33801259207199397	3522220	1700389842900.7222	3826675	1551352884029.3	0.3679661733707664
SRP012607	lung	TPM_CLR	0.2353726523898427	0.5301515049227419	SRP012607_lung	12	0.9521293172686756	5223713	16499114755654.387	5223713	16499114755654.387	0.9521293172686756
SRP012656	lung	TPM_CLR	0.43658178746515036	0.6080850798539359	SRP012656_lung	36	0.6915380741065125	15166465.5	5732909900087.133	15166465.5	5732909900087.133	0.6915380741065125
SRP013021	prostate	TPM_CLR	0.1343942496860949	0.5454378849685781	SRP013021_prostate	15	0.697165008741557	13956525	569323016389530.5	13956525	569323016389530.5	0.697165008741557
SRP013299	stem_cell	TPM_CLR	0.12489133344618827	0.5165713543588026	SRP013299_stem_cell	19	0.7273337241848127	8276311	1120239033725.339	8276311	1120239033725.339	0.7273337241848127
SRP013402	skin	TPM_CLR	0.14071658053201047	0.5380128610390784	SRP013402_skin	5	0.9590638666825776	3237887	1148890868172.5	3237887	1148890868172.5	0.9590638666825776
SRP013456	kidney	TPM_CLR	0.14841929170675316	0.5255884418929782	SRP013456_kidney	6	0.9344599404718462	2067028	442504412456.7	2067028	442504412456.7	0.9344599404718462
SRP013825	brain	TPM_CLR	0.17097977987430657	0.5237777386510061	SRP013825_brain	23	0.856404725200316	2951181	1153413698165.7234	2951181	1153413698165.7234	0.856404725200316
SRP014146	skin	TPM_CLR	0.12285555763623979	0.5240044016404681	SRP014146_skin	15	0.9003468953908378	11883184	7949516181969.543	11883184	7949516181969.543	0.9003468953908378
SRP014320	blood	TPM_CLR	0.14712063438792827	0.520442212679427	SRP014320_blood	34	0.8832489433928564	10522689	43394342514397.83	10522689	43394342514397.83	0.8832489433928564
SRP014320	blood_vessel	TPM_CLR	0.1334350943172449	0.5134290962569139	SRP014320_blood_vessel	7	0.9684060535787834	9937277	29329319882364.285	9937277	29329319882364.285	0.9684060535787834
SRP014320	breast	TPM_CLR	0.037832614310499245	0.5077017265111863	SRP014320_breast	6	0.6302855062557328	16015006	38880894692043.48	16374272	1030250877051.1	0.9072100097101309
SRP014320	cervix	TPM_CLR	0.11661260129745914	0.5150790747211431	SRP014320_cervix	8	0.9436618197662514	9119199.5	5889890500118.696	9119199.5	5889890500118.696	0.9436618197662514
SRP014320	colon	TPM_CLR	0.09695198646298721	0.50632208686784	SRP014320_colon	6	0.993925000194255	18196164.5	1213168636962.2666	18196164.5	1213168636962.2666	0.993925000194255
SRP014320	liver	TPM_CLR	0.0839681227571687	0.5143720466903687	SRP014320_liver	9	0.9576178866346161	10134579	28528964545511.36	10134579	28528964545511.36	0.9576178866346161
SRP014320	muscle	TPM_CLR	0.13123770224830872	0.5228370947747862	SRP014320_muscle	10	0.8448416148651794	18709342	2682327361548.7666	18709342	2682327361548.7666	0.8448416148651794
SRP014320	skin	TPM_CLR	0.09119958910615975	0.5242494064364109	SRP014320_skin	6	0.8344050970556629	12199853	25263107562665.5	12199853	25263107562665.5	0.8344050970556629
SRP014320	stem_cell	TPM_CLR	0.03235696614185113	0.5105973794256897	SRP014320_stem_cell	13	0.8400777386675694	10121720	34458880791022.6	10121720	34458880791022.6	0.8400777386675694
SRP014428	brain	TPM_CLR	0.1096935883966033	0.5150788342666601	SRP014428_brain	21	0.6140587557360145	23663787	116182163747555.8	24381123	123995652131527.47	0.6485866138436749
SRP014428	colon	TPM_CLR	0.046425566276198475	0.5050426165234967	SRP014428_colon	28	0.6023915936905304	24035798.5	32331538246607.676	24035798.5	32331538246607.676	0.6023915936905304
SRP014428	stem_cell	TPM_CLR	0.05391068061531664	0.5021818031968905	SRP014428_stem_cell	8	0.5511803998019791	23002100	5430442346804.286	23002100	5430442346804.286	0.5511803998019791
SRP014620	stem_cell	TPM_CLR	0.12635668734257832	0.5150570654263902	SRP014620_stem_cell	15	0.8299871884283851	13580141	71173661026559.27	13580141	71173661026559.27	0.8299871884283851
SRP014675	brain	TPM_CLR	0.3011928116291491	0.5724392922284096	SRP014675_brain	26	0.4678880118654588	15059068	29528866523389.28	14698041	11253312405733.434	0.5182027457505445
SRP014688	tonsil	TPM_CLR	0.0619976236485199	0.5163180035724508	SRP014688_tonsil	5	0.7327226860888533	20614248	375608619087708.5	20614248	375608619087708.5	0.7327226860888533
SRP015360	spinal_cord	TPM_CLR	0.15819531704628204	0.5188430869120566	SRP015360_spinal_cord	6	0.9660632249915169	47482203.5	95067479110366.8	47482203.5	95067479110366.8	0.9660632249915169
SRP015439	blood	TPM_CLR	0.2234284913827232	0.5432846646949656	SRP015439_blood	7	0.8111350514655906	22651887	77726658664785.67	22651887	77726658664785.67	0.8111350514655906
SRP015640	kidney	TPM_CLR	0.09786459692357445	0.539096536220768	SRP015640_kidney	5	0.9679947021145808	3515175	7119089150068.7	3515175	7119089150068.7	0.9679947021145808
SRP015640	spinal_cord	TPM_CLR	0.2471720967084778	0.563516969254124	SRP015640_spinal_cord	57	0.9090154041963294	2642180.5	73831362044260.98	2644352	74887310556769.42	0.9091715197397074
SRP015668	brain	TPM_CLR	0.19672518929875216	0.5426237522829069	SRP015668_brain	32	0.8650697378077828	1315936	994204320931.4395	1320813	940413146278.9637	0.8676602501752115
SRP015670	spinal_cord	TPM_CLR	0.17910084766830212	0.5354915448187967	SRP015670_spinal_cord	40	0.8411781540561951	12639987	22093931741481.95	12639987	22093931741481.95	0.8411781540561951
SRP016059	heart	TPM_CLR	0.2693936848456997	0.5623393526666405	SRP016059_heart	6	0.5871853868247949	13571502.5	13870383891878.268	13571502.5	13870383891878.268	0.5871853868247949
SRP016140	stem_cell	TPM_CLR	0.1602697703578844	0.5443005235470082	SRP016140_stem_cell	5	0.9181495352353376	49230487	358905269209643	49230487	358905269209643	0.9181495352353376
SRP016583	skin	TPM_CLR	0.08651985621269621	0.5143548813271082	SRP016583_skin	6	0.9336400081635008	13984427.5	2188477567450	13984427.5	2188477567450	0.9336400081635008
SRP017138	blood	TPM_CLR	0.2764059811691803	0.5290561561023424	SRP017138_blood	16	0.8153073995931062	10525424.5	16342673398086.096	10525424.5	16342673398086.096	0.8153073995931062
SRP017411	cervix	TPM_CLR	0.14114796042668432	0.5306683508551941	SRP017411_cervix	14	0.4995956554314964	9683453	32031586873514.543	10753745	30571488621383.15	0.4933656853795485
SRP017575	breast	TPM_CLR	0.201296125880339	0.541810949694991	SRP017575_breast	52	0.8127863280061706	4743264.5	9933587660267.701	4743264.5	9933587660267.701	0.8127863280061706
SRP017631	lung	TPM_CLR	0.1876165488650745	0.563213557968993	SRP017631_lung	8	0.9201548221684936	38751698.5	442257294463807.1	38751698.5	442257294463807.1	0.9201548221684936
SRP017933	brain	TPM_CLR	0.09625164323167246	0.5168361623696001	SRP017933_brain	25	0.7273783459580137	1180479	713157146314.0834	1180479	713157146314.0834	0.7273783459580137
SRP017959	brain	TPM_CLR	0.12922672332925964	0.5270040573655024	SRP017959_brain	5	0.7966378839992087	8504891	119399688816788.8	8504891	119399688816788.8	0.7966378839992087
SRP018020	umbilical_cord	TPM_CLR	0.018923544905843605	0.5143265782867275	SRP018020_umbilical_cord	16	0.6876624684378905	3843264	2927657881432.9956	3843264	2927657881432.9956	0.6876624684378905
SRP018254	blood	TPM_CLR	0.1668178716020444	0.5294202376999237	SRP018254_blood	9	0.9758368407356841	98533071	102407538153042.11	98533071	102407538153042.11	0.9758368407356841
SRP018525	umbilical_cord	TPM_CLR	0.11901374419122585	0.5165546033390456	SRP018525_umbilical_cord	19	0.3828039267473753	8006217.5	2669955656103.0786	8406288	1386356978524.427	0.38400700240781294
SRP018861	bone	TPM_CLR	0.11340550323988315	0.527342946544195	SRP018861_bone	21	0.9490740843284625	7118897	4545492237961.434	7118897	4545492237961.434	0.9490740843284625
SRP018883	epithelium	TPM_CLR	0.13347207933128302	0.5191059861108442	SRP018883_epithelium	8	0.9347491867026323	11821696.5	2779870903195.357	11821696.5	2779870903195.357	0.9347491867026323
SRP019241	stem_cell	TPM_CLR	0.10054068337986176	0.5117106862826404	SRP019241_stem_cell	8	0.48511557096188607	6644114	5023982268676.019	7325888.5	5929047005176.839	0.6475018931684982
SRP019762	brain	TPM_CLR	0.2365734069935342	0.5570970007188407	SRP019762_brain	14	0.9302012121598267	14021091.5	1231174015556.2637	14021091.5	1231174015556.2637	0.9302012121598267
SRP019936	breast	TPM_CLR	0.25173013120430215	0.5411857895792309	SRP019936_breast	32	0.655014660154117	10593486	26835339576058.645	10593486	26835339576058.645	0.655014660154117
SRP020491	tonsil	TPM_CLR	0.2935050879429818	0.5578476187406523	SRP020491_tonsil	54	0.9687878524990358	11467647.5	3731477914169.293	11467647.5	3731477914169.293	0.9687878524990358
SRP020492	blood	TPM_CLR	0.44615086958305494	0.5741588361916001	SRP020492_blood	53	0.9757664705593362	11469549	2691983952604.537	11469549	2691983952604.537	0.9757664705593362
