project	tissue	method	recall	precision	dataset	positives	negatives	prior	log2_precision_over_prior
SRP012682	brain	counts	10	0.018579990779160904	SRP012682_brain	4089	443669	0.009132165142778018	1.024720931655555
SRP012682	breast	counts	10	0.02706766917293233	SRP012682_breast	741	135945	0.005421184320266889	2.3198906963268917
SRP012682	cervix_uteri	counts	10	0.019146825396825398	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	1.1366931707743577
SRP012682	colon	counts	10	0.0010757314974182443	SRP012682_colon	59	59499	9.906309815641895e-4	0.11889837967829922
SRP012682	fallopian_tube	counts	10	0.02349869451697128	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	4.31207819331386
SRP012682	heart	counts	10	0.03598484848484849	SRP012682_heart	529	164120	0.0032128953106304926	3.485443706121792
SRP012682	kidney	counts	10	0.009211147850732168	SRP012682_kidney	767	220365	0.0034685165421558164	1.4090621843727538
SRP012682	liver	counts	10	0.04430107526881721	SRP012682_liver	1061	238312	0.00443241301232804	3.321177492960843
SRP012682	lung	counts	10	0.005226480836236934	SRP012682_lung	311	117840	0.0026322248647916648	0.9895571183188381
SRP012682	muscle	counts	10	0.05703125	SRP012682_muscle	1657	264040	0.006236427208436678	3.192960989576303
SRP012682	nerve	counts	10	0.009910650097565985	SRP012682_nerve	2031	289701	0.006961869112747316	0.5095050045329362
SRP012682	ovary	counts	10	0.012535816618911174	SRP012682_ovary	346	143912	0.0023984805002148927	2.385863365004396
SRP012682	pancreas	counts	10	0.0018656716417910447	SRP012682_pancreas	59	54795	0.0010755824552448317	0.7945769667348465
SRP012682	prostate	counts	10	0.006038647342995169	SRP012682_prostate	140	84704	0.0016500872188958558	1.87168313882573
SRP012682	skin	counts	10	0.03695150115473441	SRP012682_skin	711	185757	0.0038129866786794516	3.2766395791641916
SRP012682	spleen	counts	10	0.0030425963488843813	SRP012682_spleen	121	50884	0.0023723164395647485	0.359006487459602
SRP012682	testis	counts	10	0.02489539748953975	SRP012682_testis	1347	247180	0.005419934252616416	2.1995317942606993
SRP012682	uterus	counts	10	0.03758389261744966	SRP012682_uterus	1085	154897	0.006955930812529651	2.4337990084836854
SRP012682	adipose_tissue	CLR	10	0.02079722703639515	SRP012682_adipose_tissue	93	59080	0.0015716627515927873	3.7260276003642963
SRP012682	blood	CLR	10	0.04653839828975497	SRP012682_blood	5692	414703	0.013539647236527551	1.7812314071527702
SRP012682	bone_marrow	CLR	10	0.00102880658436214	SRP012682_bone_marrow	51	50279	0.001013312139876813	0.0218931318069881
SRP012682	brain	CLR	10	0.019778699861687413	SRP012682_brain	4089	443669	0.009132165142778018	1.1149187406271335
SRP012682	breast	CLR	10	0.02631578947368421	SRP012682_breast	741	135945	0.005421184320266889	2.279248711829546
SRP012682	cervix_uteri	CLR	10	0.014739789196310936	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	0.7593038537423464
SRP012682	colon	CLR	10	0.0012908777969018934	SRP012682_colon	59	59499	9.906309815641895e-4	0.3819327855120933
SRP012682	fallopian_tube	CLR	10	0.01256281407035176	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	3.408657248140218
SRP012682	heart	CLR	10	0.06624605678233439	SRP012682_heart	529	164120	0.0032128953106304926	4.365888704676013
SRP012682	kidney	CLR	10	0.011158258683011159	SRP012682_kidney	767	220365	0.0034685165421558164	1.6857212327710656
SRP012682	liver	CLR	10	0.05326460481099656	SRP012682_liver	1061	238312	0.00443241301232804	3.5870129341389716
SRP012682	lung	CLR	10	0.025239338555265448	SRP012682_lung	311	117840	0.0026322248647916648	3.2613194567548285
SRP012682	muscle	CLR	10	0.09609375	SRP012682_muscle	1657	264040	0.006236427208436678	3.9456509360355256
SRP012682	nerve	CLR	10	0.011981787682722261	SRP012682_nerve	2031	289701	0.006961869112747316	0.7832965783760285
SRP012682	ovary	CLR	10	0.007879656160458453	SRP012682_ovary	346	143912	0.0023984805002148927	1.7160119666967268
SRP012682	pancreas	CLR	10	0.011194029850746268	SRP012682_pancreas	59	54795	0.0010755824552448317	3.3795394674560026
SRP012682	prostate	CLR	10	0.006038647342995169	SRP012682_prostate	140	84704	0.0016500872188958558	1.87168313882573
SRP012682	skin	CLR	10	0.034064665127020784	SRP012682_skin	711	185757	0.0038129866786794516	3.1592826285260327
SRP012682	spleen	CLR	10	0.02834008097165992	SRP012682_spleen	121	50884	0.0023723164395647485	3.578475513589284
SRP012682	testis	CLR	10	0.017433751743375175	SRP012682_testis	1347	247180	0.005419934252616416	1.6855358148936868
SRP012682	uterus	CLR	10	0.025279642058165547	SRP012682_uterus	1085	154897	0.006955930812529651	1.861660548120113
SRP012682	adipose_tissue	quantile_wTO	10	0.019064124783362217	SRP012682_adipose_tissue	93	59080	0.0015716627515927873	3.600496718280437
SRP012682	blood	quantile_wTO	10	0.032868771583621115	SRP012682_blood	5692	414703	0.013539647236527551	1.2795273878012199
SRP012682	bone_marrow	quantile_wTO	10	6.872852233676976e-4	SRP012682_bone_marrow	51	50279	0.001013312139876813	-0.5600978023828772
SRP012682	brain	quantile_wTO	10	0.011065006915629323	SRP012682_brain	4089	443669	0.009132165142778018	0.27697549873610644
SRP012682	breast	quantile_wTO	10	0.006015037593984963	SRP012682_breast	741	135945	0.005421184320266889	0.1499656948845795
SRP012682	cervix_uteri	quantile_wTO	10	0.006183862433862434	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	-0.4938319073272421
SRP012682	colon	quantile_wTO	10	5.062265870203503e-4	SRP012682_colon	59	59499	9.906309815641895e-4	-0.9685644615720399
SRP012682	fallopian_tube	quantile_wTO	10	0.0391644908616188	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	5.049043787480066
SRP012682	heart	quantile_wTO	10	0.0277602523659306	SRP012682_heart	529	164120	0.0032128953106304926	3.111074805647188
SRP012682	kidney	quantile_wTO	10	0.007072135785007072	SRP012682_kidney	767	220365	0.0034685165421558164	1.0278272095960581
SRP012682	liver	quantile_wTO	10	0.014910394265232975	SRP012682_liver	1061	238312	0.00443241301232804	1.7501541831975602
SRP012682	lung	quantile_wTO	10	0.00557006092254134	SRP012682_lung	311	117840	0.0026322248647916648	1.0814103667398938
SRP012682	muscle	quantile_wTO	10	0.05859375	SRP012682_muscle	1657	264040	0.006236427208436678	3.2319551211921667
SRP012682	nerve	quantile_wTO	10	0.008941409058231488	SRP012682_nerve	2031	289701	0.006961869112747316	0.3610275098661089
SRP012682	ovary	quantile_wTO	10	0.0036839950880065493	SRP012682_ovary	346	143912	0.0023984805002148927	0.6191504274441378
SRP012682	pancreas	quantile_wTO	10	0.007462686567164179	SRP012682_pancreas	59	54795	0.0010755824552448317	2.7945769667348466
SRP012682	prostate	quantile_wTO	10	0.002242926155969634	SRP012682_prostate	140	84704	0.0016500872188958558	0.44283984002185545
SRP012682	skin	quantile_wTO	10	0.032909930715935336	SRP012682_skin	711	185757	0.0038129866786794516	3.1095295933289333
SRP012682	spleen	quantile_wTO	10	0.005409060175794456	SRP012682_spleen	121	50884	0.0023723164395647485	1.1890814860172896
SRP012682	testis	quantile_wTO	10	0.01882845188284519	SRP012682_testis	1347	247180	0.005419934252616416	1.7965671272824308
SRP012682	uterus	quantile_wTO	10	0.012863534675615212	SRP012682_uterus	1085	154897	0.006955930812529651	0.8869716366493006
SRP012682	adipose_tissue	quantile	10	0.019064124783362217	SRP012682_adipose_tissue	93	59080	0.0015716627515927873	3.600496718280437
SRP012682	blood	quantile	10	0.04135832922216741	SRP012682_blood	5692	414703	0.013539647236527551	1.610987754126415
SRP012682	bone_marrow	quantile	10	9.372071227741331e-4	SRP012682_bone_marrow	51	50279	0.001013312139876813	-0.11263882541165612
SRP012682	brain	quantile	10	0.018441678192715538	SRP012682_brain	4089	443669	0.009132165142778018	1.0139410929023125
SRP012682	breast	quantile	10	0.011278195488721804	SRP012682_breast	741	135945	0.005421184320266889	1.056856290493098
SRP012682	cervix_uteri	quantile	10	0.011284722222222222	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	0.3739588685923359
SRP012682	colon	quantile	10	6.454388984509467e-4	SRP012682_colon	59	59499	9.906309815641895e-4	-0.6180672144879067
SRP012682	fallopian_tube	quantile	10	0.03655352480417755	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	4.949508113929151
SRP012682	heart	quantile	10	0.05362776025236593	SRP012682_heart	529	164120	0.0032128953106304926	4.061034123147592
SRP012682	kidney	quantile	10	0.011001100110011002	SRP012682_kidney	767	220365	0.0034685165421558164	1.6652571302113501
SRP012682	liver	quantile	10	0.04903225806451613	SRP012682_liver	1061	238312	0.00443241301232804	3.467566979942366
SRP012682	lung	quantile	10	0.015230635335073977	SRP012682_lung	311	117840	0.0026322248647916648	2.532621478572223
SRP012682	muscle	quantile	10	0.090234375	SRP012682_muscle	1657	264040	0.006236427208436678	3.8548854721123433
SRP012682	nerve	quantile	10	0.010475505802608606	SRP012682_nerve	2031	289701	0.006961869112747316	0.5894733092363516
SRP012682	ovary	quantile	10	0.00590974212034384	SRP012682_ovary	346	143912	0.0023984805002148927	1.3009744674178831
SRP012682	pancreas	quantile	10	0.018656716417910446	SRP012682_pancreas	59	54795	0.0010755824552448317	4.116505061622209
SRP012682	prostate	quantile	10	0.004227053140096618	SRP012682_prostate	140	84704	0.0016500872188958558	1.3571099659959716
SRP012682	skin	quantile	10	0.03579676674364896	SRP012682_skin	711	185757	0.0038129866786794516	3.2308358895510665
SRP012682	spleen	quantile	10	0.012170385395537525	SRP012682_spleen	121	50884	0.0023723164395647485	2.359006487459602
SRP012682	testis	quantile	10	0.024686192468619247	SRP012682_testis	1347	247180	0.005419934252616416	2.187357080314597
SRP012682	uterus	quantile	10	0.01929530201342282	SRP012682_uterus	1085	154897	0.006955930812529651	1.4719341373704566
SRP012682	adipose_tissue	quantile_CLR	10	0.01733102253032929	SRP012682_adipose_tissue	93	59080	0.0015716627515927873	3.4629931945305024
SRP012682	blood	quantile_CLR	10	0.044236145370827165	SRP012682_blood	5692	414703	0.013539647236527551	1.7080355268775118
SRP012682	bone_marrow	quantile_CLR	10	0.0014697236919459142	SRP012682_bone_marrow	51	50279	0.001013312139876813	0.5364663046367462
SRP012682	brain	quantile_CLR	10	0.02207238358690641	SRP012682_brain	4089	443669	0.009132165142778018	1.2732135799399071
SRP012682	breast	quantile_CLR	10	0.019799498746867168	SRP012682_breast	741	135945	0.005421184320266889	1.8687839423405261
SRP012682	cervix_uteri	quantile_CLR	10	0.015727931488801056	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	0.8529169045138388
SRP012682	colon	quantile_CLR	10	5.737234652897303e-4	SRP012682_colon	59	59499	9.906309815641895e-4	-0.7879922159302193
SRP012682	fallopian_tube	quantile_CLR	10	0.001256281407035176	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	0.08672915325285581
SRP012682	heart	quantile_CLR	10	0.04921135646687697	SRP012682_heart	529	164120	0.0032128953106304926	3.937045405872139
SRP012682	kidney	quantile_CLR	10	0.010529624391010529	SRP012682_kidney	767	220365	0.0034685165421558164	1.6020633037241558
SRP012682	liver	quantile_CLR	10	0.05240549828178694	SRP012682_liver	1061	238312	0.00443241301232804	3.563553961314983
SRP012682	lung	quantile_CLR	10	0.02610966057441253	SRP012682_lung	311	117840	0.0026322248647916648	3.310229057235775
SRP012682	muscle	quantile_CLR	10	0.090234375	SRP012682_muscle	1657	264040	0.006236427208436678	3.8548854721123433
SRP012682	nerve	quantile_CLR	10	0.010578206839889083	SRP012682_nerve	2031	289701	0.006961869112747316	0.6035484944480743
SRP012682	ovary	quantile_CLR	10	0.0054441260744985676	SRP012682_ovary	346	143912	0.0023984805002148927	1.182579766615653
SRP012682	pancreas	quantile_CLR	10	0.014925373134328358	SRP012682_pancreas	59	54795	0.0010755824552448317	3.7945769667348466
SRP012682	prostate	quantile_CLR	10	0.00392512077294686	SRP012682_prostate	140	84704	0.0016500872188958558	1.2501947620794598
SRP012682	skin	quantile_CLR	10	0.034064665127020784	SRP012682_skin	711	185757	0.0038129866786794516	3.1592826285260327
SRP012682	spleen	quantile_CLR	10	0.020242914979757085	SRP012682_spleen	121	50884	0.0023723164395647485	3.093048686419042
SRP012682	testis	quantile_CLR	10	0.02384937238493724	SRP012682_testis	1347	247180	0.005419934252616416	2.137604045117498
SRP012682	uterus	quantile_CLR	10	0.01912751677852349	SRP012682_uterus	1085	154897	0.006955930812529651	1.4593341005908231
SRP012682	adipose_tissue	TMM_wTO	10	0.0017331022530329288	SRP012682_adipose_tissue	93	59080	0.0015716627515927873	0.14106509964314
SRP012682	blood	TMM_wTO	10	0.019889268963571606	SRP012682_blood	5692	414703	0.013539647236527551	0.5548000991636959
SRP012682	bone_marrow	TMM_wTO	10	0.001288659793814433	SRP012682_bone_marrow	51	50279	0.001013312139876813	0.34679279322564116
SRP012682	brain	TMM_wTO	10	0.012481064348284266	SRP012682_brain	4089	443669	0.009132165142778018	0.4507121141284377
SRP012682	breast	TMM_wTO	10	0.018295739348370928	SRP012682_breast	741	135945	0.005421184320266889	1.7548277530434404
SRP012682	cervix_uteri	TMM_wTO	10	0.011763038548752835	SRP012682_cervix_uteri	1847	210257	0.008707992305661374	0.4338487376829603
SRP012682	colon	TMM_wTO	10	9.388202159286497e-4	SRP012682_colon	59	59499	9.906309815641895e-4	-0.07749883312520403
SRP012682	fallopian_tube	TMM_wTO	10	0.0014919806042521448	SRP012682_fallopian_tube	50	42216	0.0011829839587375196	0.3347982698139434
