project	tissue	method	recall	precision	dataset	log2_precision_over_prior
SRP012682	prostate	wTO	5	0.20855250619401564	SRP012682_prostate	0.9650032669139188
SRP012682	salivary_gland	wTO	5	0.20545286202407306	SRP012682_salivary_gland	0.9434000454368424
SRP012682	skin	wTO	5	0.14723239038570238	SRP012682_skin	0.4626877095557848
SRP012682	small_intestine	wTO	5	0.13375792281526075	SRP012682_small_intestine	0.3242169660569894
SRP012682	spleen	wTO	5	0.1907020541973285	SRP012682_spleen	0.8359130016913973
SRP012682	stomach	wTO	5	0.1705364104163418	SRP012682_stomach	0.6746724126677719
SRP012682	testis	wTO	5	0.14104546860501083	SRP012682_testis	0.4007529345140079
SRP012682	thyroid	wTO	5	0.1565037164093768	SRP012682_thyroid	0.5507895340539806
SRP012682	uterus	wTO	5	0.17166969047226346	SRP012682_uterus	0.6842279611486238
SRP012682	vagina	wTO	5	0.12809881080574934	SRP012682_vagina	0.26184970019485904
SRP012682	adipose_tissue	CLR	5	0.26265663257957655	SRP012682_adipose_tissue	1.2977706333345562
SRP012682	adrenal_gland	CLR	5	0.2366388263804743	SRP012682_adrenal_gland	1.1472794200528027
SRP012682	bladder	CLR	5	0.16119270137961728	SRP012682_bladder	0.5933790393582502
SRP012682	blood	CLR	5	0.2363293899227149	SRP012682_blood	1.1453916716105759
SRP012682	blood_vessel	CLR	5	0.28148295717443833	SRP012682_blood_vessel	1.397640192311779
SRP012682	bone_marrow	CLR	5	0.15555484348742488	SRP012682_bone_marrow	0.5420159341349886
SRP012682	brain	CLR	5	0.2594221105527638	SRP012682_brain	1.2798940633511484
SRP012682	breast	CLR	5	0.2465607691268519	SRP012682_breast	1.2065358849336154
SRP012682	cervix_uteri	CLR	5	0.14418085384801413	SRP012682_cervix_uteri	0.4324722156449247
SRP012682	colon	CLR	5	0.25415349939585463	SRP012682_colon	1.2502927127311796
SRP012682	esophagus	CLR	5	0.23253973312935577	SRP012682_esophagus	1.1220698623727203
SRP012682	fallopian_tube	CLR	5	0.1558321558645138	SRP012682_fallopian_tube	0.5445855808948431
SRP012682	heart	CLR	5	0.23341052676513277	SRP012682_heart	1.1274622453401282
SRP012682	kidney	CLR	5	0.21946079171067853	SRP012682_kidney	1.0385558322588908
SRP012682	liver	CLR	5	0.23568213147238734	SRP012682_liver	1.1414350006420138
SRP012682	lung	CLR	5	0.2394770826949175	SRP012682_lung	1.1644802181659502
SRP012682	muscle	CLR	5	0.25721662824071895	SRP012682_muscle	1.2675765289357517
SRP012682	nerve	CLR	5	0.23473949399656946	SRP012682_nerve	1.1356532076364694
SRP012682	ovary	CLR	5	0.2498286810726849	SRP012682_ovary	1.2255317297063104
SRP012682	pancreas	CLR	5	0.24877244828370085	SRP012682_pancreas	1.2194193324556588
SRP012682	pituitary	CLR	5	0.24295782463928967	SRP012682_pituitary	1.1852985138691585
SRP012682	prostate	CLR	5	0.2398749451513822	SRP012682_prostate	1.1668750941291746
SRP012682	salivary_gland	CLR	5	0.23254637616339743	SRP012682_salivary_gland	1.12211107569678
SRP012682	skin	CLR	5	0.2318687725249099	SRP012682_skin	1.1179011522892865
SRP012682	small_intestine	CLR	5	0.21198326294990508	SRP012682_small_intestine	0.988542979487866
SRP012682	spleen	CLR	5	0.27651246901714804	SRP012682_spleen	1.3719371562165128
SRP012682	stomach	CLR	5	0.1717067466172731	SRP012682_stomach	0.6845393437076631
SRP012682	testis	CLR	5	0.1795159967186218	SRP012682_testis	0.7487050263067061
SRP012682	thyroid	CLR	5	0.26516952029878255	SRP012682_thyroid	1.3115075731255441
SRP012682	uterus	CLR	5	0.23946567726118553	SRP012682_uterus	1.1644115061441256
SRP012682	vagina	CLR	5	0.20043506136655065	SRP012682_vagina	0.9077275135225819
SRP012682	adipose_tissue	counts	5	0.2608216599961883	SRP012682_adipose_tissue	1.2876563010815194
SRP012682	adrenal_gland	counts	5	0.2106757797458606	SRP012682_adrenal_gland	0.9796170824359914
SRP012682	bladder	counts	5	0.15161639435832985	SRP012682_bladder	0.5050183788849907
SRP012682	blood	counts	5	0.18016727584049524	SRP012682_blood	0.7539296128133033
SRP012682	blood_vessel	counts	5	0.2550896808758444	SRP012682_blood_vessel	1.255597156472083
SRP012682	bone_marrow	counts	5	0.165348463356974	SRP012682_bone_marrow	0.6301022556929201
SRP012682	brain	counts	5	0.2150255503144654	SRP012682_brain	1.0091007151788702
SRP012682	breast	counts	5	0.22460008203445447	SRP012682_breast	1.0719510722663033
SRP012682	cervix_uteri	counts	5	0.14497972835664766	SRP012682_cervix_uteri	0.44044380856011717
SRP012682	colon	counts	5	0.17213443396226416	SRP012682_colon	0.6881283421449186
SRP012682	esophagus	counts	5	0.1720754716981132	SRP012682_esophagus	0.6876340823021696
SRP012682	fallopian_tube	counts	5	0.1801886047487833	SRP012682_fallopian_tube	0.7541003945982451
SRP012682	heart	counts	5	0.2432749644001424	SRP012682_heart	1.187180476729112
SRP012682	kidney	counts	5	0.24223354310258716	SRP012682_kidney	1.1809912725337286
SRP012682	liver	counts	5	0.27074357450601694	SRP012682_liver	1.3415197166836217
SRP012682	lung	counts	5	0.20399545081661571	SRP012682_lung	0.9331295974441337
SRP012682	muscle	counts	5	0.2628066637860675	SRP012682_muscle	1.2985944750185026
SRP012682	nerve	counts	5	0.22950733752620545	SRP012682_nerve	1.103132896035129
SRP012682	ovary	counts	5	0.2350700563029183	SRP012682_ovary	1.1376833948834906
SRP012682	pancreas	counts	5	0.2451485680993143	SRP012682_pancreas	1.1982489525256752
SRP012682	pituitary	counts	5	0.24739265191620288	SRP012682_pituitary	1.2113952674516284
SRP012682	prostate	counts	5	0.24934486373165618	SRP012682_prostate	1.222735102743862
SRP012682	salivary_gland	counts	5	0.2705865607168938	SRP012682_salivary_gland	1.3406828040252183
SRP012682	skin	counts	5	0.19431119638986605	SRP012682_skin	0.8629616503216019
SRP012682	small_intestine	counts	5	0.20318767642252267	SRP012682_small_intestine	0.9274055211583757
SRP012682	spleen	counts	5	0.2592206314591827	SRP012682_spleen	1.278773164974564
SRP012682	stomach	counts	5	0.2321997705252422	SRP012682_stomach	1.1199591640280808
SRP012682	testis	counts	5	0.1851203760059512	SRP012682_testis	0.7930563174689027
SRP012682	thyroid	counts	5	0.22825179495742193	SRP012682_thyroid	1.0952188231030249
SRP012682	uterus	counts	5	0.22440167587165324	SRP012682_uterus	1.070676067878256
SRP012682	vagina	counts	5	0.19618068010617692	SRP012682_vagina	0.8767755893825624
SRP012682	adipose_tissue	quantile_wTO	5	0.1404697728147863	SRP012682_adipose_tissue	0.3948523330743237
SRP012682	adrenal_gland	quantile_wTO	5	0.13676430108603174	SRP012682_adrenal_gland	0.35628431734905347
SRP012682	bladder	quantile_wTO	5	0.12131412940322671	SRP012682_bladder	0.1833402078884373
SRP012682	blood	quantile_wTO	5	0.2011337305527971	SRP012682_blood	0.9127476625359926
SRP012682	blood_vessel	quantile_wTO	5	0.22401055948921542	SRP012682_blood_vessel	1.068159357744369
SRP012682	bone_marrow	quantile_wTO	5	0.1423552090863503	SRP012682_bone_marrow	0.41408790297969683
SRP012682	brain	quantile_wTO	5	0.13986040803804264	SRP012682_brain	0.38858023690902516
SRP012682	breast	quantile_wTO	5	0.11254912450361104	SRP012682_breast	0.07514745199701722
SRP012682	cervix_uteri	quantile_wTO	5	0.11041708388575253	SRP012682_cervix_uteri	0.04755602276982649
SRP012682	colon	quantile_wTO	5	0.10008601284702523	SRP012682_colon	-0.09416701269566544
SRP012682	esophagus	quantile_wTO	5	0.09990365120824124	SRP012682_esophagus	-0.09679807171647595
SRP012682	fallopian_tube	quantile_wTO	5	0.11480352142127358	SRP012682_fallopian_tube	0.10375951272956677
SRP012682	heart	quantile_wTO	5	0.14381208282966312	SRP012682_heart	0.4287775110711717
SRP012682	kidney	quantile_wTO	5	0.14995612110574813	SRP012682_kidney	0.4891330308161146
SRP012682	liver	quantile_wTO	5	0.17116852842704716	SRP012682_liver	0.6800100853549637
SRP012682	lung	quantile_wTO	5	0.13497965223825378	SRP012682_lung	0.33733455947530305
SRP012682	muscle	quantile_wTO	5	0.16503782627042016	SRP012682_muscle	0.6273893421706775
SRP012682	nerve	quantile_wTO	5	0.15671972972199158	SRP012682_nerve	0.5527794322441142
SRP012682	ovary	quantile_wTO	5	0.22008890855694574	SRP012682_ovary	1.0426790596230675
SRP012682	pancreas	quantile_wTO	5	0.1792084316037736	SRP012682_pancreas	0.7462311341508503
SRP012682	pituitary	quantile_wTO	5	0.15124771758977482	SRP012682_pituitary	0.5015059890875636
SRP012682	prostate	quantile_wTO	5	0.12801102579708787	SRP012682_prostate	0.26086069482669366
SRP012682	salivary_gland	quantile_wTO	5	0.11369363886743285	SRP012682_salivary_gland	0.08974415562523315
SRP012682	skin	quantile_wTO	5	0.11731882504288164	SRP012682_skin	0.13502714516528622
SRP012682	small_intestine	quantile_wTO	5	0.09734781060875757	SRP012682_small_intestine	-0.13418694477811857
SRP012682	spleen	quantile_wTO	5	0.21134105320136096	SRP012682_spleen	0.984165656972384
SRP012682	stomach	quantile_wTO	5	0.10292622302564682	SRP012682_stomach	-0.053796790759848896
SRP012682	testis	quantile_wTO	5	0.12254079097562613	SRP012682_testis	0.19785468634596834
SRP012682	thyroid	quantile_wTO	5	0.1688694685483124	SRP012682_thyroid	0.6605011313070261
SRP012682	uterus	quantile_wTO	5	0.1595744680851064	SRP012682_uterus	0.578822456406233
SRP012682	vagina	quantile_wTO	5	0.1124547827516751	SRP012682_vagina	0.0739376384670828
SRP012682	adipose_tissue	quantile_CLR	5	0.24537265271366468	SRP012682_adipose_tissue	1.1995670842216546
SRP012682	adrenal_gland	quantile_CLR	5	0.22376498997257807	SRP012682_adrenal_gland	1.0665769490586305
SRP012682	bladder	quantile_CLR	5	0.14046003747496286	SRP012682_bladder	0.3947523427851068
SRP012682	blood	quantile_CLR	5	0.2212637873217244	SRP012682_blood	1.0503599723585313
SRP012682	blood_vessel	quantile_CLR	5	0.2538651430160864	SRP012682_blood_vessel	1.2486549367558648
SRP012682	bone_marrow	quantile_CLR	5	0.18057828696126568	SRP012682_bone_marrow	0.7572170487426837
SRP012682	brain	quantile_CLR	5	0.2262288977159881	SRP012682_brain	1.0823758436828663
SRP012682	breast	quantile_CLR	5	0.22108197648579855	SRP012682_breast	1.0491740330883885
SRP012682	cervix_uteri	quantile_CLR	5	0.15044584357615298	SRP012682_cervix_uteri	0.49383686693185946
SRP012682	colon	quantile_CLR	5	0.21784193137489052	SRP012682_colon	1.0278742959959637
SRP012682	esophagus	quantile_CLR	5	0.21814791176353265	SRP012682_esophagus	1.0298992810671734
SRP012682	fallopian_tube	quantile_CLR	5	0.1420863309352518	SRP012682_fallopian_tube	0.4113603879289473
SRP012682	heart	quantile_CLR	5	0.23035293126684636	SRP012682_heart	1.108438574102876
SRP012682	kidney	quantile_CLR	5	0.2150795990566038	SRP012682_kidney	1.00946330489803
SRP012682	liver	quantile_CLR	5	0.24551325247079964	SRP012682_liver	1.2003935189421193
SRP012682	lung	quantile_CLR	5	0.2221850273889227	SRP012682_lung	1.0563542172152849
SRP012682	muscle	quantile_CLR	5	0.2522835263182175	SRP012682_muscle	1.2396386214648196
SRP012682	nerve	quantile_CLR	5	0.21464225473659435	SRP012682_nerve	1.006526732350393
SRP012682	ovary	quantile_CLR	5	0.217214498510427	SRP012682_ovary	1.023713020136351
SRP012682	pancreas	quantile_CLR	5	0.24415674204915475	SRP012682_pancreas	1.1924002341322162
SRP012682	pituitary	quantile_CLR	5	0.22352568814832965	SRP012682_pituitary	1.0650332567576493
SRP012682	prostate	quantile_CLR	5	0.2135630298058518	SRP012682_prostate	0.9992545392759627
SRP012682	salivary_gland	quantile_CLR	5	0.21675562890603703	SRP012682_salivary_gland	1.020662076730049
SRP012682	skin	quantile_CLR	5	0.21348237954155622	SRP012682_skin	0.998709614847871
SRP012682	small_intestine	quantile_CLR	5	0.21232238527836012	SRP012682_small_intestine	0.990849101066662
SRP012682	spleen	quantile_CLR	5	0.25764740566037736	SRP012682_spleen	1.2699906831635348
SRP012682	stomach	quantile_CLR	5	0.24168728734921127	SRP012682_stomach	1.1777342075280934
SRP012682	testis	quantile_CLR	5	0.13861276434088896	SRP012682_testis	0.3756527336734149
SRP012682	thyroid	quantile_CLR	5	0.24658328454991668	SRP012682_thyroid	1.2066676228669009
SRP012682	uterus	quantile_CLR	5	0.2103922616554241	SRP012682_uterus	0.977674260066816
SRP012682	vagina	quantile_CLR	5	0.21058432807085098	SRP012682_vagina	0.9789906909137852
SRP012682	adipose_tissue	quantile	5	0.2186450671570195	SRP012682_adipose_tissue	1.0331834177867423
SRP012682	adrenal_gland	quantile	5	0.18851971301438378	SRP012682_adrenal_gland	0.819308007825161
SRP012682	bladder	quantile	5	0.13132704858593183	SRP012682_bladder	0.297756707024177
SRP012682	blood	quantile	5	0.2410840239816611	SRP012682_blood	1.1741286680054215
SRP012682	blood_vessel	quantile	5	0.27334780872516723	SRP012682_blood_vessel	1.355330427901393
SRP012682	bone_marrow	quantile	5	0.1557680719132534	SRP012682_bone_marrow	0.543992169261952
SRP012682	brain	quantile	5	0.1962569050864481	SRP012682_brain	0.8773360321462597
SRP012682	breast	quantile	5	0.16367775020183595	SRP012682_breast	0.6154508376582501
SRP012682	cervix_uteri	quantile	5	0.13623063225459178	SRP012682_cervix_uteri	0.3506437558343823
SRP012682	colon	quantile	5	0.12089611594715213	SRP012682_colon	0.17836051317755994
SRP012682	esophagus	quantile	5	0.12239280604488957	SRP012682_esophagus	0.19611137996190994
SRP012682	fallopian_tube	quantile	5	0.13497773210003425	SRP012682_fallopian_tube	0.33731403642946023
SRP012682	heart	quantile	5	0.19249859194593072	SRP012682_heart	0.8494405106679832
SRP012682	kidney	quantile	5	0.20460022417336074	SRP012682_kidney	0.9374003433829546
SRP012682	liver	quantile	5	0.2362268468546263	SRP012682_liver	1.1447655519379636
SRP012682	lung	quantile	5	0.19038936851632668	SRP012682_lung	0.833545537320993
SRP012682	muscle	quantile	5	0.22944444444444445	SRP012682_muscle	1.10273749267776
SRP012682	nerve	quantile	5	0.19982391153607532	SRP012682_nerve	0.9033218483180324
SRP012682	ovary	quantile	5	0.23668751081876407	SRP012682_ovary	1.1475761996419223
SRP012682	pancreas	quantile	5	0.23151281834334547	SRP012682_pancreas	1.1156846920601564
SRP012682	pituitary	quantile	5	0.19651392632524708	SRP012682_pituitary	0.8792241729647277
SRP012682	prostate	quantile	5	0.18397067231695421	SRP012682_prostate	0.7840684149832786
SRP012682	salivary_gland	quantile	5	0.16191630168152546	SRP012682_salivary_gland	0.5998408606166398
SRP012682	skin	quantile	5	0.15100201368200375	SRP012682_skin	0.49916040627523123
SRP012682	small_intestine	quantile	5	0.14800966405890473	SRP012682_small_intestine	0.4702839950278687
SRP012682	spleen	quantile	5	0.26966229863540075	SRP012682_spleen	1.335746450715842
SRP012682	stomach	quantile	5	0.13769617351437136	SRP012682_stomach	0.36608108607651935
SRP012682	testis	quantile	5	0.16733050977034342	SRP012682_testis	0.6472931369710171
SRP012682	thyroid	quantile	5	0.22648233200926846	SRP012682_thyroid	1.0839911269464326
SRP012682	uterus	quantile	5	0.20300315363643542	SRP012682_uterus	0.9260947573152196
SRP012682	vagina	quantile	5	0.1480976421861888	SRP012682_vagina	0.47114128972473956
SRP012682	adipose_tissue	TMM_wTO	5	0.18327524380843863	SRP012682_adipose_tissue	0.7786045423263389
SRP012682	adrenal_gland	TMM_wTO	5	0.17593293193380127	SRP012682_adrenal_gland	0.7196181759559391
SRP012682	bladder	TMM_wTO	5	0.15220588235294116	SRP012682_bladder	0.510616733836975
SRP012682	blood	TMM_wTO	5	0.142423552374756	SRP012682_blood	0.4147803599919259
SRP012682	blood_vessel	TMM_wTO	5	0.185752341523008	SRP012682_blood_vessel	0.7979730145286585
SRP012682	bone_marrow	TMM_wTO	5	0.143150429264651	SRP012682_bone_marrow	0.4221246141359061
SRP012682	brain	TMM_wTO	5	0.17688679245283018	SRP012682_brain	0.7274189484080333
SRP012682	breast	TMM_wTO	5	0.20881235199755557	SRP012682_breast	0.9667996725922661
SRP012682	cervix_uteri	TMM_wTO	5	0.1155429344869226	SRP012682_cervix_uteri	0.11302165850701568
SRP012682	colon	TMM_wTO	5	0.10751523191823899	SRP012682_colon	0.009133681646529784
SRP012682	esophagus	TMM_wTO	5	0.11456086528595062	SRP012682_esophagus	0.10070691211700297
SRP012682	fallopian_tube	TMM_wTO	5	0.19790795934680827	SRP012682_fallopian_tube	0.889422252607368
SRP012682	heart	TMM_wTO	5	0.17152338118222277	SRP012682_heart	0.6829978681345208
SRP012682	kidney	TMM_wTO	5	0.2007892485581036	SRP012682_kidney	0.9102746385341663
SRP012682	liver	TMM_wTO	5	0.21280392919665433	SRP012682_liver	0.9941174064919178
SRP012682	lung	TMM_wTO	5	0.14951121137544435	SRP012682_lung	0.48484628923076045
SRP012682	muscle	TMM_wTO	5	0.1893759736887658	SRP012682_muscle	0.8258459239021192
SRP012682	nerve	TMM_wTO	5	0.16058643152674668	SRP012682_nerve	0.5879426175662755
SRP012682	ovary	TMM_wTO	5	0.1825763900484221	SRP012682_ovary	0.7730928321854185
SRP012682	pancreas	TMM_wTO	5	0.190295006775774	SRP012682_pancreas	0.8328303242638317
SRP012682	pituitary	TMM_wTO	5	0.19995977768026912	SRP012682_pituitary	0.9043024457025015
SRP012682	prostate	TMM_wTO	5	0.22292575084559274	SRP012682_prostate	1.061155893994812
SRP012682	salivary_gland	TMM_wTO	5	0.26701730594193074	SRP012682_salivary_gland	1.3215258665700926
SRP012682	skin	TMM_wTO	5	0.14566423610187082	SRP012682_skin	0.4472393238716582
SRP012682	small_intestine	TMM_wTO	5	0.11555019121468867	SRP012682_small_intestine	0.11311226479513285
SRP012682	spleen	TMM_wTO	5	0.19424457236257683	SRP012682_spleen	0.8624669045865186
SRP012682	stomach	TMM_wTO	5	0.12817590530880113	SRP012682_stomach	0.2627177051410672
SRP012682	testis	TMM_wTO	5	0.1492154269822227	SRP012682_testis	0.4819893172574983
SRP012682	thyroid	TMM_wTO	5	0.1592672664803168	SRP012682_thyroid	0.5760424039797202
SRP012682	uterus	TMM_wTO	5	0.18299127596811648	SRP012682_uterus	0.7763674878593342
SRP012682	vagina	TMM_wTO	5	0.16661840460877253	SRP012682_vagina	0.6411403866664581
SRP012682	adipose_tissue	TMM_CLR	5	0.2589374379344588	SRP012682_adipose_tissue	1.2771961869883328
SRP012682	adrenal_gland	TMM_CLR	5	0.23519362186788154	SRP012682_adrenal_gland	1.1384415543594386
SRP012682	bladder	TMM_CLR	5	0.13528166822284468	SRP012682_bladder	0.3405589731196185
SRP012682	blood	TMM_CLR	5	0.23406815556411245	SRP012682_blood	1.1315212900356422
SRP012682	blood_vessel	TMM_CLR	5	0.2753962264150943	SRP012682_blood_vessel	1.366101408834547
SRP012682	bone_marrow	TMM_CLR	5	0.15434277899691506	SRP012682_bone_marrow	0.5307306049204517
SRP012682	brain	TMM_CLR	5	0.25232965816302994	SRP012682_brain	1.239902404441445
SRP012682	breast	TMM_CLR	5	0.2299134344665294	SRP012682_breast	1.105683386697415
SRP012682	cervix_uteri	TMM_CLR	5	0.16005309487215313	SRP012682_cervix_uteri	0.5831431914632913
SRP012682	colon	TMM_CLR	5	0.2791305456399796	SRP012682_colon	1.3855326267358536
SRP012682	esophagus	TMM_CLR	5	0.25428129937726557	SRP012682_esophagus	1.2510179833213724
SRP012682	fallopian_tube	TMM_CLR	5	0.13218091346490787	SRP012682_fallopian_tube	0.30710648855241585
SRP012682	heart	TMM_CLR	5	0.2389937106918239	SRP012682_heart	1.161565270634582
SRP012682	kidney	TMM_CLR	5	0.23764312405355645	SRP012682_kidney	1.1533892770134484
SRP012682	liver	TMM_CLR	5	0.2535000695378054	SRP012682_liver	1.246578760563482
SRP012682	lung	TMM_CLR	5	0.23730210366514856	SRP012682_lung	1.1513175075586417
SRP012682	muscle	TMM_CLR	5	0.2661204045905466	SRP012682_muscle	1.3166717497933333
SRP012682	nerve	TMM_CLR	5	0.2340841997176229	SRP012682_nerve	1.1316201758810414
SRP012682	ovary	TMM_CLR	5	0.24430497183224537	SRP012682_ovary	1.1932758416710019
SRP012682	pancreas	TMM_CLR	5	0.2695329819202916	SRP012682_pancreas	1.3350544395136048
SRP012682	pituitary	TMM_CLR	5	0.23913565688329838	SRP012682_pituitary	1.1624218801064838
SRP012682	prostate	TMM_CLR	5	0.22807960427450324	SRP012682_prostate	1.0941300588560656
SRP012682	salivary_gland	TMM_CLR	5	0.25131576676847683	SRP012682_salivary_gland	1.2340938018393903
SRP012682	skin	TMM_CLR	5	0.2198364110798876	SRP012682_skin	1.041022974457112
SRP012682	small_intestine	TMM_CLR	5	0.25111899187439746	SRP012682_small_intestine	1.232963759884725
SRP012682	spleen	TMM_CLR	5	0.2707745258257812	SRP012682_spleen	1.3416846356976089
SRP012682	stomach	TMM_CLR	5	0.29809684807503545	SRP012682_stomach	1.4803737386716642
SRP012682	testis	TMM_CLR	5	0.15359669811320756	SRP012682_testis	0.523739820190661
SRP012682	thyroid	TMM_CLR	5	0.26451983551040154	SRP012682_thyroid	1.3079685271466812
SRP012682	uterus	TMM_CLR	5	0.23286052009456265	SRP012682_uterus	1.1240586788117783
SRP012682	vagina	TMM_CLR	5	0.2355636684759197	SRP012682_vagina	1.1407096637534877
SRP012682	adipose_tissue	TMM	5	0.27223452979539003	SRP012682_adipose_tissue	1.3494426851835695
SRP012682	adrenal_gland	TMM	5	0.22781561081261192	SRP012682_adrenal_gland	1.0924592271023486
SRP012682	bladder	TMM	5	0.1712038789025544	SRP012682_bladder	0.6803080063018435
SRP012682	blood	TMM	5	0.22648233200926846	SRP012682_blood	1.0839911269464326
SRP012682	blood_vessel	TMM	5	0.25765186091375336	SRP012682_blood_vessel	1.2700156301113323
SRP012682	bone_marrow	TMM	5	0.16577682152628365	SRP012682_bone_marrow	0.6338349247432103
SRP012682	brain	TMM	5	0.22458470057424118	SRP012682_brain	1.0718522676885918
SRP012682	breast	TMM	5	0.24555256064690026	SRP012682_breast	1.2006244847692369
SRP012682	cervix_uteri	TMM	5	0.16754505172141657	SRP012682_cervix_uteri	0.6491416961781693
SRP012682	colon	TMM	5	0.16916563563253945	SRP012682_colon	0.6630291462246161
SRP012682	esophagus	TMM	5	0.18160377358490565	SRP012682_esophagus	0.7653867986070538
SRP012682	fallopian_tube	TMM	5	0.19386878556856008	SRP012682_fallopian_tube	0.8596731542427117
SRP012682	heart	TMM	5	0.2377075906442918	SRP012682_heart	1.1537805907464516
SRP012682	kidney	TMM	5	0.2461562766239555	SRP012682_kidney	1.204167144236966
SRP012682	liver	TMM	5	0.26801029159519724	SRP012682_liver	1.3268810188243048
SRP012682	lung	TMM	5	0.2125067940057458	SRP012682_lung	0.992101583646385
SRP012682	muscle	TMM	5	0.26284867252388494	SRP012682_muscle	1.2988250664104883
SRP012682	nerve	TMM	5	0.23461620926243568	SRP012682_nerve	1.1348953079139024
SRP012682	ovary	TMM	5	0.24565925426774485	SRP012682_ovary	1.2012512056885385
SRP012682	pancreas	TMM	5	0.24890884291884519	SRP012682_pancreas	1.220210103063803
SRP012682	pituitary	TMM	5	0.2479930152394775	SRP012682_pituitary	1.2148921050498387
SRP012682	prostate	TMM	5	0.2567058575049282	SRP012682_prostate	1.2647088332399201
SRP012682	salivary_gland	TMM	5	0.2810219447014082	SRP012682_salivary_gland	1.3952754109371608
SRP012682	skin	TMM	5	0.19900843421674483	SRP012682_skin	0.8974221928032483
SRP012682	small_intestine	TMM	5	0.18911552284193794	SRP012682_small_intestine	0.8238604039743704
SRP012682	spleen	TMM	5	0.2643807450411224	SRP012682_spleen	1.3072097261838211
SRP012682	stomach	TMM	5	0.20670586455930728	SRP012682_stomach	0.95217193838137415
SRP012682	testis	TMM	5	0.19544203830760434	SRP012682_testis	0.8713334325652017
SRP012682	thyroid	TMM	5	0.22939727463312368	SRP012682_thyroid	1.1024408690261502
SRP012682	uterus	TMM	5	0.23117076808351977	SRP012682_uterus	1.1135515958451154
SRP012682	vagina	TMM	5	0.21194451977838905	SRP012682_vagina	0.9882792808870788
SRP012682	adipose_tissue	UQ_wTO	5	0.18693601312551272	SRP012682_adipose_tissue	0.807137147894274
SRP012682	adrenal_gland	UQ_wTO	5	0.17630624092888245	SRP012682_adrenal_gland	0.7226761620009838
SRP012682	bladder	UQ_wTO	5	0.15278188084687347	SRP012682_bladder	0.5160660748205557
SRP012682	blood	UQ_wTO	5	0.19667565139263252	SRP012682_blood	0.8804109794269759
SRP012682	blood_vessel	UQ_wTO	5	0.1888517126004622	SRP012682_blood_vessel	0.821846484495494
SRP012682	bone_marrow	UQ_wTO	5	0.14349881796690309	SRP012682_bone_marrow	0.4256314707237218
SRP012682	brain	UQ_wTO	5	0.17566743678603516	SRP012682_brain	0.7174394034634318
SRP012682	breast	UQ_wTO	5	0.21151020723785957	SRP012682_breast	0.9853199054065348
SRP012682	cervix_uteri	UQ_wTO	5	0.11610131041661106	SRP012682_cervix_uteri	0.11997687334768915
SRP012682	colon	UQ_wTO	5	0.11212945321942926	SRP012682_colon	0.0697579004806438
SRP012682	esophagus	UQ_wTO	5	0.10914376321353066	SRP012682_esophagus	0.030822310555402
SRP012682	fallopian_tube	UQ_wTO	5	0.19499597320267614	SRP012682_fallopian_tube	0.8680369492525482
SRP012682	heart	UQ_wTO	5	0.17365081633949558	SRP012682_heart	0.7007818104915454
SRP012682	kidney	UQ_wTO	5	0.21881636414633168	SRP012682_kidney	1.0343132514678246
SRP012682	liver	UQ_wTO	5	0.2123272381396071	SRP012682_liver	0.9908820750690838
SRP012682	lung	UQ_wTO	5	0.15293850454227811	SRP012682_lung	0.5175442899426975
SRP012682	muscle	UQ_wTO	5	0.19226309686940024	SRP012682_muscle	0.8476744948126378
