project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	median_spearman	counts_sample_sums_median	counts_sample_sums_variance
SRP012682	pancreas	UQ_wTO	0.09212066025408044	SRP012682_pancreas	0.5282303527732601	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	UQ_wTO	0.8308247495245117	SRP012682_prostate	0.6165110529518145	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	UQ_wTO	1.1829547269522902	SRP012682_skin	0.6681113904262901	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	UQ_wTO	-0.5216515673431906	SRP012682_spleen	0.37847988487881423	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	UQ_wTO	0.31144777459869966	SRP012682_testis	0.5783558332174863	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	UQ_wTO	1.3140957484272533	SRP012682_uterus	0.7238897663234702	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	UQ	0.7341013083205472	SRP012682_adipose_tissue	0.648868275069578	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	UQ	0.7455909609801136	SRP012682_blood	0.621911264837788	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	UQ	0.06253988722465403	SRP012682_bone_marrow	0.5655140395584759	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	UQ	0.4060666578848951	SRP012682_brain	0.571958737108794	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	UQ	1.1825237531793864	SRP012682_breast	0.7096225011615545	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	UQ	0.9389358908935064	SRP012682_cervix_uteri	0.6856562695778763	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	UQ	0.17700152731556523	SRP012682_colon	0.5337601318591929	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	UQ	1.8283720466519955	SRP012682_fallopian_tube	0.7904943941805094	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	UQ	1.4796915902882635	SRP012682_heart	0.6615444135039219	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	UQ	0.6247664466104621	SRP012682_kidney	0.5968094334209226	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	UQ	1.2998494498608788	SRP012682_liver	0.6955221612070481	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	UQ	0.581652885297235	SRP012682_lung	0.6054555844633605	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	UQ	1.402207585474782	SRP012682_muscle	0.7140388137707347	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	UQ	0.17611017663878056	SRP012682_nerve	0.5261204243819861	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	UQ	1.1493743461740675	SRP012682_ovary	0.6891788466749595	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	UQ	1.029640388740079	SRP012682_pancreas	0.6136117005101092	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	UQ	1.0545194384878058	SRP012682_prostate	0.6499825688996452	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	UQ	1.4603144311609115	SRP012682_skin	0.6951005679870583	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	UQ	0.3595703639751137	SRP012682_spleen	0.5972686523855444	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	UQ	0.7800600971579527	SRP012682_testis	0.6257700968553088	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	UQ	1.428403827771403	SRP012682_uterus	0.7382853968774441	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	UQ_CLR	1.0038758356206157	SRP012682_adipose_tissue	0.6558525444249739	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	UQ_CLR	0.7031896185622328	SRP012682_blood	0.6140577405217265	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	UQ_CLR	0.08702746842480079	SRP012682_bone_marrow	0.5734674303807665	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	UQ_CLR	0.5374171287262248	SRP012682_brain	0.581649636702906	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	UQ_CLR	1.1141894801070105	SRP012682_breast	0.6900425265133912	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	UQ_CLR	0.7868226073441281	SRP012682_cervix_uteri	0.6705664354168839	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	UQ_CLR	0.21469042495141621	SRP012682_colon	0.526454718620915	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	UQ_CLR	2.5563913037969797	SRP012682_fallopian_tube	0.8142207081881949	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	UQ_CLR	1.7422058492303583	SRP012682_heart	0.6799475080623942	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	UQ_CLR	0.655601683450038	SRP012682_kidney	0.5955914486132059	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	UQ_CLR	1.3837051081046836	SRP012682_liver	0.6962101803219518	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	UQ_CLR	0.7177636170209335	SRP012682_lung	0.6152784860817206	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	UQ_CLR	1.4727362372311958	SRP012682_muscle	0.7163835824652622	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	UQ_CLR	0.2849587107415083	SRP012682_nerve	0.545026634810835	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	UQ_CLR	0.8982954460711773	SRP012682_ovary	0.6576440898986604	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	UQ_CLR	1.4132323136588425	SRP012682_pancreas	0.6259623408309594	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	UQ_CLR	0.9405717143701415	SRP012682_prostate	0.6444359294802915	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	UQ_CLR	1.691648576289871	SRP012682_skin	0.7010798237860065	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	UQ_CLR	1.2036113918115905	SRP012682_spleen	0.6632213140763028	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	UQ_CLR	0.7946321587168329	SRP012682_testis	0.6197477299857574	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	UQ_CLR	1.1331059849226919	SRP012682_uterus	0.6995226132225625	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM_wTO	0.14885120537862842	SRP012682_adipose_tissue	0.524141689989861	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM_wTO	-0.05750436944763971	SRP012682_blood	0.5092858668881739	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM_wTO	0.023363464942901677	SRP012682_bone_marrow	0.5409447383458641	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_wTO	0.36864728560838805	SRP012682_brain	0.5865981628933952	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_wTO	0.27174339650830404	SRP012682_breast	0.5879520812706431	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_wTO	0.21404722615742908	SRP012682_cervix_uteri	0.5684491733750114	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_wTO	-0.12341637625544546	SRP012682_colon	0.49412465147272044	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM_wTO	2.7877703764786586	SRP012682_fallopian_tube	0.8408727397272671	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_wTO	0.11624246228669806	SRP012682_heart	0.5327427611978095	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_wTO	0.25495281351705	SRP012682_kidney	0.5487249423151646	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_wTO	0.7616362142808191	SRP012682_liver	0.6293323760739966	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_wTO	0.32631875709086516	SRP012682_lung	0.5664624288912883	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_wTO	0.21744248484059972	SRP012682_muscle	0.5463735836717412	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_wTO	0.15205211356554565	SRP012682_nerve	0.5326981268742834	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_wTO	0.5971783485174539	SRP012682_ovary	0.6017310702992411	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_wTO	-0.2649476180010244	SRP012682_pancreas	0.4343332219106948	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM_wTO	0.10333784216966628	SRP012682_prostate	0.495412773154591	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM_wTO	0.9545639896829613	SRP012682_skin	0.6081281456103547	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM_wTO	0.48839622110356784	SRP012682_spleen	0.6084775642318832	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM_wTO	0.6660319838110572	SRP012682_testis	0.5946335359325978	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM_wTO	0.3887457584893883	SRP012682_uterus	0.5533287682136674	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM	0.628405610223057	SRP012682_adipose_tissue	0.5776047765041419	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM	0.19563727211600052	SRP012682_blood	0.5533266832617691	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM	0.09261390613581279	SRP012682_bone_marrow	0.5499243751552818	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM	0.5390209232767592	SRP012682_brain	0.6008812440739355	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM	0.6484695727872367	SRP012682_breast	0.6239690495473482	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM	0.3814958408990439	SRP012682_cervix_uteri	0.584086180209276	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM	-0.052456846225179155	SRP012682_colon	0.5080618791448472	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM	2.805383981312103	SRP012682_fallopian_tube	0.8233543810614314	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM	1.3714791204122925	SRP012682_heart	0.6310290668581118	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM	0.621983189865066	SRP012682_kidney	0.6085779446105768	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM	1.1865142768004597	SRP012682_liver	0.6730207641063899	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM	0.693552884488138	SRP012682_lung	0.5906115855262719	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM	0.9441625456855163	SRP012682_muscle	0.632443936095406	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM	0.22874143008223302	SRP012682_nerve	0.5376884999706206	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM	0.8274566836912475	SRP012682_ovary	0.6081604942483487	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM	0.401360548388101	SRP012682_pancreas	0.5613742751838977	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM	0.4568285437540022	SRP012682_prostate	0.5466289898557939	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM	1.1131216594640436	SRP012682_skin	0.6264964563186162	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM	1.16920278432464	SRP012682_spleen	0.6630829225682291	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM	0.7531817740193557	SRP012682_testis	0.6015978328866112	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM	0.712731941504138	SRP012682_uterus	0.5958241358280532	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM_CLR	0.6687121400526765	SRP012682_adipose_tissue	0.6033587858468188	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM_CLR	0.6700203820084136	SRP012682_blood	0.5863758093812628	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM_CLR	0.19830895785764346	SRP012682_bone_marrow	0.5436238988992841	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_CLR	0.5042130042281704	SRP012682_brain	0.594972484625572	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_CLR	0.6633433802350363	SRP012682_breast	0.6119422889265032	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_CLR	0.4332615996839063	SRP012682_cervix_uteri	0.5867295038722347	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_CLR	-0.06433941819841171	SRP012682_colon	0.5064679555020213	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM_CLR	1.5717366401058306	SRP012682_fallopian_tube	0.7676067449691466	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_CLR	1.5923238921964826	SRP012682_heart	0.6579239200058886	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_CLR	0.757613120230536	SRP012682_kidney	0.6188090953455863	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_CLR	1.3283895548288376	SRP012682_liver	0.6806132983193294	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_CLR	0.634657732755928	SRP012682_lung	0.5911711571560581	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_CLR	1.2577357480072762	SRP012682_muscle	0.6687019958149634	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_CLR	0.2513512514302954	SRP012682_nerve	0.5384506240507676	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_CLR	0.6641030797983155	SRP012682_ovary	0.5996733776685339	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_CLR	1.1718721594652919	SRP012682_pancreas	0.6112687206871712	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM_CLR	0.5397588642528375	SRP012682_prostate	0.5584947124109547	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM_CLR	0.9929261427802276	SRP012682_skin	0.6308707842628287	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM_CLR	1.387609570792501	SRP012682_spleen	0.6815527603614449	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM_CLR	0.6287617035610392	SRP012682_testis	0.5942140922619608	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM_CLR	0.6434428673762941	SRP012682_uterus	0.5876183536385717	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM_quantile_wTO	1.067233156212796	SRP012682_adipose_tissue	0.6046839438459948	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM_quantile_wTO	0.37872259727551233	SRP012682_blood	0.5578035467491738	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM_quantile_wTO	-0.0391460662143119	SRP012682_bone_marrow	0.5279366400202257	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_quantile_wTO	0.1447100782991131	SRP012682_brain	0.5347489826225953	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_quantile_wTO	0.07352421932446636	SRP012682_breast	0.5296239116894341	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_quantile_wTO	0.06380696357073741	SRP012682_cervix_uteri	0.5408613586510143	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_quantile_wTO	-0.1290923896640974	SRP012682_colon	0.493119461477324	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM_quantile_wTO	2.935010055400691	SRP012682_fallopian_tube	0.843535145124978	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_quantile_wTO	1.204099226459544	SRP012682_heart	0.6251056032493985	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_quantile_wTO	0.41263465296172774	SRP012682_kidney	0.5649414485668451	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_quantile_wTO	0.832528925555162	SRP012682_liver	0.6279885617250613	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_quantile_wTO	0.35343518210557723	SRP012682_lung	0.5679574811993113	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_quantile_wTO	1.1234908123521543	SRP012682_muscle	0.6344113061345524	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_quantile_wTO	0.1417465006505628	SRP012682_nerve	0.5301138160826859	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_quantile_wTO	0.2710443077233089	SRP012682_ovary	0.5503947888009115	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_quantile_wTO	1.2635640866546505	SRP012682_pancreas	0.6271456533822501	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM_quantile_wTO	0.1451333281659928	SRP012682_prostate	0.4996278542052437	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM_quantile_wTO	0.921392865552137	SRP012682_skin	0.6107058288349911	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM_quantile_wTO	0.8682705517533675	SRP012682_spleen	0.6482917814170577	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM_quantile_wTO	0.607236071481137	SRP012682_testis	0.5903533747394007	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM_quantile_wTO	0.3032892533184414	SRP012682_uterus	0.5318555252454331	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM_quantile	0.9170953307673249	SRP012682_adipose_tissue	0.6094843041696727	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM_quantile	0.4779061837701195	SRP012682_blood	0.5667603834839205	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM_quantile	-0.011005855811470842	SRP012682_bone_marrow	0.530312084798954	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_quantile	0.3649046971527717	SRP012682_brain	0.5528378702636125	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_quantile	0.37242829203587124	SRP012682_breast	0.5573381135963693	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_quantile	0.2620717443130509	SRP012682_cervix_uteri	0.5607906827636775	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_quantile	-0.10788530920190122	SRP012682_colon	0.4934510457438641	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM_quantile	2.725408973993606	SRP012682_fallopian_tube	0.8247957186642871	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_quantile	1.6875785901997598	SRP012682_heart	0.658653775061417	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_quantile	0.5538400744814842	SRP012682_kidney	0.5706369809906349	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_quantile	1.1563099001922859	SRP012682_liver	0.6487594831869714	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_quantile	0.6916859317689865	SRP012682_lung	0.586557191057409	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_quantile	1.253772996842429	SRP012682_muscle	0.6599752043255087	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_quantile	0.20047224053524473	SRP012682_nerve	0.5315785984189603	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_quantile	0.4974180340277446	SRP012682_ovary	0.5667065312165036	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_quantile	1.4789344580604549	SRP012682_pancreas	0.6536070897867141	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM_quantile	0.41280696206374384	SRP012682_prostate	0.5438662757608625	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM_quantile	1.12798441882078	SRP012682_skin	0.6278387029281518	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM_quantile	1.2080773769399704	SRP012682_spleen	0.6739531419148683	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM_quantile	0.6887315434285539	SRP012682_testis	0.5962176343969041	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM_quantile	0.5938675505812367	SRP012682_uterus	0.5737605535625612	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CPM_quantile_CLR	0.9958142855151615	SRP012682_adipose_tissue	0.6138506708724201	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CPM_quantile_CLR	0.6172590783415094	SRP012682_blood	0.5746988693849282	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CPM_quantile_CLR	0.10886608177611262	SRP012682_bone_marrow	0.5291704353676181	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_quantile_CLR	0.4029863510938293	SRP012682_brain	0.5558488661510843	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_quantile_CLR	0.4903323222658951	SRP012682_breast	0.5597599307436205	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_quantile_CLR	0.35854156741864535	SRP012682_cervix_uteri	0.560454292227405	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_quantile_CLR	-0.11314315537569727	SRP012682_colon	0.4955507040352707	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CPM_quantile_CLR	2.3158306950631493	SRP012682_fallopian_tube	0.7876170546128591	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_quantile_CLR	1.646823385056084	SRP012682_heart	0.6603509996365204	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_quantile_CLR	0.5106837878541951	SRP012682_kidney	0.5707968525087779	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_quantile_CLR	1.1358862930142548	SRP012682_liver	0.6484713477526256	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_quantile_CLR	0.6397059902823736	SRP012682_lung	0.5866762351856494	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_quantile_CLR	1.2102261482825716	SRP012682_muscle	0.6643382278675567	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_quantile_CLR	0.2254138669719443	SRP012682_nerve	0.5333836905150129	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_quantile_CLR	0.4628878624234925	SRP012682_ovary	0.5639714578698651	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_quantile_CLR	1.3820025784749757	SRP012682_pancreas	0.651509834547003	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CPM_quantile_CLR	0.3877659608520981	SRP012682_prostate	0.5484003491661404	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CPM_quantile_CLR	1.3431308456515294	SRP012682_skin	0.6380337368663334	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CPM_quantile_CLR	1.2825201127517671	SRP012682_spleen	0.675815866420681	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CPM_quantile_CLR	0.8263503162890303	SRP012682_testis	0.6058893856046375	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CPM_quantile_CLR	0.580893219261625	SRP012682_uterus	0.5731626790771287	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	RPKM_wTO	0.18277723038218846	SRP012682_adipose_tissue	0.5227009349010423	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	RPKM_wTO	-0.04376730860624887	SRP012682_blood	0.513310606348508	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	RPKM_wTO	0.010810168006157824	SRP012682_bone_marrow	0.5401185205173284	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	RPKM_wTO	0.38748365425546	SRP012682_brain	0.5892408661272484	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	RPKM_wTO	0.2963961472863057	SRP012682_breast	0.5906609667228793	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	RPKM_wTO	0.23801987759021062	SRP012682_cervix_uteri	0.5709251215095712	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	RPKM_wTO	-0.12189973816329926	SRP012682_colon	0.49513232922927486	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	RPKM_wTO	2.4001198314812506	SRP012682_fallopian_tube	0.8423344559333437	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	RPKM_wTO	0.1600444324260539	SRP012682_heart	0.5395155937955742	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	RPKM_wTO	0.23477500949055385	SRP012682_kidney	0.549056407823489	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	RPKM_wTO	0.714290068284964	SRP012682_liver	0.6254234322871817	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	RPKM_wTO	0.39131687432347073	SRP012682_lung	0.5754289945221203	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	RPKM_wTO	0.2052954190580627	SRP012682_muscle	0.5460081597193636	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	RPKM_wTO	0.15673523784066576	SRP012682_nerve	0.5322379548762193	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	RPKM_wTO	0.6165073943571172	SRP012682_ovary	0.6018747962925595	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	RPKM_wTO	-0.2616396253613897	SRP012682_pancreas	0.43517115355875546	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	RPKM_wTO	0.12520596797141756	SRP012682_prostate	0.49803373716927624	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	RPKM_wTO	0.9530670248696691	SRP012682_skin	0.6098626582335278	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	RPKM_wTO	0.5126109943227645	SRP012682_spleen	0.6088204187999935	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	RPKM_wTO	0.6703469897332286	SRP012682_testis	0.5953083244203903	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	RPKM_wTO	0.3900620163178175	SRP012682_uterus	0.5533563875452536	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	RPKM	0.5618787969173366	SRP012682_adipose_tissue	0.5753645537212684	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	RPKM	0.20508013228324776	SRP012682_blood	0.5565408855575527	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	RPKM	0.09661356972526526	SRP012682_bone_marrow	0.5499250849562785	102	0.9928019473064187	21093744.5	42049900457199.79
