project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	median_spearman	counts_sample_sums_median	counts_sample_sums_variance
SRP012682	skin	wTO	1.249813701116051	SRP012682_skin	0.6636514815156431	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	wTO	-0.5656663980608492	SRP012682_spleen	0.35914258507777497	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	wTO	0.4876044729299375	SRP012682_testis	0.5985126110936676	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	wTO	1.2488136061504058	SRP012682_uterus	0.7130346951418396	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	counts	0.5582802291188157	SRP012682_adipose_tissue	0.6233359545424868	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	counts	0.21348958120007527	SRP012682_blood	0.5554362511111215	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	counts	0.06980930854951967	SRP012682_bone_marrow	0.5669591698819048	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	counts	0.49016569822871026	SRP012682_brain	0.5915294139734577	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	counts	1.2282633528524676	SRP012682_breast	0.7193793146367184	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	counts	0.7698877071366739	SRP012682_cervix_uteri	0.6576577639824279	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	counts	0.17611649587630376	SRP012682_colon	0.53930224369212	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	counts	2.250749436976626	SRP012682_fallopian_tube	0.8213360856621641	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	counts	1.2735012677193924	SRP012682_heart	0.6376308828838724	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	counts	0.6048708651354319	SRP012682_kidney	0.6074156283883347	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	counts	1.1610005567292487	SRP012682_liver	0.6876741197487348	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	counts	0.5457491406124629	SRP012682_lung	0.6045614104022654	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	counts	1.2072721666749915	SRP012682_muscle	0.6841688204928644	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	counts	0.1743094550857125	SRP012682_nerve	0.5262253944855289	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	counts	1.190600257107816	SRP012682_ovary	0.6969260885759461	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	counts	0.47505178240168683	SRP012682_pancreas	0.5748105423927079	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	counts	0.9576184832971718	SRP012682_prostate	0.641198752732631	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	counts	1.4843817802521222	SRP012682_skin	0.6901707222866555	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	counts	0.29431089424612555	SRP012682_spleen	0.5846681998020422	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	counts	0.8277199447156474	SRP012682_testis	0.6363299242902478	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	counts	1.4211648622116446	SRP012682_uterus	0.7346631798613394	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	CLR	0.7287105063981304	SRP012682_adipose_tissue	0.6423714115555086	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	CLR	0.6624546977130813	SRP012682_blood	0.5881039521460991	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	CLR	0.08986714421078996	SRP012682_bone_marrow	0.5740874420401951	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CLR	0.5149259367114554	SRP012682_brain	0.5924023294074168	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CLR	1.0505637606114675	SRP012682_breast	0.6933763573389342	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CLR	0.6480885501511654	SRP012682_cervix_uteri	0.6455486598342581	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CLR	0.1714627622348866	SRP012682_colon	0.5306525967688849	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	CLR	2.6031515948981836	SRP012682_fallopian_tube	0.8154317922098926	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CLR	1.7195786075003252	SRP012682_heart	0.6721392126209516	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CLR	0.6832285458818962	SRP012682_kidney	0.6114069016136767	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CLR	1.401312118059837	SRP012682_liver	0.6974371849615295	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CLR	0.7159475930742362	SRP012682_lung	0.6154729921922879	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CLR	1.4648357468732334	SRP012682_muscle	0.7058322714612046	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CLR	0.2835455716324722	SRP012682_nerve	0.5448323030759177	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CLR	0.9311584419150708	SRP012682_ovary	0.6635142722074576	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CLR	1.434351403691502	SRP012682_pancreas	0.6125187170092055	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	CLR	0.8572795318884436	SRP012682_prostate	0.6378863762352296	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	CLR	1.6501646945556963	SRP012682_skin	0.6930271767761091	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	CLR	1.1104003925685595	SRP012682_spleen	0.6589980003514064	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	CLR	0.7827344498058798	SRP012682_testis	0.623917220836752	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	CLR	1.108280672762818	SRP012682_uterus	0.6973548693512974	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	quantile_wTO	1.0338265497967214	SRP012682_adipose_tissue	0.6058573652458499	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	quantile_wTO	0.420503274385347	SRP012682_blood	0.5580410335498733	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	quantile_wTO	-0.026390758468144936	SRP012682_bone_marrow	0.5347492856877238	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	quantile_wTO	0.1311321566234365	SRP012682_brain	0.5338261244277298	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	quantile_wTO	0.07098568221605195	SRP012682_breast	0.530380474220955	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	quantile_wTO	0.05711487630663865	SRP012682_cervix_uteri	0.5399213284413662	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	quantile_wTO	-0.14737289241852297	SRP012682_colon	0.4867367787457546	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	quantile_wTO	3.14929940732678	SRP012682_fallopian_tube	0.8431769060446115	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	quantile_wTO	1.2003106818710148	SRP012682_heart	0.6275940933457846	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	quantile_wTO	0.4039808462979348	SRP012682_kidney	0.5632677750686028	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	quantile_wTO	0.8425187644171203	SRP012682_liver	0.6283256346454102	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	quantile_wTO	0.3154710317286221	SRP012682_lung	0.5636297651805542	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	quantile_wTO	1.1111635036720524	SRP012682_muscle	0.630503187610465	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	quantile_wTO	0.13511517495281164	SRP012682_nerve	0.5296612134567589	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	quantile_wTO	0.29019998750499576	SRP012682_ovary	0.5521251457775946	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	quantile_wTO	1.2782852693182176	SRP012682_pancreas	0.6219350294902597	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	quantile_wTO	0.1488383924951376	SRP012682_prostate	0.5023548878310251	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	quantile_wTO	0.9760010370854086	SRP012682_skin	0.6135915632501039	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	quantile_wTO	0.8829897036790537	SRP012682_spleen	0.6497581625216036	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	quantile_wTO	0.6247583940221259	SRP012682_testis	0.5911764350153454	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	quantile_wTO	0.2988745550774218	SRP012682_uterus	0.5324367389445825	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	quantile	0.9571099886651158	SRP012682_adipose_tissue	0.6117228893155335	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	quantile	0.5093483623307886	SRP012682_blood	0.5675179956597916	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	quantile	0.005690229430597495	SRP012682_bone_marrow	0.5360925090848738	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	quantile	0.3642042254698666	SRP012682_brain	0.5529794122952154	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	quantile	0.35901384093462413	SRP012682_breast	0.5582992610267326	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	quantile	0.2561878796227932	SRP012682_cervix_uteri	0.5599564312660767	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	quantile	-0.12119712186965842	SRP012682_colon	0.4887484465932168	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	quantile	2.698141735829797	SRP012682_fallopian_tube	0.8221356878331534	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	quantile	1.6874638529689923	SRP012682_heart	0.6615779637771979	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	quantile	0.5322770852573095	SRP012682_kidney	0.568712009063919	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	quantile	1.1643194895580218	SRP012682_liver	0.6495041766405585	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	quantile	0.6895837330809739	SRP012682_lung	0.5851568061969381	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	quantile	1.2583833514979	SRP012682_muscle	0.659305798643512	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	quantile	0.1811944250734953	SRP012682_nerve	0.5295235240509477	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	quantile	0.5162371367434836	SRP012682_ovary	0.567774427419149	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	quantile	1.3714951450128494	SRP012682_pancreas	0.645291482654418	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	quantile	0.4275660289975579	SRP012682_prostate	0.5470539819998557	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	quantile	1.337464472583818	SRP012682_skin	0.6354808808528638	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	quantile	1.273821431396611	SRP012682_spleen	0.6768408661200205	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	quantile	0.6919216916562826	SRP012682_testis	0.5967158185054089	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	quantile	0.5954178153062419	SRP012682_uterus	0.5740096573697215	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	quantile_CLR	0.9543694338858851	SRP012682_adipose_tissue	0.615183819202489	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	quantile_CLR	0.6287049460813225	SRP012682_blood	0.5736689758625744	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	quantile_CLR	0.07998068637097222	SRP012682_bone_marrow	0.5337145574339068	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	quantile_CLR	0.40236991572210756	SRP012682_brain	0.5556308742008937	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	quantile_CLR	0.47456618995587957	SRP012682_breast	0.561109486907533	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	quantile_CLR	0.3553112571375176	SRP012682_cervix_uteri	0.5599286047304268	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	quantile_CLR	-0.12882267811147277	SRP012682_colon	0.49084813263861804	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	quantile_CLR	2.281673202774004	SRP012682_fallopian_tube	0.7857608533153382	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	quantile_CLR	1.6565697240225168	SRP012682_heart	0.6628295091685033	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	quantile_CLR	0.5096460684100541	SRP012682_kidney	0.568785283986422	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	quantile_CLR	1.1450083823823884	SRP012682_liver	0.6492920704822858	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	quantile_CLR	0.6501893626766551	SRP012682_lung	0.5860566618303196	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	quantile_CLR	1.2052170030209863	SRP012682_muscle	0.6618064099876655	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	quantile_CLR	0.1971647743970926	SRP012682_nerve	0.5302697939493761	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	quantile_CLR	0.4488990026242352	SRP012682_ovary	0.5641166901047541	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	quantile_CLR	1.3668859804666427	SRP012682_pancreas	0.6434443768158786	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	quantile_CLR	0.39040452881618326	SRP012682_prostate	0.5508791695260236	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	quantile_CLR	1.420243988819254	SRP012682_skin	0.6404771757539756	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	quantile_CLR	1.3175190339050267	SRP012682_spleen	0.6765052304216894	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	quantile_CLR	0.8437500196783708	SRP012682_testis	0.6054363266709437	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	quantile_CLR	0.5758631897277081	SRP012682_uterus	0.5734400826538106	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	TMM_wTO	0.23080904412597936	SRP012682_adipose_tissue	0.5665775613433333	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	TMM_wTO	0.3074283322813095	SRP012682_blood	0.5807778712864682	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	TMM_wTO	0.36243533206469103	SRP012682_bone_marrow	0.5877069497619729	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TMM_wTO	0.14197032893958045	SRP012682_brain	0.5290406859269439	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TMM_wTO	1.088905913465871	SRP012682_breast	0.7037393366419273	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TMM_wTO	0.6623054650917723	SRP012682_cervix_uteri	0.6649975304493054	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TMM_wTO	0.017814910605783704	SRP012682_colon	0.509069759859635	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	TMM_wTO	0.8173174453840398	SRP012682_fallopian_tube	0.7196766449140917	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TMM_wTO	0.20627959078853456	SRP012682_heart	0.5644323573405678	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TMM_wTO	0.28737485284639175	SRP012682_kidney	0.5640490968489722	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TMM_wTO	0.7195363946271862	SRP012682_liver	0.6360609790426324	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TMM_wTO	0.011750961600428805	SRP012682_lung	0.5063444119151832	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TMM_wTO	0.5512940130245167	SRP012682_muscle	0.6183711883764573	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TMM_wTO	0.023742479440096113	SRP012682_nerve	0.4884439375164291	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TMM_wTO	0.9765816125025926	SRP012682_ovary	0.6886772065359992	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TMM_wTO	0.08867466792292918	SRP012682_pancreas	0.5282297361327757	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	TMM_wTO	0.8339807285754361	SRP012682_prostate	0.6172903175647662	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	TMM_wTO	1.1973143377330075	SRP012682_skin	0.6686493850024675	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	TMM_wTO	-0.5124936143477885	SRP012682_spleen	0.3822785391062755	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	TMM_wTO	0.2740655776052348	SRP012682_testis	0.5750117693573813	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	TMM_wTO	1.2379150914439805	SRP012682_uterus	0.7231643313640603	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	TMM	0.7389896954511341	SRP012682_adipose_tissue	0.6484955806583521	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	TMM	0.6283489241120049	SRP012682_blood	0.6128880268572949	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	TMM	0.07329697160254182	SRP012682_bone_marrow	0.5673720501532387	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TMM	0.4241552379199172	SRP012682_brain	0.5756661264940099	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TMM	1.1752541912957637	SRP012682_breast	0.70922786961588	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TMM	0.9371804634458359	SRP012682_cervix_uteri	0.6860598738385129	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TMM	0.18132809128196334	SRP012682_colon	0.5347665483831641	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	TMM	1.7260241519527972	SRP012682_fallopian_tube	0.7827862392097487	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TMM	1.4758551361434185	SRP012682_heart	0.6605406171286674	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TMM	0.5875092546420134	SRP012682_kidney	0.5917495970901498	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TMM	1.3032381922056493	SRP012682_liver	0.695243552033773	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TMM	0.5469521406200758	SRP012682_lung	0.602363885038887	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TMM	1.4039819168954615	SRP012682_muscle	0.7137455384824918	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TMM	0.17619801047918193	SRP012682_nerve	0.5259209661806743	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TMM	1.12837157199652	SRP012682_ovary	0.6905351415733172	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TMM	0.9952949519748638	SRP012682_pancreas	0.6132757339999273	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	TMM	1.0371963635490924	SRP012682_prostate	0.6521439547747647	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	TMM	1.4680521897981622	SRP012682_skin	0.6958168914532941	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	TMM	0.34429020734962235	SRP012682_spleen	0.5967522491076842	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	TMM	0.7632584167021296	SRP012682_testis	0.6258345768521032	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	TMM	1.4047533187863428	SRP012682_uterus	0.7387466174999489	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	TMM_CLR	0.9988192606649458	SRP012682_adipose_tissue	0.656278915400474	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	TMM_CLR	0.7611935180546436	SRP012682_blood	0.6120958886411643	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	TMM_CLR	0.09060541099176483	SRP012682_bone_marrow	0.5740874420198132	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TMM_CLR	0.5308456237250417	SRP012682_brain	0.5834266301351327	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TMM_CLR	1.0963779749867992	SRP012682_breast	0.6901380048130683	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TMM_CLR	0.8031004254082449	SRP012682_cervix_uteri	0.6717429309070475	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TMM_CLR	0.2055188069295063	SRP012682_colon	0.5262020879010123	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	TMM_CLR	2.511155903346987	SRP012682_fallopian_tube	0.8135058522342753	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TMM_CLR	1.749780850066719	SRP012682_heart	0.6801934766619873	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TMM_CLR	0.6526408029626107	SRP012682_kidney	0.5936734040992739	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TMM_CLR	1.394281621139914	SRP012682_liver	0.6969309262751366	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TMM_CLR	0.6971553229206368	SRP012682_lung	0.6138465763238123	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TMM_CLR	1.4814032016774967	SRP012682_muscle	0.7176181171907494	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TMM_CLR	0.28598474035964155	SRP012682_nerve	0.5447914147848607	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TMM_CLR	0.894044914177142	SRP012682_ovary	0.6602992683915581	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TMM_CLR	1.452811465702342	SRP012682_pancreas	0.6264657423298736	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	prostate	TMM_CLR	0.9436497968317205	SRP012682_prostate	0.6462778172985999	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	skin	TMM_CLR	1.6978428932830727	SRP012682_skin	0.7012441773783706	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	spleen	TMM_CLR	1.1731264106955805	SRP012682_spleen	0.6641713635742974	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	testis	TMM_CLR	0.8038450711807554	SRP012682_testis	0.6201671195005396	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	uterus	TMM_CLR	1.1382517602174895	SRP012682_uterus	0.7013859757483196	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	adipose_tissue	UQ_wTO	0.21701116373304186	SRP012682_adipose_tissue	0.5651917826993795	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	blood	UQ_wTO	0.5465718495647761	SRP012682_blood	0.5993959389853813	595	0.8210499606496351	21664752	47563257529617
SRP012682	bone_marrow	UQ_wTO	0.3342262393127171	SRP012682_bone_marrow	0.5858489589357241	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	UQ_wTO	0.10569616652775511	SRP012682_brain	0.5229763414282367	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	UQ_wTO	1.1094581111978128	SRP012682_breast	0.7049383766431987	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	UQ_wTO	0.6732357604022564	SRP012682_cervix_uteri	0.6653226033305835	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	UQ_wTO	0.015920361340864723	SRP012682_colon	0.5092387307292832	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	fallopian_tube	UQ_wTO	0.9416312354602316	SRP012682_fallopian_tube	0.7359738785747574	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	UQ_wTO	0.27145933080711204	SRP012682_heart	0.5736265831092808	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	UQ_wTO	0.3810168630682068	SRP012682_kidney	0.5796592894749963	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	UQ_wTO	0.7444464367595867	SRP012682_liver	0.6410102499225729	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	UQ_wTO	0.032857442235567975	SRP012682_lung	0.5120082546381788	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	UQ_wTO	0.6096137678461591	SRP012682_muscle	0.6268859849739492	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	UQ_wTO	0.024542409721097686	SRP012682_nerve	0.4889603653175172	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	UQ_wTO	1.0248678056238822	SRP012682_ovary	0.6906957830204696	108	0.8929019389320334	17499807.5	16778882363032.21
