project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP018254	blood	quantile	0.2208009440961336	SRP018254_blood	0.5231879867887308	9	0.9758368407356841	98533071	102407538153042.11	98533071	102407538153042.11	0.9758368407356841
SRP018861	bone	quantile	0.12463747189143325	SRP018861_bone	0.5250256628432481	21	0.9490740843284625	7118897	4545492237961.434	7118897	4545492237961.434	0.9490740843284625
SRP019241	stem_cell	quantile	0.23709889381972532	SRP019241_stem_cell	0.5147432949708666	8	0.48511557096188607	6644114	5023982268676.019	7325888.5	5929047005176.839	0.6475018931684982
SRP019762	brain	quantile	0.6036135758007665	SRP019762_brain	0.5632141828484905	14	0.9302012121598267	14021091.5	1231174015556.2637	14021091.5	1231174015556.2637	0.9302012121598267
SRP019936	breast	quantile	0.4017391097314337	SRP019936_breast	0.5620965539906919	32	0.655014660154117	10593486	26835339576058.645	10593486	26835339576058.645	0.655014660154117
SRP020492	blood	quantile	0.5845932450094399	SRP020492_blood	0.5621242803852802	53	0.9757664705593362	11469549	2691983952604.537	11469549	2691983952604.537	0.9757664705593362
SRP021085	blood	quantile	0.4622539412882105	SRP021085_blood	0.5506288165724911	30	0.9632492734389628	12437413	915285137703.9126	12437413	915285137703.9126	0.9632492734389628
SRP021134	stem_cell	quantile	0.08901571609139831	SRP021134_stem_cell	0.5041023619092755	8	0.8963846401937632	9886405.5	438010865254.5	9886405.5	438010865254.5	0.8963846401937632
SRP021193	heart	quantile	1.8599924549301634	SRP021193_heart	0.6909623112512726	40	0.49692973723525957	5236812.5	4353674480076.3286	6416126.5	4415663062974.061	0.93926487954579585
SRP021917	colon	quantile	0.3091851380657562	SRP021917_colon	0.5146057579940653	15	0.8910983261521329	4186298	9839859488426.781	4186298	9839859488426.781	0.8910983261521329
SRP021924	brain	quantile	0.11659669492601989	SRP021924_brain	0.5106922201631221	5	0.9531670823274834	9209843	4612142342549.8	9209843	4612142342549.8	0.9531670823274834
SRP022028	brain	quantile	0.2011114934303583	SRP022028_brain	0.5293232580728748	8	0.8889783948801231	17082347.5	59526538499059.64	17082347.5	59526538499059.64	0.8889783948801231
SRP022054	colon	quantile	-0.09108059637611196	SRP022054_colon	0.4934379200440091	13	0.4755287535628296	2398524.5	18435373181831.3	2696227	19232011467578.91	0.4883351893313418
SRP022054	liver	quantile	0.10003029836945623	SRP022054_liver	0.5223005441125537	7	0.4502881807119347	2501685	17680256891628.777	2501685	21151512467973.906	0.49524435203401906
SRP022133	blood	quantile	0.4171338825858372	SRP022133_blood	0.5365377411417995	25	0.9490749593182713	8389946	5146524410732.144	8389946	5146524410732.144	0.9490749593182713
SRP023262	breast	quantile	0.30999197852444066	SRP023262_breast	0.5377938848164767	80	0.825477907130113	6394828	20183436443780.85	6394828	20183436443780.85	0.825477907130113
SRP023550	stem_cell	quantile	-0.039793817649775645	SRP023550_stem_cell	0.48044491969139	10	0.9323968192021694	14188159	13278607112082.768	14188159	13278607112082.768	0.9323968192021694
SRP024674	prostate	quantile	0.5892959519407659	SRP024674_prostate	0.5541600626391237	6	0.9508709581251219	5556741.5	3054282439372.8	5556741.5	3054282439372.8	0.9508709581251219
SRP026013	breast	quantile	0.5597402654484213	SRP026013_breast	0.5544300403275422	16	0.7253752459783309	13978926.5	18141671802406.062	13978926.5	18141671802406.062	0.7253752459783309
SRP026042	skin	quantile	0.5340801448322693	SRP026042_skin	0.564172437858506	84	0.8592319321269299	14704770.5	31252140153393.652	14704770.5	31252140153393.652	0.8592319321269299
SRP026048	brain	quantile	0.18136357345936913	SRP026048_brain	0.5176631691670792	16	0.9590593479338199	39476394	22788592825429.33	39476394	22788592825429.33	0.9590593479338199
SRP026126	brain	quantile	0.30304098796095946	SRP026126_brain	0.539156661367393	192	0.8463534572356464	2866771.5	6059853991039.592	2866771.5	6059853991039.592	0.8463534572356464
SRP026126	intestine	quantile	-0.04435724507714248	SRP026126_intestine	0.510594859075507	226	0.8130549091006263	3275342.5	9124661290154.623	3275342.5	9124661290154.623	0.8130549091006263
SRP026208	heart	quantile	1.6272271348859175	SRP026208_heart	0.6667769268301171	30	0.8983119323658928	4243044	968434411545.0758	4243044	968434411545.0758	0.8983119323658928
SRP026387	prostate	quantile	0.4268527178383837	SRP026387_prostate	0.5616509790513042	13	0.8549684274972599	11032415	357430535600.2564	11032415	357430535600.2564	0.8549684274972599
SRP027258	prostate	quantile	0.37713439748679234	SRP027258_prostate	0.5409728713330786	36	0.7327277043598688	14403779.5	2747473803393.711	14403779.5	2747473803393.711	0.7327277043598688
SRP027358	blood	quantile	0.45364854262318444	SRP027358_blood	0.5366636805962415	135	0.9526743466625403	1935470	708694047549.0803	1935470	708694047549.0803	0.9526743466625403
SRP028180	lung	quantile	0.5447924438810622	SRP028180_lung	0.5806659024937701	23	0.40444557507392037	47882495	950854876133644.9	48883874	949072913787359.4	0.41088279702792224
SRP028282	prostate	quantile	0.8551420714055264	SRP028282_prostate	0.5945864944436643	10	0.9778795663845126	9708364	2452499364186.278	9708364	2452499364186.278	0.9778795663845126
SRP028336	brain	quantile	0.2698848402143608	SRP028336_brain	0.5269066240473599	36	0.87363031879921	5860354.5	5299789668701.476	5860354.5	5299789668701.476	0.87363031879921
SRP028336	kidney	quantile	0.4250973326883867	SRP028336_kidney	0.5587235469663092	12	0.6260848923465075	5655338	2056510783755.182	5655338	2056510783755.182	0.6260848923465075
SRP028336	muscle	quantile	0.8255286120930634	SRP028336_muscle	0.6267681953788262	12	0.8600958099124145	6212470.5	1050709406164.4242	6212470.5	1050709406164.4242	0.8600958099124145
SRP028554	blood	quantile	0.35261677559027826	SRP028554_blood	0.5449583035891798	7	0.789755129211693	41452976	19923877375255.57	41452976	19923877375255.57	0.789755129211693
SRP028554	bone	quantile	0.0927566024094228	SRP028554_bone	0.5091232167367536	5	0.8206103846902711	46217427	16768800665333.2	46217427	16768800665333.2	0.8206103846902711
SRP028594	blood	quantile	0.476263291602323	SRP028594_blood	0.5667487919255159	31	0.8297798389906037	23259653	209388278721786.12	23259653	209388278721786.12	0.8297798389906037
SRP028594	bone	quantile	0.4199533258308003	SRP028594_bone	0.5116659221029494	23	0.8128499259132486	43320672	181098334150961.03	43320672	181098334150961.03	0.8128499259132486
SRP028705	brain	quantile	0.7232685869406196	SRP028705_brain	0.6039646596716501	9	0.9651559701820833	43022655	94926846307299.36	43022655	94926846307299.36	0.9651559701820833
SRP028738	brain	quantile	0.6807240931954046	SRP028738_brain	0.5789027104781184	8	0.19714512872071838	1942569	1279971973825.1135	2208340	126323536607.98215	0.6153002756082868
SRP028912	cervix	quantile	0.20897218614307603	SRP028912_cervix	0.527771625485709	10	0.9122225962134994	33437872.5	12460782982409.6	33437872.5	12460782982409.6	0.9122225962134994
SRP029262	blood	quantile	0.22176854753865746	SRP029262_blood	0.5431717986936206	88	0.9051348267313598	11680785	4778673205304.781	11680785	4778673205304.781	0.9051348267313598
SRP029281	blood	quantile	0.24411194930550895	SRP029281_blood	0.5491449808332654	8	0.7774668981017561	33120733	187160236558561.7	33120733	187160236558561.7	0.7774668981017561
SRP029592	heart	quantile	0.8040861216907506	SRP029592_heart	0.6016042007112894	10	0.8926156409839785	3578012.5	1991225844836.6777	3578012.5	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	quantile	0.12123509650221977	SRP029888_stem_cell	0.519787605154665	5	0.9383479486799243	3560305	525059549863	3560305	525059549863	0.9383479486799243
SRP029889	blood	quantile	0.12470512200240587	SRP029889_blood	0.5142529429554976	6	0.8539137768692168	4154847.5	2402743055781.6	4154847.5	2402743055781.6	0.8539137768692168
SRP029889	brain	quantile	0.2950764792709926	SRP029889_brain	0.540508871575696	6	0.889343437372055	4682425	4409850157610.967	4682425	4409850157610.967	0.889343437372055
SRP029899	blood	quantile	0.6333341617514201	SRP029899_blood	0.5329467230631622	18	0.9409852165959451	29076456.5	42485510260453.086	29076456.5	42485510260453.086	0.9409852165959451
SRP029990	blood	quantile	0.3073776802705798	SRP029990_blood	0.5265010027274926	12	0.9342975214669625	14538395	26031585318912.242	14538395	26031585318912.242	0.9342975214669625
SRP030401	breast	quantile	0.4604621912423331	SRP030401_breast	0.5537605877147094	26	0.7576737581117509	9477471	12957319218971.422	9477471	12957319218971.422	0.7576737581117509
SRP030628	brain	quantile	0.43570427660471167	SRP030628_brain	0.560284629562716	38	0.8797908817409645	9161996.5	1635040386545.4937	9161996.5	1635040386545.4937	0.8797908817409645
SRP031476	breast	quantile	0.5470412115617973	SRP031476_breast	0.5594350234689394	38	0.9642952253667867	8926111	70969647297946.44	8926111	70969647297946.44	0.9642952253667867
SRP032165	brain	quantile	0.16571221680231332	SRP032165_brain	0.5264306210286129	24	0.9527501871377801	13159269	5876995195203.036	13159269	5876995195203.036	0.9527501871377801
SRP032363	muscle	quantile	0.291029965995877	SRP032363_muscle	0.5419362526001876	9	0.9904672617094153	20029479	45243078939027.28	20029479	45243078939027.28	0.9904672617094153
SRP032539	brain	quantile	0.3729909681822283	SRP032539_brain	0.5383665578061958	11	0.7095006904987466	8193251	28882600310361.816	8193251	28882600310361.816	0.7095006904987466
SRP032743	stem_cell	quantile	0.054251576648853606	SRP032743_stem_cell	0.5004316741536208	27	0.9810381235232631	6882433	699050108592.9686	6882433	699050108592.9686	0.9810381235232631
SRP032775	blood	quantile	0.37959135901511576	SRP032775_blood	0.550500445997983	228	0.9403497927532615	6555220	10026825435728.727	6590489.5	9507516424722.559	0.9415205274543835
SRP032789	breast	quantile	0.3683341872442417	SRP032789_breast	0.5580159305499137	20	0.7551032639971876	8424508.5	13991254934285.104	8424508.5	13991254934285.104	0.7551032639971876
SRP032798	brain	quantile	0.3013642547696343	SRP032798_brain	0.5510624638168835	16	0.9030621396281984	15868681	4140654088200.3833	15868681	4140654088200.3833	0.9030621396281984
SRP032928	stem_cell	quantile	0.0936802395891126	SRP032928_stem_cell	0.5221596940575566	7	0.9502934946303759	37445071	128377678981904.14	37445071	128377678981904.14	0.9502934946303759
SRP033078	breast	quantile	0.15766674522888088	SRP033078_breast	0.5150123497523786	8	0.9161015922400557	8039031	44553978470698.79	8039031	44553978470698.79	0.9161015922400557
SRP033095	lung	quantile	0.6604296110245391	SRP033095_lung	0.5988466831087642	15	0.8582866534354783	8425522	2718246969219.781	8425522	2718246969219.781	0.8582866534354783
SRP033135	muscle	quantile	0.665128948404862	SRP033135_muscle	0.5702198093854598	13	0.46039028698166745	857340	1470729804634.05	5596544	6664901268816.91	0.9546711744665038
SRP033266	blood	quantile	0.35313942046551494	SRP033266_blood	0.5522181966538291	130	0.8014985543932507	6256109.5	9260764223673.744	6256109.5	9260764223673.744	0.8014985543932507
SRP033266	bone	quantile	0.2931348511974015	SRP033266_bone	0.5483663537570891	14	0.832164316499012	5627730	6555408506375.939	5627730	6555408506375.939	0.832164316499012
SRP033267	stem_cell	quantile	0.41391193970892426	SRP033267_stem_cell	0.5626003202581202	6	0.8320175262602336	89306829.5	69537558954450.664	89306829.5	69537558954450.664	0.8320175262602336
SRP033725	brain	quantile	0.4826418957052593	SRP033725_brain	0.5527244679691385	61	0.9436714493100345	11256146	611207724874560	11256146	611207724874560	0.9436714493100345
SRP034009	cervix	quantile	0.37831091296307273	SRP034009_cervix	0.5130346039537024	6	0.938420081966154	8417853	4159387560903.467	8417853	4159387560903.467	0.938420081966154
SRP034592	prostate	quantile	0.4649121648899438	SRP034592_prostate	0.5448256913026626	10	0.9418942539196131	13685198.5	68182117562375.43	13685198.5	68182117562375.43	0.9418942539196131
SRP034606	stem_cell	quantile	0.07754467354933353	SRP034606_stem_cell	0.522866418427359	12	0.9771948763524068	14075705	17781016945379.54	14075705	17781016945379.54	0.9771948763524068
SRP034698	skin	quantile	1.0303326896150105	SRP034698_skin	0.6211447530241863	7	0.5279443664570624	9969803	3892739663837	9969803	3892739663837	0.5279443664570624
SRP034711	blood	quantile	0.14255438580020605	SRP034711_blood	0.5307430706893967	15	0.8877401050474737	36525704	8983424785503411	36525704	8983424785503411	0.8877401050474737
SRP034732	blood	quantile	0.4566746046064777	SRP034732_blood	0.5295569575225514	43	0.9588344420866222	6783735	10411692595630.78	6899794	8827003143067.469	0.9611744203911324
SRP035312	blood	quantile	0.15144313198539092	SRP035312_blood	0.5300746051702561	15	0.8877666986467144	36533658	8976196882972780	36533658	8976196882972780	0.8877666986467144
SRP035387	liver	quantile	0.830158256431334	SRP035387_liver	0.6226320088914257	7	0.6363091022948317	29374287	6918186956436.238	29374287	6918186956436.238	0.6363091022948317
SRP035417	stem_cell	quantile	0.3906122489040049	SRP035417_stem_cell	0.5366478099938483	6	0.9387005968638655	12422856	577652397760.6666	12422856	577652397760.6666	0.9387005968638655
SRP035641	skin	quantile	0.272305210324466	SRP035641_skin	0.5199640846746796	6	0.9162006206148873	2244073	1267920719986.3	2244073	1267920719986.3	0.9162006206148873
SRP035862	brain	quantile	0.2964399780459818	SRP035862_brain	0.5318942853651691	5	0.9063394674886787	4051595	3029918319025.7	4051595	3029918319025.7	0.9063394674886787
SRP035864	skin	quantile	0.37190514667494295	SRP035864_skin	0.5257581061658136	9	0.8702809511615685	8592392	9198923269929.527	8592392	9198923269929.527	0.8702809511615685
SRP035988	skin	quantile	0.41390266919730623	SRP035988_skin	0.5142526292043819	178	0.8778079936566794	33751099.5	58988355444886.4	33751099.5	58988355444886.4	0.8778079936566794
SRP036848	prostate	quantile	0.6116250195226635	SRP036848_prostate	0.5499447751334721	101	0.794937908118776	3295469	5870001902485.963	3295469	6037148905447.408	0.8035493961640454
SRP038863	bone	quantile	0.46410145613238857	SRP038863_bone	0.5787390648157462	31	0.9325358274294839	18781676	30868350828806.83	18781676	30868350828806.83	0.9325358274294839
SRP039348	stem_cell	quantile	0.2879520008353761	SRP039348_stem_cell	0.53584652608055094	30	0.8576161095955682	32493374.5	274197722414034.1	32493374.5	274197722414034.1	0.8576161095955682
SRP039359	breast	quantile	0.4515867721391998	SRP039359_breast	0.5582732473627878	16	0.7040217351091869	6919283.5	12697728814234.863	6919283.5	12697728814234.863	0.7040217351091869
SRP039694	liver	quantile	0.6700372425699557	SRP039694_liver	0.5967091302304439	15	0.8026393001773738	31278197	4759368945782.571	31278197	4759368945782.571	0.8026393001773738
SRP040328	blood	quantile	0.32953893788435984	SRP040328_blood	0.5390255180001908	19	0.9684930175820327	15803223	4100102712034.8013	15803223	4100102712034.8013	0.9684930175820327
SRP040622	brain	quantile	0.39498894144909374	SRP040622_brain	0.5619157090688596	13	0.7738508090902539	10208439	71050613234876.6	10208439	71050613234876.6	0.7738508090902539
SRP041008	stem_cell	quantile	0.38152917648613877	SRP041008_stem_cell	0.550100725325958	15	0.8721823647843858	20418882	3689276461414.495	20418882	3689276461414.495	0.8721823647843858
SRP041179	stem_cell	quantile	0.39908578003071493	SRP041179_stem_cell	0.5698936542625006	43	0.8091357920855867	30668747	1128709859943755	30668747	1128709859943755	0.8091357920855867
SRP041396	kidney	quantile	0.27109942196231784	SRP041396_kidney	0.5596795924414728	18	0.9804639668540178	17828715	87741805688792.53	17828715	87741805688792.53	0.9804639668540178
SRP041494	stem_cell	quantile	0.06214968639408903	SRP041494_stem_cell	0.5153453022283365	5	0.837412923318538	1347632	9355066355986.3	1347632	9355066355986.3	0.837412923318538
SRP041988	blood	quantile	0.4554093685033165	SRP041988_blood	0.5665403521776078	11	0.721420581403844	28728577	280416319897048.84	28728577	280416319897048.84	0.721420581403844
SRP042153	blood	quantile	0.6928781786318077	SRP042153_blood	0.6011921712763382	24	0.8194049131607193	29333594.5	112478789120435.53	29333594.5	112478789120435.53	0.8194049131607193
SRP042161	intestine	quantile	0.07247415554138066	SRP042161_intestine	0.4824666984039929	21	0.2678583659847188	418025.5	556173778879.111	1198625	11887542720477.148	0.6748355756047185
SRP042620	breast	quantile	0.7749583146902929	SRP042620_breast	0.6096008965399484	167	0.6714053263873965	23879611	55196597263758.18	23879611	55196597263758.18	0.6714053263873965
SRP042623	blood	quantile	0.2499700259614248	SRP042623_blood	0.5300592239130459	16	0.957969592875836	21164656	3250166072248.5625	21164656	3250166072248.5625	0.957969592875836
SRP043108	muscle	quantile	0.7241750154180251	SRP043108_muscle	0.5688481659098557	74	0.9488124896455665	2068781.5	1595166218065.12	2377072	1244372262504.5154	0.9509354961201049
SRP043144	blood	quantile	0.2975986889042711	SRP043144_blood	0.5214359214796289	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	quantile	0.7921183879572281	SRP043221_muscle	0.6143175994685812	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
SRP043368	muscle	quantile	0.5994852365235832	SRP043368_muscle	0.5790999591717565	26	0.9588315303382922	7308382.5	8099434538377.864	7308382.5	8099434538377.864	0.9588315303382922
SRP044668	brain	quantile	0.7491858395160654	SRP044668_brain	0.5883958767309991	70	0.7212375404821718	21728000.5	37148100926271.24	21728000.5	37148100926271.24	0.7212375404821718
SRP044668	skin	quantile	0.3073575736592638	SRP044668_skin	0.5543026264595525	23	0.791214767366163	26369196	18742361245796.406	26369196	18742361245796.406	0.791214767366163
SRP000941	colon	quantile_CLR	0.23636461791529872	SRP000941_colon	0.5323499072616436	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	quantile_CLR	0.7152548882798808	SRP000941_heart	0.5580906100853511	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	quantile_CLR	0.07559689921751993	SRP000941_intestine	0.5313862003309318	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	quantile_CLR	0.16456756148162557	SRP000941_lung	0.5283355814977497	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	quantile_CLR	0.6341687594012108	SRP000941_muscle	0.5671254296131281	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	quantile_CLR	0.3113129105121243	SRP000941_stem_cell	0.535011686787346	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	quantile_CLR	0.2900633304285907	SRP001371_blood	0.555385228101656	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	quantile_CLR	0.049784793275733465	SRP001371_brain	0.5070456181654563	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	quantile_CLR	-0.015261764265774047	SRP001371_intestine	0.494090012641653	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	quantile_CLR	0.06569069419041978	SRP001371_kidney	0.5117248945037467	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	quantile_CLR	0.24400390354788104	SRP001371_muscle	0.5500134357473634	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	quantile_CLR	0.5781673257054082	SRP001558_liver	0.5826373112205161	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP002079	brain	quantile_CLR	0.2899564121249227	SRP002079_brain	0.5413325820920925	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	quantile_CLR	0.06880603801674724	SRP002079_stem_cell	0.497472456228774	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	quantile_CLR	0.3460890967089251	SRP002105_blood	0.5643226051239445	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	quantile_CLR	0.4887255430635374	SRP002272_liver	0.5717861248137801	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	quantile_CLR	-0.0050154450088658745	SRP002274_brain	0.4968449641866606	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	quantile_CLR	0.4682018165530061	SRP002605_cervix	0.537037052023404	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	quantile_CLR	0.3977092628393875	SRP002628_prostate	0.5581523994903144	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	quantile_CLR	0.04334259572628612	SRP003611_brain	0.5042421282669878	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	quantile_CLR	0.43277063198673293	SRP003611_prostate	0.5479734251275694	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	quantile_CLR	0.09102858576489097	SRP003726_breast	0.509147841511691	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	quantile_CLR	0.06523375025869024	SRP003754_blood	0.5090394225838324	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	brain	quantile_CLR	0.10942465191079921	SRP003754_brain	0.5109078602892545	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	skin	quantile_CLR	0.5395775656942634	SRP003754_skin	0.5482613896498911	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	quantile_CLR	0.315312878426825	SRP003902_kidney	0.5324149776127065	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	quantile_CLR	0.04631943651730056	SRP004847_breast	0.49811762415518857	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	quantile_CLR	0.19218105853646716	SRP005242_heart	0.543765720344755	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	quantile_CLR	0.0660272541507562	SRP005279_blood	0.507899291899431	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	quantile_CLR	0.2210929841356816	SRP005279_bone	0.540749518946722	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	quantile_CLR	0.04103399598699181	SRP005281_stem_cell	0.49362221898896763	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	quantile_CLR	0.42566117474411547	SRP006575_breast	0.5726648762940236	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	quantile_CLR	0.06136435697577694	SRP006575_colon	0.507251493044393	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	quantile_CLR	0.323007977420735	SRP006575_kidney	0.5510516144244271	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	quantile_CLR	0.39032215931973885	SRP006575_lung	0.5732582616034136	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	quantile_CLR	0.008061116396674154	SRP006676_lung	0.4604418961449319	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	quantile_CLR	0.3489181880832683	SRP006908_breast	0.5764611640275845	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007359	brain	quantile_CLR	0.6084468686931647	SRP007359_brain	0.6044029541503058	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	quantile_CLR	0.33821027773606027	SRP007412_brain	0.5483402258186594	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	quantile_CLR	0.3517746866227832	SRP007461_blood	0.5530583997980791	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	brain	quantile_CLR	0.164878689193358	SRP007461_brain	0.5279516032628706	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
SRP007461	breast	quantile_CLR	0.37614079540406475	SRP007461_breast	0.5506892630259586	11	0.6089669554001409	20561084	651449691453297.9	20561084	651449691453297.9	0.6089669554001409
SRP007461	liver	quantile_CLR	0.3806438644530918	SRP007461_liver	0.5562990050891834	12	0.7047443360228928	15278386	16452668982290.516	15278386	16452668982290.516	0.7047443360228928
SRP007461	lung	quantile_CLR	0.044999884450735876	SRP007461_lung	0.4980628600348105	15	0.6988593419206273	35190822	620954908052794.75	35190822	620954908052794.75	0.6988593419206273
SRP007461	muscle	quantile_CLR	0.20817497756543316	SRP007461_muscle	0.5323336551150497	6	0.671015367025735	18879652	1399940888619999.8	18879652	1399940888619999.8	0.671015367025735
SRP007461	skin	quantile_CLR	0.9593126756223508	SRP007461_skin	0.6175640326896783	25	0.5993561079668875	18022968	488596594978231.5	18022968	488596594978231.5	0.5993561079668875
SRP007461	stem_cell	quantile_CLR	0.2205869211280529	SRP007461_stem_cell	0.532650851984183	8	0.7760530988556255	10954365	20470899243998.5	10954365	20470899243998.5	0.7760530988556255
SRP007483	brain	quantile_CLR	0.19718412270527103	SRP007483_brain	0.5304675136264585	12	0.8614590750086454	22679882	2877706712147.1816	22679882	2877706712147.1816	0.8614590750086454
SRP007584	colon	quantile_CLR	0.3283042979390739	SRP007584_colon	0.5285080703632055	10	0.8106895402250123	395988	11143858020.455555	395988	11143858020.455555	0.8106895402250123
SRP007584	intestine	quantile_CLR	0.05695044333950355	SRP007584_intestine	0.4924446252350876	9	0.737775735539147	255749.5	13366993480.628788	263917	12919957001.36111	0.7677714298034521
SRP007605	heart	quantile_CLR	0.4130458875641318	SRP007605_heart	0.5795644119987173	12	0.8312593545840603	9629123.5	297663574667254.1	9629123.5	297663574667254.1	0.8312593545840603
SRP007825	skin	quantile_CLR	0.34285732774166244	SRP007825_skin	0.5213979178619148	39	0.5318151978743655	6101778	11596296373232.584	8379462	6639283227796.418	0.6084344601019966
SRP008218	breast	quantile_CLR	0.06885715994133997	SRP008218_breast	0.5117762646238972	14	0.43994818242042283	7574739.5	25838811653158.64	8338456.5	13953276960963.34	0.7069839526691122
SRP008225	stem_cell	quantile_CLR	0.25736746656056714	SRP008225_stem_cell	0.5346991406443884	8	0.9897184940181443	20305277.5	636417384388.6964	20305277.5	636417384388.6964	0.9897184940181443
SRP008331	breast	quantile_CLR	0.5877114236164909	SRP008331_breast	0.5802872105663219	15	0.8227322958065029	29682707	390245808483628	29682707	390245808483628	0.8227322958065029
SRP008746	breast	quantile_CLR	0.27604750902194025	SRP008746_breast	0.5569592501361385	6	0.6355274017450115	22168646.5	120888927041196.8	22168646.5	120888927041196.8	0.6355274017450115
SRP008775	blood	quantile_CLR	0.0848983423719171	SRP008775_blood	0.5192633963385873	8	0.6231398170085601	560190.5	261404140479.98215	560190.5	261404140479.98215	0.6231398170085601
SRP008976	blood	quantile_CLR	0.1888178807348497	SRP008976_blood	0.5327746306881735	25	0.9327145490131237	32954739	165295164570298.94	32954739	165295164570298.94	0.9327145490131237
SRP009123	liver	quantile_CLR	0.6040474434663275	SRP009123_liver	0.5969689340461528	6	0.7128983161665476	29548486.5	1013364811525.6	29548486.5	1013364811525.6	0.7128983161665476
