project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP000941	colon	wTO	0.9725577660669449	SRP000941_colon	0.6596288727098312	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	wTO	-0.008133225532079912	SRP000941_heart	0.49831457192064477	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	wTO	0.36821791766444656	SRP000941_intestine	0.5588276573357476	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	wTO	0.044971072486990546	SRP000941_lung	0.5320437878134534	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	wTO	0.43396589112683026	SRP000941_muscle	0.5632352637595766	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	wTO	1.0495933053906865	SRP000941_stem_cell	0.6966962309398284	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	wTO	0.23516639323205282	SRP001371_blood	0.5728665049661821	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	wTO	0.06851217314844357	SRP001371_brain	0.5097165638095902	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	wTO	0.004012579392093504	SRP001371_intestine	0.4824776465750844	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	wTO	0.2321172459616906	SRP001371_kidney	0.5613803525490404	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	wTO	0.3238144138678898	SRP001371_muscle	0.5927180426244689	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	wTO	0.9552072020969039	SRP001558_liver	0.6359896645302463	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP002079	brain	wTO	0.13295374294122478	SRP002079_brain	0.5179842164898574	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	wTO	0.8104782500633011	SRP002079_stem_cell	0.6856025452440413	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	wTO	0.6515839562846252	SRP002105_blood	0.6186114892580648	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	wTO	0.31736183291689546	SRP002272_liver	0.5611347324768126	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	wTO	0.424367136115592	SRP002274_brain	0.5653708225592347	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	wTO	1.368846561487588	SRP002605_cervix	0.7651707693258665	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	wTO	0.11914407063066132	SRP002628_prostate	0.5387635434251195	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	wTO	0.5681708830123131	SRP003611_brain	0.5943373374363752	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	wTO	0.40775971038045516	SRP003611_prostate	0.5141667165225456	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	wTO	0.544769485437205	SRP003726_breast	0.6114248040877648	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	wTO	0.3150063868077749	SRP003754_blood	0.5410874671419776	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	brain	wTO	0.4184989317811075	SRP003754_brain	0.5573206779451425	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	skin	wTO	0.922935131372288	SRP003754_skin	0.6415951246480986	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	wTO	0.378893530709725	SRP003902_kidney	0.5821520359194743	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	wTO	0.09206355491956345	SRP004847_breast	0.5013314382705367	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	wTO	0.16857113482748676	SRP005242_heart	0.5600899082411495	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	wTO	0.24500893206802216	SRP005279_blood	0.5322969939894477	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	wTO	0.22244972700462387	SRP005279_bone	0.5547028353479213	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	wTO	0.5390655005861358	SRP005281_stem_cell	0.6054862742341705	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	wTO	0.9112267026295703	SRP006575_breast	0.7040862823680989	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	wTO	0.21479871057767908	SRP006575_colon	0.5201820825876986	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	wTO	0.130801572737736	SRP006575_kidney	0.5267670986890742	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	wTO	0.2608962253137629	SRP006575_lung	0.5732395533008656	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	wTO	0.09377886794141425	SRP006676_lung	0.4876449448377329	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	wTO	0.8803942053260714	SRP006908_breast	0.6836919206730272	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007359	brain	wTO	0.603419301250567	SRP007359_brain	0.6017218733511385	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	wTO	0.0021702453358126103	SRP007412_brain	0.5122562745427643	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	wTO	0.14325178094835964	SRP007461_blood	0.5402539895903118	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	brain	wTO	0.04448682127639107	SRP007461_brain	0.5141578148713499	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
SRP007461	breast	wTO	0.8223354682202014	SRP007461_breast	0.6656962390693479	11	0.6089669554001409	20561084	651449691453297.9	20561084	651449691453297.9	0.6089669554001409
SRP007461	liver	wTO	0.5690717639502533	SRP007461_liver	0.5980065886456956	12	0.7047443360228928	15278386	16452668982290.516	15278386	16452668982290.516	0.7047443360228928
SRP007461	lung	wTO	0.3471112435814699	SRP007461_lung	0.5604676073947061	15	0.6988593419206273	35190822	620954908052794.75	35190822	620954908052794.75	0.6988593419206273
SRP007461	muscle	wTO	0.3546709822019396	SRP007461_muscle	0.5734515264270073	6	0.671015367025735	18879652	1399940888619999.8	18879652	1399940888619999.8	0.671015367025735
SRP007461	skin	wTO	0.3680436474802868	SRP007461_skin	0.576453228224274	25	0.5993561079668875	18022968	488596594978231.5	18022968	488596594978231.5	0.5993561079668875
SRP007461	stem_cell	wTO	0.12555538769897098	SRP007461_stem_cell	0.5338743281613532	8	0.7760530988556255	10954365	20470899243998.5	10954365	20470899243998.5	0.7760530988556255
SRP007483	brain	wTO	0.3564419451381001	SRP007483_brain	0.5669180627233175	12	0.8614590750086454	22679882	2877706712147.1816	22679882	2877706712147.1816	0.8614590750086454
SRP007584	colon	wTO	0.25793248879935854	SRP007584_colon	0.5558385965194681	10	0.8106895402250123	395988	11143858020.455555	395988	11143858020.455555	0.8106895402250123
SRP007584	intestine	wTO	-0.09364469010549421	SRP007584_intestine	0.47750082215104683	9	0.737775735539147	255749.5	13366993480.628788	263917	12919957001.36111	0.7677714298034521
SRP007605	heart	wTO	0.0965975293427514	SRP007605_heart	0.5598753056991086	12	0.8312593545840603	9629123.5	297663574667254.1	9629123.5	297663574667254.1	0.8312593545840603
SRP007825	skin	wTO	0.51165197387977	SRP007825_skin	0.5653118045258552	39	0.5318151978743655	6101778	11596296373232.584	8379462	6639283227796.418	0.6084344601019966
SRP008218	breast	wTO	0.4338115078335654	SRP008218_breast	0.6004022378381784	14	0.43994818242042283	7574739.5	25838811653158.64	8338456.5	13953276960963.34	0.7069839526691122
SRP008225	stem_cell	wTO	0.1783916668523072	SRP008225_stem_cell	0.5220557609179828	8	0.9897184940181443	20305277.5	636417384388.6964	20305277.5	636417384388.6964	0.9897184940181443
SRP008331	breast	wTO	1.0034152868962436	SRP008331_breast	0.7105865100151867	15	0.8227322958065029	29682707	390245808483628	29682707	390245808483628	0.8227322958065029
SRP008746	breast	wTO	0.8991780294293972	SRP008746_breast	0.6786601941209867	6	0.6355274017450115	22168646.5	120888927041196.8	22168646.5	120888927041196.8	0.6355274017450115
SRP008775	blood	wTO	0.24020924659256826	SRP008775_blood	0.5343615854973827	8	0.6231398170085601	560190.5	261404140479.98215	560190.5	261404140479.98215	0.6231398170085601
SRP008976	blood	wTO	0.4336609527559684	SRP008976_blood	0.5975388031856603	25	0.9327145490131237	32954739	165295164570298.94	32954739	165295164570298.94	0.9327145490131237
SRP009123	liver	wTO	0.5882320993062253	SRP009123_liver	0.6128162703548732	6	0.7128983161665476	29548486.5	1013364811525.6	29548486.5	1013364811525.6	0.7128983161665476
SRP009251	skin	wTO	0.4913063077647561	SRP009251_skin	0.5445332431955023	10	0.8995155113865458	11964705.5	40962393496477.57	11964705.5	40962393496477.57	0.8995155113865458
SRP009266	brain	wTO	0.15143430201055294	SRP009266_brain	0.5336283196013731	6	0.983143599558673	13721574.5	29527073434114.965	13721574.5	29527073434114.965	0.983143599558673
SRP009266	breast	wTO	-0.06739488309970548	SRP009266_breast	0.46791978120770494	6	0.7796939645357992	13543674	31946682361831.465	13543674	31946682361831.465	0.7796939645357992
SRP009266	lung	wTO	0.7450953083483259	SRP009266_lung	0.5987667813900366	6	0.9831996848654092	19496554.5	16881127737733.367	19496554.5	16881127737733.367	0.9831996848654092
SRP009276	breast	wTO	0.749909360570097	SRP009276_breast	0.6473650133678426	5	0.9696926661965488	19808735	23280438322735.5	19808735	23280438322735.5	0.9696926661965488
SRP009276	skin	wTO	0.13575184736751716	SRP009276_skin	0.5649532014651513	5	0.9123487288582667	13843969	55911792431362.2	13843969	55911792431362.2	0.9123487288582667
SRP009373	blood	wTO	0.1502417047879911	SRP009373_blood	0.5416925277934368	6	0.6480313180872258	14720035	50658393832208	14720035	50658393832208	0.6480313180872258
SRP009408	lung	wTO	0.40788380428204146	SRP009408_lung	0.5627302855415053	48	0.6201980785543115	16806968.5	41702837042319.71	17580331	20376162280082.125	0.6589494335693437
SRP009615	blood	wTO	0.13130330235403648	SRP009615_blood	0.5414095981554965	12	0.9402529660975534	20353499.5	64889759283064.99	20353499.5	64889759283064.99	0.9402529660975534
SRP009840	bone	wTO	0.7647552521054888	SRP009840_bone	0.6452045073935295	11	0.7922230854876293	34526954	42218737715533.016	34526954	42218737715533.016	0.7922230854876293
SRP009862	blood	wTO	0.20571451181282263	SRP009862_blood	0.5576756102968581	23	0.6130645929622438	6561905	21748257427790.086	6682702	20507373972662.133	0.6276432289983679
SRP009862	liver	wTO	0.5597599564998107	SRP009862_liver	0.6178047354962786	9	0.7547160304065453	13212548	22668369806519.36	13212548	22668369806519.36	0.7547160304065453
SRP009862	skin	wTO	0.9797164073098448	SRP009862_skin	0.6465548691369563	9	0.7725306474813661	10128450	16531575712235.111	10128450	16531575712235.111	0.7725306474813661
SRP010041	lung	wTO	0.6215470598530771	SRP010041_lung	0.6051028385992083	6	0.8746000133452073	23414290.5	2367267160787.8667	23414290.5	2367267160787.8667	0.8746000133452073
SRP010181	intestine	wTO	0.08181810714559165	SRP010181_intestine	0.503688123800238	26	0.5549784668757749	110888.5	2182603054.9669223	228768.5	1466198307.146154	0.7229301701491603
SRP010374	cervix	wTO	0.4558212089285461	SRP010374_cervix	0.5608838026382372	5	0.9600840860221238	9012134	7972338401457.8	9012134	7972338401457.8	0.9600840860221238
SRP010483	brain	wTO	0.13130597172757574	SRP010483_brain	0.5277924142365045	10	0.8728140234038662	9677064	23001832322613.12	9677064	23001832322613.12	0.8728140234038662
SRP010644	blood	wTO	0.07527754940337548	SRP010644_blood	0.5050530929999013	17	0.9503595763773524	4440333	33811300443513.492	4440333	33811300443513.492	0.9503595763773524
SRP010961	blood	wTO	0.43101283015231256	SRP010961_blood	0.5460593620611149	6	0.9480269256105643	13171962	586358422904	13171962	586358422904	0.9480269256105643
SRP011546	stem_cell	wTO	0.48492903096489126	SRP011546_stem_cell	0.6088484668323879	118	0.46736567641192106	27482422	63736999600535.234	27652053	63939800934189.38	0.460679062893746
SRP011903	brain	wTO	0.38974009515361446	SRP011903_brain	0.546834945828202	15	0.968544863780091	23732009	5785827686279.124	23732009	5785827686279.124	0.968544863780091
SRP011924	heart	wTO	-0.221076373139479	SRP011924_heart	0.44678501231749657	29	0.8840661402814393	16237791	9375311834522.139	16237791	9375311834522.139	0.8840661402814393
SRP012015	heart	wTO	0.4608672309865949	SRP012015_heart	0.5654819880163373	6	0.9112895613955416	10076277.5	27117672581885.867	10076277.5	27117672581885.867	0.9112895613955416
SRP012557	brain	wTO	0.09777916633655391	SRP012557_brain	0.5146005518571961	8	0.6246097037367953	27237199.5	28560144236246.98	27237199.5	28560144236246.98	0.6246097037367953
SRP012557	breast	wTO	0.3632102361167409	SRP012557_breast	0.58081459271245	16	0.7940764450806773	23208100.5	58472388647390.46	23208100.5	58472388647390.46	0.7940764450806773
SRP012585	stem_cell	wTO	0.3851582269747189	SRP012585_stem_cell	0.5896682742499557	5	0.33801259207199397	3522220	1700389842900.7222	3826675	1551352884029.3	0.3679661733707664
SRP012607	lung	wTO	0.07440139717172199	SRP012607_lung	0.49322819429576725	12	0.9521293172686756	5223713	16499114755654.387	5223713	16499114755654.387	0.9521293172686756
SRP012656	lung	wTO	-0.031710431651168616	SRP012656_lung	0.5041438847376973	36	0.6915380741065125	15166465.5	5732909900087.133	15166465.5	5732909900087.133	0.6915380741065125
SRP013021	prostate	wTO	0.13808507898515382	SRP013021_prostate	0.5733480155004287	15	0.697165008741557	13956525	569323016389530.5	13956525	569323016389530.5	0.697165008741557
SRP013299	stem_cell	wTO	0.33137903170208893	SRP013299_stem_cell	0.5403115151890887	19	0.7273337241848127	8276311	1120239033725.339	8276311	1120239033725.339	0.7273337241848127
SRP013402	skin	wTO	0.3930069223560124	SRP013402_skin	0.5996265339878271	5	0.9590638666825776	3237887	1148890868172.5	3237887	1148890868172.5	0.9590638666825776
SRP013456	kidney	wTO	0.2687011240129703	SRP013456_kidney	0.5385932238559086	6	0.9344599404718462	2067028	442504412456.7	2067028	442504412456.7	0.9344599404718462
SRP013825	brain	wTO	0.17972771747283592	SRP013825_brain	0.5329174439663618	23	0.856404725200316	2951181	1153413698165.7234	2951181	1153413698165.7234	0.856404725200316
SRP014146	skin	wTO	0.1782892138519623	SRP014146_skin	0.5423537578754392	15	0.9003468953908378	11883184	7949516181969.543	11883184	7949516181969.543	0.9003468953908378
SRP014320	blood	wTO	-0.024953372622549763	SRP014320_blood	0.49806197097610294	34	0.8832489433928564	10522689	43394342514397.83	10522689	43394342514397.83	0.8832489433928564
SRP014320	breast	wTO	0.06722074656646708	SRP014320_breast	0.5125991731409663	6	0.6302855062557328	16015006	38880894692043.48	16374272	1030250877051.1	0.9072100097101309
SRP014320	cervix	wTO	1.1334028045497289	SRP014320_cervix	0.6558451141292814	8	0.9436618197662514	9119199.5	5889890500118.696	9119199.5	5889890500118.696	0.9436618197662514
SRP014320	colon	wTO	-0.06525180115457098	SRP014320_colon	0.4696717562844963	6	0.993925000194255	18196164.5	1213168636962.2666	18196164.5	1213168636962.2666	0.993925000194255
SRP014320	liver	wTO	0.1745833718647371	SRP014320_liver	0.5123850057129324	9	0.9576178866346161	10134579	28528964545511.36	10134579	28528964545511.36	0.9576178866346161
SRP014320	muscle	wTO	0.3478257075612789	SRP014320_muscle	0.5576973745468443	10	0.8448416148651794	18709342	2682327361548.7666	18709342	2682327361548.7666	0.8448416148651794
SRP014320	skin	wTO	0.2311553435634079	SRP014320_skin	0.5537994524116243	6	0.8344050970556629	12199853	25263107562665.5	12199853	25263107562665.5	0.8344050970556629
SRP014320	stem_cell	wTO	0.9689697433362681	SRP014320_stem_cell	0.644750875714653	13	0.8400777386675694	10121720	34458880791022.6	10121720	34458880791022.6	0.8400777386675694
SRP014428	brain	wTO	0.6595858737723312	SRP014428_brain	0.5862238572573588	21	0.6140587557360145	23663787	116182163747555.8	24381123	123995652131527.47	0.6485866138436749
SRP014428	colon	wTO	-0.28083633893310855	SRP014428_colon	0.450294035125097	28	0.6023915936905304	24035798.5	32331538246607.676	24035798.5	32331538246607.676	0.6023915936905304
SRP014428	stem_cell	wTO	0.13213466233439444	SRP014428_stem_cell	0.49268014847735486	8	0.5511803998019791	23002100	5430442346804.286	23002100	5430442346804.286	0.5511803998019791
SRP014620	stem_cell	wTO	0.8618896582602087	SRP014620_stem_cell	0.656474258414864	15	0.8299871884283851	13580141	71173661026559.27	13580141	71173661026559.27	0.8299871884283851
SRP014675	brain	wTO	0.24928835815820785	SRP014675_brain	0.5475848918348376	26	0.4678880118654588	15059068	29528866523389.28	14698041	11253312405733.434	0.5182027457505445
SRP015360	spinal_cord	wTO	-0.10523836109998214	SRP015360_spinal_cord	0.48258991447819355	6	0.9660632249915169	47482203.5	95067479110366.8	47482203.5	95067479110366.8	0.9660632249915169
SRP015439	blood	wTO	0.361865648020539	SRP015439_blood	0.5632845498039352	7	0.8111350514655906	22651887	77726658664785.67	22651887	77726658664785.67	0.8111350514655906
SRP015640	kidney	wTO	0.1831495424037813	SRP015640_kidney	0.5397397440286937	5	0.9679947021145808	3515175	7119089150068.7	3515175	7119089150068.7	0.9679947021145808
SRP015640	spinal_cord	wTO	-0.15723572516940282	SRP015640_spinal_cord	0.43789657245869407	57	0.9090154041963294	2642180.5	73831362044260.98	2644352	74887310556769.42	0.9091715197397074
SRP015668	brain	wTO	0.42376373720427984	SRP015668_brain	0.5788550820889533	32	0.8650697378077828	1315936	994204320931.4395	1320813	940413146278.9637	0.8676602501752115
SRP015670	spinal_cord	wTO	-0.14442311599375432	SRP015670_spinal_cord	0.4761083211409307	40	0.8411781540561951	12639987	22093931741481.95	12639987	22093931741481.95	0.8411781540561951
SRP016059	heart	wTO	0.23513516925778674	SRP016059_heart	0.5571969436513982	6	0.5871853868247949	13571502.5	13870383891878.268	13571502.5	13870383891878.268	0.5871853868247949
SRP016140	stem_cell	wTO	0.8364578666762219	SRP016140_stem_cell	0.6862428033680921	5	0.9181495352353376	49230487	358905269209643	49230487	358905269209643	0.9181495352353376
SRP016583	skin	wTO	0.26184387894028305	SRP016583_skin	0.5037937335573766	6	0.9336400081635008	13984427.5	2188477567450	13984427.5	2188477567450	0.9336400081635008
SRP017138	blood	wTO	0.19735553613076534	SRP017138_blood	0.5366347469891117	16	0.8153073995931062	10525424.5	16342673398086.096	10525424.5	16342673398086.096	0.8153073995931062
SRP017411	cervix	wTO	0.3745442133320774	SRP017411_cervix	0.5578605794051619	14	0.4995956554314964	9683453	32031586873514.543	10753745	30571488621383.15	0.4933656853795485
SRP017575	breast	wTO	0.5842853457595849	SRP017575_breast	0.6499712621051366	52	0.8127863280061706	4743264.5	9933587660267.701	4743264.5	9933587660267.701	0.8127863280061706
SRP017631	lung	wTO	0.43319073924921025	SRP017631_lung	0.5810356860510311	8	0.9201548221684936	38751698.5	442257294463807.1	38751698.5	442257294463807.1	0.9201548221684936
SRP017933	brain	wTO	0.32326229945763363	SRP017933_brain	0.5566685720170348	25	0.7273783459580137	1180479	713157146314.0834	1180479	713157146314.0834	0.7273783459580137
SRP017959	brain	wTO	0.22046135952808857	SRP017959_brain	0.553071540221044	5	0.7966378839992087	8504891	119399688816788.8	8504891	119399688816788.8	0.7966378839992087
SRP018254	blood	wTO	0.35563160114985243	SRP018254_blood	0.5530046895313738	9	0.9758368407356841	98533071	102407538153042.11	98533071	102407538153042.11	0.9758368407356841
SRP018861	bone	wTO	0.3985045410969108	SRP018861_bone	0.5956115957232235	21	0.9490740843284625	7118897	4545492237961.434	7118897	4545492237961.434	0.9490740843284625
SRP019241	stem_cell	wTO	0.39379864192110114	SRP019241_stem_cell	0.5460656795471266	8	0.48511557096188607	6644114	5023982268676.019	7325888.5	5929047005176.839	0.6475018931684982
SRP019762	brain	wTO	0.5376342925283871	SRP019762_brain	0.5593921059446707	14	0.9302012121598267	14021091.5	1231174015556.2637	14021091.5	1231174015556.2637	0.9302012121598267
SRP019936	breast	wTO	0.6590990999038334	SRP019936_breast	0.6060800123127663	32	0.655014660154117	10593486	26835339576058.645	10593486	26835339576058.645	0.655014660154117
SRP020492	blood	wTO	0.2761139425810065	SRP020492_blood	0.5540602116376334	53	0.9757664705593362	11469549	2691983952604.537	11469549	2691983952604.537	0.9757664705593362
SRP021085	blood	wTO	0.4339299579877214	SRP021085_blood	0.5513084218154134	30	0.9632492734389628	12437413	915285137703.9126	12437413	915285137703.9126	0.9632492734389628
SRP021134	stem_cell	wTO	0.2141427141280311	SRP021134_stem_cell	0.5362642564642428	8	0.8963846401937632	9886405.5	438010865254.5	9886405.5	438010865254.5	0.8963846401937632
SRP021193	heart	wTO	-0.1771234863472424	SRP021193_heart	0.4552226905761749	40	0.49692973723525957	5236812.5	4353674480076.3286	6416126.5	4415663062974.061	0.93926487954579585
SRP021917	colon	wTO	0.5096909583849212	SRP021917_colon	0.5710081648245335	15	0.8910983261521329	4186298	9839859488426.781	4186298	9839859488426.781	0.8910983261521329
SRP021924	brain	wTO	0.22703300242149535	SRP021924_brain	0.548212886105798	5	0.9531670823274834	9209843	4612142342549.8	9209843	4612142342549.8	0.9531670823274834
SRP022028	brain	wTO	0.09407621898106364	SRP022028_brain	0.5114361952886917	8	0.8889783948801231	17082347.5	59526538499059.64	17082347.5	59526538499059.64	0.8889783948801231
SRP022054	colon	wTO	0.34822941574461475	SRP022054_colon	0.5459612701548728	13	0.4755287535628296	2398524.5	18435373181831.3	2696227	19232011467578.91	0.4883351893313418
SRP022054	liver	wTO	0.34810226181605297	SRP022054_liver	0.5722801461088274	7	0.4502881807119347	2501685	17680256891628.777	2501685	21151512467973.906	0.49524435203401906
SRP022133	blood	wTO	0.2616727977638957	SRP022133_blood	0.5253501983490168	25	0.9490749593182713	8389946	5146524410732.144	8389946	5146524410732.144	0.9490749593182713
SRP023262	breast	wTO	0.44866625881859434	SRP023262_breast	0.6373169837365893	80	0.825477907130113	6394828	20183436443780.85	6394828	20183436443780.85	0.825477907130113
SRP023550	stem_cell	wTO	0.7135212069327576	SRP023550_stem_cell	0.6566744430444658	10	0.9323968192021694	14188159	13278607112082.768	14188159	13278607112082.768	0.9323968192021694
SRP024674	prostate	wTO	0.7740026017439925	SRP024674_prostate	0.6825872937514532	6	0.9508709581251219	5556741.5	3054282439372.8	5556741.5	3054282439372.8	0.9508709581251219
SRP026013	breast	wTO	0.452583683494532	SRP026013_breast	0.5378595903444996	16	0.7253752459783309	13978926.5	18141671802406.062	13978926.5	18141671802406.062	0.7253752459783309
SRP026042	skin	wTO	0.2187803673080111	SRP026042_skin	0.49406658801373915	84	0.8592319321269299	14704770.5	31252140153393.652	14704770.5	31252140153393.652	0.8592319321269299
SRP026048	brain	wTO	0.1940918923902616	SRP026048_brain	0.5233638370516545	16	0.9590593479338199	39476394	22788592825429.33	39476394	22788592825429.33	0.9590593479338199
SRP026126	brain	wTO	0.2041054547964622	SRP026126_brain	0.5573152487832083	192	0.8463534572356464	2866771.5	6059853991039.592	2866771.5	6059853991039.592	0.8463534572356464
SRP026126	intestine	wTO	0.09118905471023496	SRP026126_intestine	0.5318244353592263	226	0.8130549091006263	3275342.5	9124661290154.623	3275342.5	9124661290154.623	0.8130549091006263
SRP026208	heart	wTO	-0.03796430596958465	SRP026208_heart	0.45523877540312974	30	0.8983119323658928	4243044	968434411545.0758	4243044	968434411545.0758	0.8983119323658928
SRP026387	prostate	wTO	0.33032969226655134	SRP026387_prostate	0.5664062855842253	13	0.8549684274972599	11032415	357430535600.2564	11032415	357430535600.2564	0.8549684274972599
SRP027258	prostate	wTO	0.1778795315301768	SRP027258_prostate	0.5310936737445502	36	0.7327277043598688	14403779.5	2747473803393.711	14403779.5	2747473803393.711	0.7327277043598688
SRP027358	blood	wTO	0.11295425617539279	SRP027358_blood	0.5141330625596829	135	0.9526743466625403	1935470	708694047549.0803	1935470	708694047549.0803	0.9526743466625403
SRP028180	lung	wTO	0.39471576483649423	SRP028180_lung	0.5863145524045983	23	0.40444557507392037	47882495	950854876133644.9	48883874	949072913787359.4	0.41088279702792224
SRP028282	prostate	wTO	0.6017542246603168	SRP028282_prostate	0.6363450916983382	10	0.9778795663845126	9708364	2452499364186.278	9708364	2452499364186.278	0.9778795663845126
SRP028336	brain	wTO	0.2866328385597741	SRP028336_brain	0.550219976886325	36	0.87363031879921	5860354.5	5299789668701.476	5860354.5	5299789668701.476	0.87363031879921
SRP028336	kidney	wTO	0.5475116384173917	SRP028336_kidney	0.5971481397807779	12	0.6260848923465075	5655338	2056510783755.182	5655338	2056510783755.182	0.6260848923465075
SRP028336	muscle	wTO	0.011166993195658744	SRP028336_muscle	0.49737081309670117	12	0.8600958099124145	6212470.5	1050709406164.4242	6212470.5	1050709406164.4242	0.8600958099124145
SRP028554	blood	wTO	0.23112683572265424	SRP028554_blood	0.530023796482876	7	0.789755129211693	41452976	19923877375255.57	41452976	19923877375255.57	0.789755129211693
SRP028554	bone	wTO	0.13470549612985666	SRP028554_bone	0.5187582101814989	5	0.8206103846902711	46217427	16768800665333.2	46217427	16768800665333.2	0.8206103846902711
SRP028594	blood	wTO	0.08439174448556078	SRP028594_blood	0.5143175421490476	31	0.8297798389906037	23259653	209388278721786.12	23259653	209388278721786.12	0.8297798389906037
SRP028594	bone	wTO	0.30718044106688996	SRP028594_bone	0.5745442883721203	23	0.8128499259132486	43320672	181098334150961.03	43320672	181098334150961.03	0.8128499259132486
SRP028705	brain	wTO	0.9074346828761346	SRP028705_brain	0.6129028604417357	9	0.9651559701820833	43022655	94926846307299.36	43022655	94926846307299.36	0.9651559701820833
SRP028738	brain	wTO	0.8185579150368424	SRP028738_brain	0.6151300666429691	8	0.19714512872071838	1942569	1279971973825.1135	2208340	126323536607.98215	0.6153002756082868
SRP028912	cervix	wTO	0.7330374259659314	SRP028912_cervix	0.6679455334275737	10	0.9122225962134994	33437872.5	12460782982409.6	33437872.5	12460782982409.6	0.9122225962134994
SRP029262	blood	wTO	0.07700863881057175	SRP029262_blood	0.5161326481146453	88	0.9051348267313598	11680785	4778673205304.781	11680785	4778673205304.781	0.9051348267313598
