ensembl_ids	type_of_gene
ENSG00000221801	miRNA
ENSG00000221703	miRNA
ENSG00000211568	miRNA
ENSG00000211579	miRNA
ENSG00000284344	miRNA
ENSG00000252153	miRNA
ENSG00000284286	miRNA
ENSG00000283207	miRNA
ENSG00000207871	miRNA
ENSG00000221288	miRNA
ENSG00000221510	miRNA
ENSG00000221537	miRNA
ENSG00000221545	miRNA
ENSG00000211591	miRNA
ENSG00000212100	miRNA
ENSG00000252454	miRNA
ENSG00000252466	miRNA
ENSG00000221331	miRNA
ENSG00000252695	miRNA
ENSG00000284251	miRNA
ENSG00000221616	miRNA
ENSG00000253030	miRNA
ENSG00000284336	miRNA
ENSG00000283899	miRNA
ENSG00000221442	miRNA
ENSG00000211491	miRNA
ENSG00000221760	miRNA
ENSG00000221214	miRNA
ENSG00000251856	miRNA
ENSG00000221369	miRNA
ENSG00000205307	protein_coding
ENSG00000204025	protein_coding
ENSG00000206869	snoRNA
ENSG00000230542	lincRNA
ENSG00000167670	protein_coding
ENSG00000206650	snoRNA
ENSG00000263666	snoRNA
ENSG00000235914	antisense_RNA
ENSG00000215367	transcribed_unitary_pseudogene
ENSG00000186019	antisense_RNA
ENSG00000207221	snoRNA
ENSG00000156273	protein_coding
ENSG00000257315	protein_coding
ENSG00000129484	protein_coding
ENSG00000041880	protein_coding
ENSG00000179776	protein_coding
ENSG00000141198	protein_coding
ENSG00000250771	transcribed_unprocessed_pseudogene
ENSG00000281591	lincRNA
ENSG00000283403	processed_transcript
ENSG00000235618	transcribed_unprocessed_pseudogene
ENSG00000235142	lincRNA
ENSG00000264814	miRNA
ENSG00000264110	miRNA
ENSG00000265396	miRNA
ENSG00000283497	miRNA
ENSG00000266690	miRNA
ENSG00000265014	miRNA
ENSG00000265847	miRNA
ENSG00000265957	miRNA
ENSG00000264657	miRNA
ENSG00000283921	miRNA
ENSG00000284411	miRNA
ENSG00000267959	miRNA
ENSG00000284557	miRNA
ENSG00000264429	miRNA
ENSG00000266291	miRNA
ENSG00000221036	miRNA
ENSG00000265306	miRNA
ENSG00000283340	miRNA
ENSG00000283532	miRNA
ENSG00000265871	miRNA
ENSG00000207617	miRNA
ENSG00000266321	miRNA
ENSG00000277243	miRNA
ENSG00000221065	miRNA
ENSG00000265539	miRNA
ENSG00000252583	miRNA
ENSG00000265214	miRNA
ENSG00000221296	miRNA
ENSG00000265520	miRNA
ENSG00000264060	miRNA
ENSG00000266458	miRNA
ENSG00000263785	miRNA
ENSG00000263414	miRNA
ENSG00000265140	miRNA
ENSG00000265831	miRNA
ENSG00000266530	miRNA
ENSG00000264675	miRNA
ENSG00000265355	miRNA
ENSG00000265806	miRNA
ENSG00000263615	miRNA
ENSG00000265056	miRNA
ENSG00000264934	miRNA
ENSG00000265981	miRNA
ENSG00000283343	miRNA
ENSG00000263793	miRNA
ENSG00000264803	miRNA
ENSG00000263573	miRNA
ENSG00000264638	miRNA
ENSG00000265537	miRNA
ENSG00000264720	miRNA
ENSG00000283429	miRNA
ENSG00000266676	miRNA
ENSG00000266243	miRNA
ENSG00000265137	miRNA
ENSG00000264788	miRNA
ENSG00000283694	miRNA
ENSG00000264226	miRNA
ENSG00000264500	miRNA
ENSG00000264559	miRNA
ENSG00000263399	miRNA
ENSG00000283152	miRNA
ENSG00000266666	miRNA
ENSG00000212017	miRNA
ENSG00000283498	miRNA
ENSG00000257381	miRNA
ENSG00000265919	miRNA
ENSG00000266436	miRNA
ENSG00000266761	miRNA
ENSG00000265007	miRNA
ENSG00000266407	miRNA
ENSG00000264823	miRNA
ENSG00000283876	miRNA
ENSG00000264800	miRNA
ENSG00000264678	miRNA
ENSG00000283603	miRNA
ENSG00000264698	miRNA
ENSG00000265134	miRNA
ENSG00000263436	miRNA
ENSG00000266745	miRNA
ENSG00000263908	miRNA
ENSG00000265251	miRNA
ENSG00000264395	miRNA
ENSG00000263512	miRNA
ENSG00000265499	miRNA
ENSG00000264725	miRNA
ENSG00000264763	miRNA
ENSG00000284547	miRNA
ENSG00000239057	miRNA
ENSG00000264661	miRNA
ENSG00000211513	miRNA
ENSG00000264014	miRNA
ENSG00000211563	miRNA
ENSG00000266508	miRNA
ENSG00000264426	miRNA
ENSG00000266215	miRNA
ENSG00000283801	miRNA
ENSG00000265841	miRNA
ENSG00000266712	miRNA
ENSG00000239118	miRNA
ENSG00000265005	miRNA
ENSG00000263890	miRNA
ENSG00000264266	miRNA
ENSG00000265333	miRNA
ENSG00000265347	miRNA
ENSG00000264157	miRNA
ENSG00000265418	miRNA
ENSG00000265789	miRNA
ENSG00000265526	miRNA
ENSG00000283622	miRNA
ENSG00000264534	miRNA
ENSG00000265565	miRNA
ENSG00000265793	miRNA
ENSG00000265112	miRNA
ENSG00000283275	miRNA
ENSG00000265237	miRNA
ENSG00000266168	miRNA
ENSG00000264171	miRNA
ENSG00000283298	miRNA
ENSG00000263752	miRNA
ENSG00000264175	miRNA
ENSG00000266189	miRNA
ENSG00000266104	miRNA
ENSG00000283690	miRNA
ENSG00000264358	miRNA
ENSG00000265724	miRNA
ENSG00000265322	miRNA
ENSG00000264760	miRNA
ENSG00000265725	miRNA
ENSG00000264633	miRNA
ENSG00000263742	miRNA
ENSG00000266015	miRNA
ENSG00000266396	miRNA
ENSG00000265373	miRNA
ENSG00000264755	miRNA
ENSG00000266518	miRNA
ENSG00000284305	miRNA
ENSG00000284172	miRNA
ENSG00000266329	miRNA
ENSG00000263967	miRNA
ENSG00000283522	miRNA
ENSG00000265321	miRNA
ENSG00000263746	miRNA
ENSG00000265932	miRNA
ENSG00000283572	miRNA
ENSG00000276326	miRNA
ENSG00000265195	miRNA
ENSG00000264947	miRNA
ENSG00000266663	miRNA
ENSG00000266232	miRNA
ENSG00000265392	miRNA
ENSG00000283296	miRNA
ENSG00000221603	miRNA
ENSG00000263602	miRNA
ENSG00000265407	miRNA
ENSG00000266226	miRNA
ENSG00000264607	miRNA
ENSG00000263762	miRNA
ENSG00000264005	miRNA
ENSG00000265432	miRNA
ENSG00000221190	miRNA
ENSG00000264370	miRNA
ENSG00000265176	miRNA
ENSG00000263476	miRNA
ENSG00000263628	miRNA
ENSG00000264354	miRNA
ENSG00000266192	miRNA
ENSG00000265657	miRNA
ENSG00000283469	miRNA
ENSG00000265682	miRNA
ENSG00000284324	miRNA
ENSG00000265172	miRNA
ENSG00000264553	miRNA
ENSG00000283225	miRNA
ENSG00000283420	miRNA
ENSG00000263693	miRNA
ENSG00000266555	miRNA
ENSG00000283469	miRNA
ENSG00000284399	miRNA
ENSG00000284055	miRNA
ENSG00000266180	miRNA
ENSG00000266454	miRNA
ENSG00000266299	miRNA
ENSG00000283775	miRNA
ENSG00000283340	miRNA
ENSG00000264931	miRNA
ENSG00000265820	miRNA
ENSG00000264850	miRNA
ENSG00000266463	miRNA
ENSG00000265873	miRNA
ENSG00000264603	miRNA
ENSG00000265623	miRNA
ENSG00000266211	miRNA
ENSG00000265165	miRNA
ENSG00000264349	miRNA
ENSG00000264493	miRNA
ENSG00000263681	miRNA
ENSG00000264757	miRNA
ENSG00000266645	miRNA
ENSG00000265965	miRNA
ENSG00000266580	miRNA
ENSG00000266423	miRNA
ENSG00000266649	miRNA
ENSG00000284272	miRNA
ENSG00000265435	miRNA
ENSG00000263436	miRNA
ENSG00000264073	miRNA
ENSG00000284385	miRNA
ENSG00000253008	miRNA
ENSG00000266235	miRNA
ENSG00000265376	miRNA
ENSG00000265252	miRNA
ENSG00000266581	miRNA
ENSG00000264572	miRNA
ENSG00000265846	miRNA
ENSG00000265215	miRNA
ENSG00000254709	protein_coding
ENSG00000100281	protein_coding
ENSG00000256797	protein_coding
ENSG00000100284	protein_coding
ENSG00000095370	protein_coding
ENSG00000125731	protein_coding
ENSG00000256618	protein_coding
ENSG00000269028	protein_coding
ENSG00000256222	protein_coding
ENSG00000232196	protein_coding
ENSG00000249860	protein_coding
ENSG00000270672	protein_coding
ENSG00000282017	protein_coding
ENSG00000255823	protein_coding
ENSG00000256045	protein_coding
ENSG00000013619	protein_coding
ENSG00000125815	protein_coding
ENSG00000010017	protein_coding
ENSG00000241135	lincRNA
ENSG00000230448	lincRNA
ENSG00000237248	lincRNA
ENSG00000197816	protein_coding
ENSG00000254876	processed_transcript
ENSG00000105993	protein_coding
ENSG00000113361	protein_coding
ENSG00000265596	miRNA
ENSG00000265917	miRNA
ENSG00000263634	miRNA
ENSG00000284135	miRNA
ENSG00000283534	miRNA
ENSG00000283938	miRNA
ENSG00000264566	miRNA
ENSG00000284163	miRNA
ENSG00000263697	miRNA
ENSG00000266643	miRNA
ENSG00000266151	miRNA
ENSG00000264901	miRNA
ENSG00000266043	miRNA
ENSG00000265635	miRNA
ENSG00000266698	miRNA
ENSG00000266019	miRNA
ENSG00000284325	miRNA
ENSG00000266855	miRNA
ENSG00000263730	miRNA
ENSG00000263885	miRNA
ENSG00000265304	miRNA
ENSG00000264342	miRNA
ENSG00000266320	miRNA
ENSG00000284542	miRNA
ENSG00000266533	miRNA
ENSG00000264069	miRNA
ENSG00000207573	miRNA
ENSG00000264249	miRNA
ENSG00000283936	miRNA
ENSG00000264747	miRNA
ENSG00000265810	miRNA
ENSG00000265878	miRNA
ENSG00000284180	miRNA
ENSG00000283523	miRNA
ENSG00000263763	miRNA
ENSG00000264511	miRNA
ENSG00000284503	miRNA
ENSG00000264295	miRNA
ENSG00000263744	miRNA
ENSG00000283212	miRNA
ENSG00000265872	miRNA
ENSG00000284186	miRNA
ENSG00000283881	miRNA
ENSG00000265452	miRNA
ENSG00000265558	miRNA
ENSG00000264115	miRNA
ENSG00000284154	miRNA
ENSG00000265996	miRNA
ENSG00000266449	miRNA
ENSG00000266016	miRNA
ENSG00000265828	miRNA
ENSG00000284351	miRNA
ENSG00000264897	miRNA
ENSG00000284140	miRNA
ENSG00000266325	miRNA
ENSG00000275708	miRNA
ENSG00000207704	miRNA
ENSG00000265641	miRNA
ENSG00000263597	miRNA
ENSG00000265442	miRNA
ENSG00000265213	miRNA
ENSG00000283677	miRNA
ENSG00000265456	miRNA
ENSG00000266206	miRNA
ENSG00000265075	miRNA
ENSG00000283874	miRNA
ENSG00000266509	miRNA
ENSG00000264013	miRNA
ENSG00000263811	miRNA
ENSG00000265193	miRNA
ENSG00000263813	miRNA
ENSG00000263514	miRNA
ENSG00000283409	miRNA
ENSG00000264105	miRNA
ENSG00000264139	miRNA
ENSG00000207771	miRNA
ENSG00000264089	miRNA
ENSG00000263894	miRNA
ENSG00000266287	miRNA
ENSG00000211991	miRNA
ENSG00000284159	miRNA
ENSG00000266370	miRNA
ENSG00000266228	miRNA
ENSG00000265281	miRNA
ENSG00000266782	miRNA
ENSG00000265658	miRNA
ENSG00000207688	miRNA
ENSG00000272230	miRNA
ENSG00000266071	miRNA
ENSG00000263861	miRNA
ENSG00000266617	miRNA
ENSG00000265083	miRNA
ENSG00000264141	miRNA
ENSG00000283351	miRNA
ENSG00000264405	miRNA
ENSG00000265102	miRNA
ENSG00000266751	miRNA
ENSG00000264163	miRNA
ENSG00000284147	miRNA
ENSG00000264864	miRNA
ENSG00000266655	miRNA
ENSG00000263918	miRNA
ENSG00000265395	miRNA
ENSG00000283858	miRNA
ENSG00000283885	miRNA
ENSG00000283960	miRNA
ENSG00000283956	miRNA
ENSG00000263600	miRNA
ENSG00000264397	miRNA
ENSG00000265462	miRNA
ENSG00000284352	miRNA
ENSG00000281156	miRNA
ENSG00000263945	miRNA
ENSG00000283278	miRNA
ENSG00000255359	protein_coding
ENSG00000283154	protein_coding
ENSG00000267712	lincRNA
ENSG00000205293	lincRNA
ENSG00000230601	protein_coding
ENSG00000280726	lincRNA
ENSG00000267107	lincRNA
ENSG00000234265	lincRNA
ENSG00000227354	antisense_RNA
ENSG00000234855	antisense_RNA
ENSG00000248809	lincRNA
ENSG00000223715	lincRNA
ENSG00000196605	protein_coding
ENSG00000227356	lincRNA
ENSG00000227306	lincRNA
ENSG00000281633	lincRNA
ENSG00000281240	lincRNA
ENSG00000259330	protein_coding
ENSG00000261683	lincRNA
ENSG00000076928	protein_coding
ENSG00000236668	antisense_RNA
ENSG00000204913	protein_coding
ENSG00000241696	lincRNA
ENSG00000250988	antisense_RNA
ENSG00000260268	lincRNA
ENSG00000184224	lincRNA
ENSG00000254887	processed_transcript
ENSG00000234945	antisense_RNA
ENSG00000248677	lincRNA
ENSG00000224259	lincRNA
ENSG00000235033	antisense_RNA
ENSG00000225733	antisense_RNA
ENSG00000245849	processed_transcript
ENSG00000246422	antisense_RNA
ENSG00000253138	lincRNA
ENSG00000237767	lincRNA
ENSG00000246145	lincRNA
ENSG00000246859	antisense_RNA
ENSG00000259511	protein_coding
ENSG00000268061	antisense_RNA
ENSG00000240024	transcribed_unprocessed_pseudogene
ENSG00000224660	antisense_RNA
ENSG00000267058	lincRNA
ENSG00000223522	antisense_RNA
ENSG00000253658	lincRNA
ENSG00000262221	protein_coding
ENSG00000180386	protein_coding
ENSG00000247516	lincRNA
ENSG00000122432	protein_coding
ENSG00000227039	antisense_RNA
ENSG00000263186	protein_coding
ENSG00000212657	protein_coding
ENSG00000269609	processed_transcript
ENSG00000185040	protein_coding
ENSG00000281950	protein_coding
ENSG00000227290	lincRNA
ENSG00000232442	antisense_RNA
ENSG00000260676	lincRNA
ENSG00000234859	antisense_RNA
ENSG00000262603	antisense_RNA
ENSG00000223891	lincRNA
ENSG00000233693	antisense_RNA
ENSG00000263958	lincRNA
ENSG00000250427	lincRNA
ENSG00000268001	antisense_RNA
ENSG00000261780	processed_transcript
ENSG00000227477	lincRNA
ENSG00000267014	lincRNA
ENSG00000280693	antisense_RNA
ENSG00000261194	lincRNA
ENSG00000214293	lincRNA
ENSG00000218739	protein_coding
ENSG00000233153	antisense_RNA
ENSG00000229921	lincRNA
ENSG00000234456	processed_transcript
ENSG00000226387	antisense_RNA
ENSG00000248228	sense_intronic
ENSG00000247828	antisense_RNA
ENSG00000260735	antisense_RNA
ENSG00000282091	antisense_RNA
ENSG00000225742	lincRNA
ENSG00000232560	lincRNA
ENSG00000237401	lincRNA
ENSG00000258548	lincRNA
ENSG00000230679	antisense_RNA
ENSG00000257711	antisense_RNA
ENSG00000115221	protein_coding
ENSG00000248771	protein_coding
ENSG00000185863	protein_coding
ENSG00000248323	lincRNA
ENSG00000224243	lincRNA
ENSG00000230510	protein_coding
ENSG00000248329	protein_coding
ENSG00000245148	antisense_RNA
ENSG00000284693	lincRNA
ENSG00000229688	antisense_RNA
ENSG00000268006	antisense_RNA
ENSG00000250334	lincRNA
ENSG00000273265	lincRNA
ENSG00000270084	antisense_RNA
ENSG00000205858	protein_coding
ENSG00000234171	antisense_RNA
ENSG00000261556	transcribed_unprocessed_pseudogene
ENSG00000245598	antisense_RNA
ENSG00000258525	antisense_RNA
ENSG00000254480	lincRNA
ENSG00000261777	processed_transcript
ENSG00000276276	protein_coding
ENSG00000228696	protein_coding
ENSG00000275748	protein_coding
ENSG00000185829	protein_coding
ENSG00000248319	lincRNA
ENSG00000233834	processed_transcript
ENSG00000223478	antisense_RNA
ENSG00000250968	lincRNA
ENSG00000236502	lincRNA
ENSG00000255507	antisense_RNA
ENSG00000233901	lincRNA
ENSG00000248872	lincRNA
ENSG00000257660	lincRNA
ENSG00000232139	lincRNA
ENSG00000179240	protein_coding
ENSG00000250116	antisense_RNA
ENSG00000243749	protein_coding
ENSG00000225231	lincRNA
ENSG00000171116	protein_coding
ENSG00000258779	lincRNA
ENSG00000234693	antisense_RNA
ENSG00000232759	antisense_RNA
ENSG00000224973	processed_transcript
ENSG00000238197	antisense_RNA
ENSG00000246067	lincRNA
ENSG00000253563	antisense_RNA
ENSG00000215403	antisense_RNA
ENSG00000240747	protein_coding
ENSG00000251364	antisense_RNA
ENSG00000237862	sense_intronic
ENSG00000250590	lincRNA
ENSG00000229727	processed_transcript
ENSG00000206552	antisense_RNA
ENSG00000272902	lincRNA
ENSG00000233760	lincRNA
ENSG00000235092	antisense_RNA
ENSG00000216895	antisense_RNA
ENSG00000251381	lincRNA
ENSG00000247498	antisense_RNA
ENSG00000283036	lincRNA
ENSG00000237945	antisense_RNA
ENSG00000227811	antisense_RNA
ENSG00000229851	antisense_RNA
ENSG00000253738	antisense_RNA
ENSG00000246523	lincRNA
ENSG00000267710	protein_coding
ENSG00000205231	antisense_RNA
ENSG00000238194	antisense_RNA
ENSG00000234380	antisense_RNA
ENSG00000263267	processed_transcript
ENSG00000275886	processed_transcript
ENSG00000262061	processed_transcript
ENSG00000226419	antisense_RNA
ENSG00000272695	lincRNA
ENSG00000159216	protein_coding
ENSG00000228496	sense_intronic
ENSG00000249748	antisense_RNA
ENSG00000258700	lincRNA
ENSG00000225572	antisense_RNA
ENSG00000233639	processed_transcript
ENSG00000236830	processed_transcript
ENSG00000259129	lincRNA
ENSG00000249341	sense_intronic
ENSG00000224184	lincRNA
ENSG00000249700	processed_transcript
ENSG00000249550	lincRNA
ENSG00000236144	antisense_RNA
ENSG00000225649	processed_transcript
ENSG00000240973	lincRNA
ENSG00000235123	antisense_RNA
ENSG00000244968	antisense_RNA
ENSG00000272568	antisense_RNA
ENSG00000258586	lincRNA
ENSG00000182873	antisense_RNA
ENSG00000239314	antisense_RNA
ENSG00000281404	lincRNA
ENSG00000233123	lincRNA
ENSG00000259284	lincRNA
ENSG00000247595	protein_coding
ENSG00000269186	lincRNA
ENSG00000235513	antisense_RNA
ENSG00000257279	antisense_RNA
ENSG00000282033	lincRNA
ENSG00000249693	protein_coding
ENSG00000260456	protein_coding
ENSG00000233038	antisense_RNA
ENSG00000225361	antisense_RNA
ENSG00000258301	lincRNA
ENSG00000257176	antisense_RNA
ENSG00000276476	lincRNA
ENSG00000224424	antisense_RNA
ENSG00000260034	antisense_RNA
ENSG00000273814	protein_coding
ENSG00000197822	protein_coding
ENSG00000245614	antisense_RNA
ENSG00000248008	antisense_RNA
ENSG00000254584	antisense_RNA
ENSG00000265544	sense_intronic
ENSG00000230319	antisense_RNA
ENSG00000229558	lincRNA
ENSG00000226770	lincRNA
ENSG00000259673	lincRNA
ENSG00000215246	antisense_RNA
ENSG00000281019	antisense_RNA
ENSG00000256546	processed_transcript
ENSG00000280651	processed_transcript
ENSG00000228288	antisense_RNA
ENSG00000232977	lincRNA
ENSG00000258675	lincRNA
ENSG00000281649	lincRNA
ENSG00000215067	antisense_RNA
ENSG00000242385	antisense_RNA
ENSG00000234736	antisense_RNA
ENSG00000205045	protein_coding
ENSG00000238120	antisense_RNA
ENSG00000204403	polymorphic_pseudogene
ENSG00000163633	protein_coding
ENSG00000235529	sense_intronic
ENSG00000267532	antisense_RNA
ENSG00000239877	antisense_RNA
ENSG00000231507	lincRNA
ENSG00000281103	antisense_RNA
ENSG00000265148	antisense_RNA
ENSG00000229015	transcribed_unprocessed_pseudogene
ENSG00000281736	lincRNA
ENSG00000250584	lincRNA
ENSG00000231768	lincRNA
ENSG00000226856	lincRNA
ENSG00000231105	antisense_RNA
ENSG00000227630	lincRNA
ENSG00000239523	antisense_RNA
ENSG00000251350	lincRNA
ENSG00000226237	lincRNA
ENSG00000226808	lincRNA
ENSG00000224792	transcribed_processed_pseudogene
ENSG00000237298	antisense_RNA
ENSG00000258231	lincRNA
ENSG00000259728	transcribed_unprocessed_pseudogene
ENSG00000236753	processed_transcript
ENSG00000228412	antisense_RNA
ENSG00000274744	protein_coding
ENSG00000231638	antisense_RNA
ENSG00000236709	sense_intronic
ENSG00000249833	antisense_RNA
ENSG00000233355	antisense_RNA
ENSG00000232677	lincRNA
ENSG00000225881	antisense_RNA
ENSG00000236810	antisense_RNA
ENSG00000257151	lincRNA
ENSG00000241472	processed_transcript
ENSG00000258390	lincRNA
ENSG00000261949	protein_coding
ENSG00000227877	protein_coding
ENSG00000271270	antisense_RNA
ENSG00000237399	antisense_RNA
ENSG00000250366	protein_coding
ENSG00000261594	protein_coding
ENSG00000246090	antisense_RNA
ENSG00000204583	protein_coding
ENSG00000228109	antisense_RNA
ENSG00000227244	lincRNA
ENSG00000224382	lincRNA
ENSG00000239653	antisense_RNA
ENSG00000224743	antisense_RNA
ENSG00000254064	antisense_RNA
ENSG00000227375	antisense_RNA
ENSG00000251497	lincRNA
ENSG00000250298	protein_coding
ENSG00000230537	lincRNA
ENSG00000236036	lincRNA
ENSG00000280543	sense_intronic
ENSG00000258725	antisense_RNA
ENSG00000238266	lincRNA
ENSG00000237166	lincRNA
ENSG00000232170	lincRNA
ENSG00000255521	antisense_RNA
ENSG00000253837	processed_transcript
ENSG00000226685	protein_coding
ENSG00000225439	antisense_RNA
ENSG00000281706	lincRNA
ENSG00000203585	lincRNA
ENSG00000281207	antisense_RNA
ENSG00000230269	lincRNA
ENSG00000235519	lincRNA
ENSG00000256162	protein_coding
ENSG00000243832	lincRNA
ENSG00000278338	antisense_RNA
ENSG00000163597	processed_transcript
ENSG00000247363	lincRNA
ENSG00000228495	lincRNA
ENSG00000223403	lincRNA
ENSG00000235661	lincRNA
ENSG00000247708	antisense_RNA
ENSG00000239513	lincRNA
ENSG00000259082	lincRNA
ENSG00000245498	antisense_RNA
ENSG00000261221	protein_coding
ENSG00000248932	antisense_RNA
ENSG00000244926	antisense_RNA
ENSG00000260260	lincRNA
ENSG00000227954	antisense_RNA
ENSG00000253716	antisense_RNA
ENSG00000272589	antisense_RNA
ENSG00000261760	transcribed_unprocessed_pseudogene
ENSG00000253457	protein_coding
ENSG00000229124	antisense_RNA
ENSG00000233857	processed_transcript
ENSG00000230674	processed_transcript
ENSG00000225426	processed_transcript
ENSG00000229383	processed_transcript
ENSG00000235788	processed_transcript
ENSG00000224446	processed_transcript
ENSG00000226687	processed_transcript
ENSG00000224582	antisense_RNA
ENSG00000267169	antisense_RNA
ENSG00000251138	lincRNA
ENSG00000233844	sense_intronic
ENSG00000182230	protein_coding
ENSG00000249717	antisense_RNA
ENSG00000243818	antisense_RNA
ENSG00000237222	lincRNA
ENSG00000254703	antisense_RNA
ENSG00000247675	antisense_RNA
ENSG00000224533	antisense_RNA
ENSG00000234956	lincRNA
ENSG00000265096	antisense_RNA
ENSG00000261115	protein_coding
ENSG00000269956	antisense_RNA
ENSG00000234787	lincRNA
ENSG00000267470	antisense_RNA
ENSG00000282643	antisense_RNA
ENSG00000253267	antisense_RNA
ENSG00000282001	antisense_RNA
ENSG00000233051	protein_coding
ENSG00000183214	protein_coding
ENSG00000204520	protein_coding
ENSG00000231225	protein_coding
ENSG00000235233	protein_coding
ENSG00000251602	antisense_RNA
ENSG00000241131	lincRNA
ENSG00000279968	protein_coding
ENSG00000233140	processed_transcript
ENSG00000204261	lincRNA
ENSG00000235540	processed_transcript
ENSG00000233089	processed_transcript
ENSG00000206232	processed_transcript
ENSG00000234365	processed_transcript
ENSG00000231591	processed_transcript
ENSG00000206296	processed_transcript
ENSG00000253380	lincRNA
ENSG00000248079	lincRNA
ENSG00000234942	antisense_RNA
