project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	median_spearman	counts_sample_sums_median	counts_sample_sums_variance
SRP012682	nerve	RPKM	0.2844721515313002	0.5423176444573983	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	RPKM	0.356029306600032	0.5552983794354986	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	RPKM	0.5264238060376618	0.5993092354165128	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	RPKM	0.34606701129088546	0.5569905605793792	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	RPKM	0.284913511444112	0.5507146714530791	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	RPKM	0.4136533349416927	0.5760169094783123	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	RPKM	0.17035392258694426	0.5313874775843033	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	RPKM	0.2932304053401005	0.5629895418114756	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	RPKM	0.4487192045716855	0.5603266209204776	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	RPKM	0.43629028281742527	0.5880174707790502	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	RPKM	0.17868778286126355	0.5385977238038322	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	RPKM	0.4011164076839301	0.5499425919401801	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	RPKM	0.27407413205559616	0.5372271738178824	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	RPKM	0.1511817663259031	0.5319136369712396	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	RPKM_quantile	0.3415676218095347	0.5469697744047153	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	RPKM_quantile	0.26179397186284203	0.5423389651300567	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	RPKM_quantile	0.048089523300324885	0.5167992256883736	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	RPKM_quantile	0.3637959493394773	0.5565909084434679	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	RPKM_quantile	0.42575155393452624	0.544937634213511	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	RPKM_quantile	0.16331186456953467	0.5232761835900419	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	RPKM_quantile	0.2548447292658286	0.5467919624620663	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	RPKM_quantile	0.21725125745881646	0.5382829506820599	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	RPKM_quantile	0.08818314831033663	0.5211544260323535	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	RPKM_quantile	0.11717935693525187	0.5378333944545375	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	RPKM_quantile	0.10506751012144849	0.5310123052436211	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	RPKM_quantile	0.11851546328284518	0.5318095924935733	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	RPKM_quantile	0.309225100141243	0.5511438387229646	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	RPKM_quantile	0.30679556124713026	0.5495482231858659	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	RPKM_quantile	0.4139194476189379	0.5629678788213823	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	RPKM_quantile	0.2866946340582816	0.547086500343994	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	RPKM_quantile	0.42720529470096924	0.5627218826984972	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	RPKM_quantile	0.24828572785339734	0.5385777735523334	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	RPKM_quantile	0.3589875614233274	0.5522038925541892	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	RPKM_quantile	0.403334017620328	0.5589022458611907	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	RPKM_quantile	0.28663285884506284	0.5472533260644923	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	RPKM_quantile	0.24626730631761468	0.541341687147451	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	RPKM_quantile	0.18790679656333056	0.5395991486930143	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	RPKM_quantile	0.12658983584725425	0.5262194964225273	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	RPKM_quantile	0.15788633332205768	0.5377340640375223	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	RPKM_quantile	0.42201853257861205	0.5548149742894566	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	RPKM_quantile	0.16826219570058515	0.5418099799944684	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	RPKM_quantile	0.278654896356955	0.5576807291581645	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	RPKM_quantile	0.3500946662939771	0.5417151666201789	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	RPKM_quantile	0.288265852597195	0.5373691223403512	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	RPKM_quantile	0.15065602301783826	0.5310680388261062	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	TPM	0.41065729381059807	0.5729153481174762	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	TPM	0.3703432310688972	0.5738166292458118	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	TPM	0.08791303958164133	0.526460923839295	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	TPM	0.3189418633271665	0.5683418974663255	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	TPM	0.47336571000349037	0.5622566994943554	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	TPM	0.2503083663792006	0.5593581330263078	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TPM	0.34911664069747705	0.5669450177942963	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TPM	0.22094803522511205	0.5486751700304922	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TPM	0.1006092990578547	0.5239832812244458	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TPM	0.27981993162071006	0.5634225938820236	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	TPM	0.20634619341244084	0.5520821144727961	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	TPM	0.08828190215562932	0.5271092763900924	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TPM	0.5489549814132612	0.6014683888724903	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TPM	0.5088266317683976	0.58690801335797	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TPM	0.6133771897452127	0.6119222747483946	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TPM	0.386874887330805	0.576327149838562	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TPM	0.5990105532736015	0.6116919970422714	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TPM	0.3020207777073757	0.5550015515977975	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TPM	0.4003203804868373	0.5681358859224019	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TPM	0.5250715447378794	0.6006928999331649	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	TPM	0.44951832053951946	0.5766842225843902	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	TPM	0.45580065358720523	0.5840357477404723	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	TPM	0.4837966371434617	0.5849474586325414	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	TPM	0.2256375596822847	0.5463844976966357	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	TPM	0.4204356974330717	0.5817375542555965	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	TPM	0.476341998691961	0.5758521354537152	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	TPM	0.4810699798116598	0.5893334083184527	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	TPM	0.19746309904199927	0.5448889719750696	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	TPM	0.430577812045183	0.5736191383971345	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	TPM	0.2942008327380819	0.5465854900621707	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	TPM	0.17644460962274075	0.5424384632319743	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	TPM_quantile	0.3430359000544325	0.5470443135277492	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	TPM_quantile	0.2609404263390462	0.5421294246489197	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	TPM_quantile	0.04883907079118358	0.5169689979084069	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	TPM_quantile	0.3773262501402978	0.5573222664384048	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	TPM_quantile	0.43083202544206295	0.5446790681035054	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	TPM_quantile	0.1601652974521431	0.5230892500198934	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TPM_quantile	0.2561103386862375	0.5465332285962177	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TPM_quantile	0.2110764567036272	0.5384114161652178	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TPM_quantile	0.08730895650972469	0.5210282662283134	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TPM_quantile	0.11118632294775378	0.5372586859798503	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	TPM_quantile	0.09792900429321776	0.530525746753483	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	TPM_quantile	0.11822689095432456	0.531834948089454	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TPM_quantile	0.30583347544727285	0.5507270939465343	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TPM_quantile	0.30685791043407384	0.5497264703008113	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TPM_quantile	0.412028021038492	0.562628780072373	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TPM_quantile	0.28057432456518366	0.5469904339847744	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TPM_quantile	0.42150935030064585	0.5617988211570264	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TPM_quantile	0.2532552656510193	0.5385990016206961	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TPM_quantile	0.36963038112940266	0.5521672404079254	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TPM_quantile	0.402946231564093	0.5583771472247463	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	TPM_quantile	0.2842084160802222	0.5471769389232577	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	TPM_quantile	0.24700612009167505	0.5414403511103956	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	TPM_quantile	0.1888747467206644	0.5399323951587576	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	TPM_quantile	0.12420320267171181	0.526050440871586	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	TPM_quantile	0.15677468102778105	0.5379145090619204	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	TPM_quantile	0.42534750194665927	0.5548492984221411	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	TPM_quantile	0.16267625489658205	0.5414988013167203	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	TPM_quantile	0.2737395263939311	0.5570694525790714	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	TPM_quantile	0.3485869677156571	0.5417572907690555	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	TPM_quantile	0.2904182778636546	0.5377327864139261	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	TPM_quantile	0.14653690347450452	0.5313085301627325	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	CLR	0.5404871055162849	0.5973485399686069	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	CLR	0.4441542730198637	0.5795594537557918	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	CLR	0.20376727329857147	0.5465022196272002	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	CLR	0.45193970994214683	0.5750073019789852	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	CLR	0.5581979328852815	0.5911560185627422	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	CLR	0.30862955122872493	0.578120809423126	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CLR	0.5032351333336209	0.5808469789412811	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CLR	0.4911765487323661	0.5821801338302066	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CLR	0.1550596136096132	0.5397783726357375	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CLR	0.46747295633963803	0.5751818365824874	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	CLR	0.4226244056399022	0.5692039002456113	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	CLR	0.25823089351540846	0.5623332276381916	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CLR	0.5015819036106152	0.5995439557536884	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CLR	0.44773528365946896	0.5866122605561941	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CLR	0.534967379923636	0.6043198113097787	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CLR	0.4652810335861741	0.591308412178023	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CLR	0.5568902653065583	0.6075343339330175	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CLR	0.47638324385459996	0.5929742272123804	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CLR	0.4908747846057169	0.5892569985358023	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CLR	0.5353088708855703	0.6024723107370846	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	CLR	0.49853890204869206	0.5900113071638771	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	CLR	0.4844274676498086	0.5852461514200513	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	CLR	0.4612297644805268	0.5845909659196877	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	CLR	0.4178707371408464	0.5681982032533597	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	CLR	0.38977729783340015	0.5705869517819337	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	CLR	0.553179335817613	0.5899356957365853	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	CLR	0.4086472936972032	0.5871004742589321	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	CLR	0.296600142772662	0.5622143942614457	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	CLR	0.5232925433438712	0.5926602013128104	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	CLR	0.44742863945719596	0.572854712454955	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	CLR	0.3878640390346286	0.5678611862367688	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	quantile_CLR	0.39124262946837157	0.5493604343378138	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	quantile_CLR	0.34560597890018324	0.5450414989923047	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	quantile_CLR	0.08738851933788372	0.5221350474503197	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	quantile_CLR	0.36469285223959713	0.5580166423533228	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	quantile_CLR	0.41481187563740834	0.5507065112874443	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	quantile_CLR	0.21296691911281157	0.5246526846394772	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	quantile_CLR	0.3502204127784576	0.5536627422452511	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	quantile_CLR	0.3097273284647283	0.541750338059046	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	quantile_CLR	0.10980234722545479	0.5220432216701738	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	quantile_CLR	0.3085763039230063	0.5438772872657864	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	quantile_CLR	0.29197869535654514	0.5401540938560174	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	quantile_CLR	0.11527398078664855	0.530445149658135	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	quantile_CLR	0.36462451688592035	0.5516714566160772	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	quantile_CLR	0.34089815708601834	0.5507970360913532	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	quantile_CLR	0.4411942631962484	0.5648829653773646	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	quantile_CLR	0.326234727024306	0.5473518874023284	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	quantile_CLR	0.42482523255085336	0.5621823355309061	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	quantile_CLR	0.31535088482960155	0.542773571368798	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	quantile_CLR	0.3351271847135835	0.5528773089658898	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	quantile_CLR	0.40933768720088154	0.5581762176052507	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	quantile_CLR	0.3538569340828979	0.552765842468034	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	quantile_CLR	0.31996493070576437	0.5428465354793843	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	quantile_CLR	0.3107118667425637	0.5435242079256568	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	quantile_CLR	0.26836745350894853	0.5358821297054419	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	quantile_CLR	0.29719412526239425	0.5432675405068039	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	quantile_CLR	0.42286343062490767	0.5557964539784734	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	quantile_CLR	0.3463725929106659	0.5458065084039845	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	quantile_CLR	0.18209642826008732	0.545682080971801	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	quantile_CLR	0.39139662619693655	0.5465253764082263	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	quantile_CLR	0.3076850584424192	0.5406685897655734	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	quantile_CLR	0.29257771374529606	0.5383768041624535	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	TMM_CLR	0.5418575117084629	0.6009519484787234	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	TMM_CLR	0.4492160662683503	0.5836826201671101	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	TMM_CLR	0.20750228363084722	0.5543754843456554	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	TMM_CLR	0.47581641203122965	0.5915924601508777	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	TMM_CLR	0.5551649804575445	0.5921455377915663	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	TMM_CLR	0.30687160361439625	0.5778646295420913	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TMM_CLR	0.48577087986128864	0.5835219793671058	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TMM_CLR	0.4889099563061814	0.5894327882001562	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TMM_CLR	0.21301271496914337	0.5510925911034974	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TMM_CLR	0.49775202874778884	0.578119293891632	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	TMM_CLR	0.4477486575032603	0.5742127229505058	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	TMM_CLR	0.24108861425392777	0.5706394989579167	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TMM_CLR	0.49922287450047914	0.5974922546506605	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TMM_CLR	0.47143308068610157	0.5896126875936716	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TMM_CLR	0.5534349467220824	0.6016019214457629	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TMM_CLR	0.4761696893355613	0.5960725794689097	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TMM_CLR	0.5538895676370781	0.6027471880943267	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TMM_CLR	0.47896766710855754	0.594195591758762	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TMM_CLR	0.49863697330695095	0.5929901878512283	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TMM_CLR	0.5598245943325885	0.5994367894204515	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	TMM_CLR	0.49981466339407177	0.5933118606885728	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	TMM_CLR	0.474631828968805	0.5880932845198004	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	TMM_CLR	0.49977585456930224	0.5840185330675922	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	TMM_CLR	0.4137488718187689	0.5721729651736496	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	TMM_CLR	0.43517531507423596	0.5652935643352066	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	TMM_CLR	0.5540036552324555	0.5947578243099088	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	TMM_CLR	0.5569084622042391	0.5816166995005005	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	TMM_CLR	0.2737274212938166	0.5659565386195027	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	TMM_CLR	0.5239371031171605	0.5933620590435567	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	TMM_CLR	0.45534985711600623	0.5775977379353208	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	TMM_CLR	0.4496627897124491	0.5730509509421609	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
