project	tissue	method	log2_auprc_over_prior	log2_p20r	auROC	data_transformation	sample_num	counts_sample_sums_variance	median_spearman
SRP012682	bone_marrow	WTO	0.4046436312406363	0.7618302925044848	0.5889456073001789	asinh	102	42049900457199.79	0.9928019473064187
SRP012682	breast	WTO	0.9911239958776056	1.561779293289137	0.6919821639932806	asinh	218	18879247457177.68	0.8302414835111974
SRP012682	cervix_uteri	WTO	0.5312459652139742	0.5705619601034152	0.6357812513724994	asinh	11	5000055391623.473	0.8542408684699819
SRP012682	colon	WTO	0.0645341304336803	0.08647690198592187	0.5191470590750917	asinh	376	19519544599157.188	0.8005994571042859
SRP012682	fallopian_tube	WTO	1.9072917468050476	2.8791187860377536	0.8112933647984271	asinh	7	23996813030299.906	0.8610602932806956
SRP012682	heart	WTO	-0.13000755725902077	-0.374413355643219	0.48225824168527964	asinh	489	39369470293725.52	0.8295588197843352
SRP012682	kidney	WTO	0.2136334682112858	0.525758409081851	0.5441616468032713	asinh	36	22272752539960.25	0.7985829147013058
SRP012682	liver	WTO	0.5403630186486391	0.8963445358475123	0.6022366309491538	asinh	136	43479116110667.48	0.8611651199044741
SRP012682	lung	WTO	0.01300823721265521	0.14156021176388794	0.5072393219342821	asinh	374	43149889822933.25	0.8357935494798248
SRP012682	muscle	WTO	0.24697211958879234	0.27761736318118796	0.5492483531139705	asinh	475	41509031431766.15	0.8758770579357273
SRP012682	nerve	WTO	0.02383278433066972	0.1763856639803844	0.48911891482349645	asinh	335	30490143371729.26	0.8983040598566469
SRP012682	ovary	WTO	1.0995057201802418	1.5366882672521651	0.6972013559687973	asinh	108	16778882363032.21	0.8929019389320334
SRP012682	pancreas	WTO	-0.2517614054838131	-0.32090025068508943	0.4407380671709227	asinh	197	25331676437836.96	0.9071555030828208
SRP012682	prostate	WTO	0.68731243482704	1.0858079441785775	0.6028034450138335	asinh	119	19232108739791.59	0.8348637170990683
SRP012682	spleen	WTO	-0.5656663980608492	-1.2586008382728973	0.35914258507777497	asinh	118	14346446068866.951	0.9159208419930962
SRP012682	testis	WTO	0.4876044729299375	0.758670519523902	0.5985126110936676	asinh	203	28511044450967.555	0.8975121198521843
SRP012682	uterus	WTO	1.2488136061504058	1.8806853738018692	0.7130346951418396	asinh	90	15946606709973.91	0.8770981722633059
SRP012682	bone_marrow	counts	0.06980930854951967	-0.23816970749551522	0.5669591698819048	asinh	102	42049900457199.79	0.9928019473064187
SRP012682	breast	counts	1.2282633528524676	1.9573206169421835	0.7193793146367184	asinh	218	18879247457177.68	0.8302414835111974
SRP012682	cervix_uteri	counts	0.7698877071366739	0.9613214614339798	0.6576577639824279	asinh	11	5000055391623.473	0.8542408684699819
SRP012682	colon	counts	0.17611649587630376	0.349511307819716	0.53930224369212	asinh	376	19519544599157.188	0.8005994571042859
SRP012682	fallopian_tube	counts	2.250749436976626	4.31207819331386	0.8213360856621641	asinh	7	23996813030299.906	0.8610602932806956
