project	tissue	method	recall	precision	dataset	log2_precision_over_prior
SRP009408	lung	wTO	5	0.23289059805837417	SRP009408_lung	1.1242450157956307
SRP009615	blood	wTO	5	0.13092660300782127	SRP009615_blood	0.2933508862078037
SRP009840	bone	wTO	5	0.10000568252849788	SRP009840_bone	-0.09532540318439903
SRP009862	blood	wTO	5	0.16705306395922082	SRP009862_blood	0.644899061309874
SRP009862	liver	wTO	5	0.13826746013214608	SRP009862_liver	0.3720542901314797
SRP009862	skin	wTO	5	0.13769047772133994	SRP009862_skin	0.36602140785809667
SRP010041	lung	wTO	5	0.17491014345239989	SRP010041_lung	0.711206574567047
SRP010181	intestine	wTO	5	0.22632043808514396	SRP010181_intestine	1.0829594920410714
SRP010374	cervix	wTO	5	0.12075372570125194	SRP010374_cervix	0.1766603198399198
SRP010483	brain	wTO	5	0.13028098934303137	SRP010483_brain	0.28621919818256747
SRP010644	blood	wTO	5	0.2022833612294583	SRP010644_blood	0.9209702738214604
SRP010961	blood	wTO	5	0.16785147154411342	SRP010961_blood	0.6517778027026232
SRP011085	epithelium	wTO	5	0.1750059124950729	SRP011085_epithelium	0.7119962812640477
SRP011546	stem_cell	wTO	5	0.11888300163694322	SRP011546_stem_cell	0.15413506515909348
SRP011903	brain	wTO	5	0.1517650834403081	SRP011903_brain	0.5064325259841246
SRP011924	heart	wTO	5	0.1594689504425413	SRP011924_heart	0.577868167576782
SRP012015	heart	wTO	5	0.15929364862347872	SRP012015_heart	0.5762813622786838
SRP012167	umbilical_cord	wTO	5	0.19091833433470445	SRP012167_umbilical_cord	0.8375482723657055
