project	tissue	method	log2_auprc_over_prior	log2_p20r	auROC	data_transformation	sample_num	counts_sample_sums_variance	median_spearman
SRP020491	tonsil	CLR	0.37307819596977077	0.6281551544778142	0.5768125695099116	asinh	54	3731477914169.293	0.9687878524990358
SRP020492	blood	CLR	0.5458279660688753	0.8280417858794246	0.5955279743725441	asinh	53	2691983952604.537	0.9757664705593362
SRP021085	blood	CLR	0.32538198648913635	0.5647478678910461	0.5514352351137859	asinh	30	915285137703.9126	0.9632492734389628
SRP021134	stem_cell	CLR	0.12229557049487816	0.2754876345312035	0.5237724960852574	asinh	8	438010865254.5	0.8963846401937632
SRP021193	heart	CLR	0.5572661063497606	0.8161423597315918	0.5973116919453787	asinh	40	4415663062974.061	0.93926487954579585
SRP021214	umbilical_cord	CLR	0.15287292840449784	0.22945351616374185	0.5523140748123296	asinh	7	64244531380096.29	0.8447599094176782
SRP021509	tonsil	CLR	0.32739648637692315	0.5113768773592733	0.5669961916637476	asinh	43	201907085215765.3	0.8239436731812138
SRP021917	colon	CLR	0.417645292285777	0.7043278005746305	0.5974387492278765	asinh	15	9839859488426.781	0.8910983261521329
SRP021924	brain	CLR	0.0841475205832436	0.1322075451346117	0.5168385039260102	asinh	5	4612142342549.8	0.9531670823274834
SRP022028	brain	CLR	0.15461946374406063	0.32469808953796453	0.541525629069838	asinh	8	59526538499059.64	0.8889783948801231
SRP022054	colon	CLR	0.2671666208033888	0.4528328157116827	0.5776251621591655	asinh	13	19232011467578.91	0.4883351893313418
SRP022054	liver	CLR	0.14702365228192288	0.25060822863532217	0.5540972104690809	asinh	7	21151512467973.906	0.49524435203401906
SRP022054	umbilical_cord	CLR	0.20977353907105042	0.3696290700873742	0.5677641722522822	asinh	12	27651977464999.152	0.4417812858700708
SRP022133	blood	CLR	0.37235505721920087	0.5665608158696596	0.5518421487781779	asinh	25	5146524410732.144	0.9490749593182713
SRP023262	breast	CLR	0.25523866558048314	0.386984911744151	0.5736061451802925	asinh	80	20183436443780.85	0.825477907130113
SRP023550	stem_cell	CLR	0.24911620021806724	0.4712296994436378	0.5587558084876036	asinh	10	13278607112082.768	0.9323968192021694
SRP024274	epithelium	CLR	0.27462113423641543	0.4529103204595086	0.5553696593119639	asinh	52	2638943953624.1978	0.9232293685003775
SRP024674	prostate	CLR	0.1092103337217494	0.19380660528340093	0.5384151362286502	asinh	6	3054282439372.8	0.9508709581251219
SRP026013	breast	CLR	0.13909607381673672	0.2788924410090438	0.5175057627411661	asinh	16	18141671802406.062	0.7253752459783309
SRP026042	skin	CLR	0.4219009804468134	0.633953945031591	0.5734903055272298	asinh	84	31252140153393.652	0.8592319321269299
SRP026048	brain	CLR	0.15733876938349697	0.2604365972124977	0.5393124474167053	asinh	16	22788592825429.33	0.9590593479338199
SRP026126	brain	CLR	0.21141422645730185	0.3381321961655694	0.5419882187625262	asinh	192	6059853991039.592	0.8463534572356464
SRP026126	intestine	CLR	0.17906276586240533	0.3014760685033781	0.5509340788107693	asinh	226	9124661290154.623	0.8130549091006263
SRP026208	heart	CLR	0.471796248174115	0.7102983223584068	0.590746344164927	asinh	30	968434411545.0758	0.8983119323658928
SRP026387	prostate	CLR	0.17752887860870736	0.24240450827965532	0.5290470541131072	asinh	13	357430535600.2564	0.8549684274972599
SRP026690	umbilical_cord	CLR	0.08361235727466317	0.19632578049227803	0.5243077498525963	asinh	5	19985369898876.5	0.9477043373924904
SRP027015	umbilical_cord	CLR	0.2542219300742542	0.4264009959363192	0.5493732624531731	asinh	12	182222420288205.44	0.8220405946791749
SRP027258	prostate	CLR	0.15713114852410479	0.25318353319362347	0.5280013099609278	asinh	36	2747473803393.711	0.7327277043598688
SRP027358	blood	CLR	0.5780171788212175	0.7628411699578364	0.5875074317937106	asinh	135	708694047549.0803	0.9526743466625403
SRP027383	umbilical_cord	CLR	0.559908116690645	0.8581222030288437	0.6033584376159524	asinh	270	9480955397133.084	0.75701264877565555
SRP028180	lung	CLR	0.24765638251198363	0.41292729820528873	0.5774099517743707	asinh	23	949072913787359.4	0.41088279702792224
SRP028282	prostate	CLR	0.2951410595107553	0.46076700773664364	0.5556809688168869	asinh	10	2452499364186.278	0.9778795663845126
