project	sample	run	sharq_beta_tissue
SRP012682	SRS636118	SRR1388046	Thyroid
SRP012682	SRS524242	SRR1069850	Colon
SRP012682	SRS524458	SRR1074956	Skin
SRP012682	SRS648192	SRR1466006	Spleen
SRP012682	SRS639425	SRR1418412	Esophagus
SRP012682	SRS645991	SRR1458314	Blood Vessel
SRP012682	SRS524386	SRR1073167	Pancreas
SRP012682	SRS637726	SRR1398095	Skin
SRP012682	SRS643949	SRR1431969	Skin
SRP012682	SRS648349	SRR1469390	Salivary Gland
SRP012682	SRS526608	SRR1101304	Testis
SRP012682	SRS374686	SRR612287	Blood Vessel
SRP012682	SRS389031	SRR655076	Thyroid
SRP012682	SRS389861	SRR663197	Adipose Tissue
SRP012682	SRS524746	SRR1081332	Colon
SRP012682	SRS628808	SRR1345806	Adrenal Gland
SRP012682	SRS524969	SRR1086466	Esophagus
SRP012682	SRS648706	SRR1476736	Blood Vessel
SRP012682	SRS524793	SRR1082328	Brain
SRP012682	SRS524254	SRR1070133	Small Intestine
SRP012682	SRS638366	SRR1409108	Vagina
SRP012682	SRS333254	SRR607311	Brain
SRP012682	SRS645757	SRR1453235	Ovary
SRP012682	SRS525329	SRR1092773	Skin
SRP012682	SRS637604	SRR1395554	Adipose Tissue
SRP012682	SRS629812	SRR1357541	Pancreas
SRP012682	SRS524921	SRR1085358	Uterus
SRP012682	SRS526066	SRR1096900	Testis
SRP012682	SRS624518	SRR1313872	Adrenal Gland
SRP012682	SRS524717	SRR1080648	Esophagus
SRP012682	SRS627820	SRR1339573	Liver
SRP012682	SRS374929	SRR614119	Adipose Tissue
SRP012682	SRS648500	SRR1472621	Brain
SRP012682	SRS625331	SRR1317179	Skin
SRP012682	SRS643928	SRR1431535	Testis
SRP012682	SRS649717	SRR1489461	Blood Vessel
SRP012682	SRS648114	SRR1464353	Thyroid
SRP012682	SRS645899	SRR1456294	Brain
SRP012682	SRS525330	SRR1092797	Brain
SRP012682	SRS643996	SRR1432980	Testis
SRP012682	SRS639344	SRR1416865	Vagina
SRP012682	SRS388995	SRR654754	Thyroid
SRP012682	SRS333259	SRR601815	Muscle
SRP012682	SRS333298	SRR599412	Thyroid
SRP012682	SRS1038060	SRR2185233	Heart
SRP012682	SRS1036304	SRR2166874	Lung
SRP012682	SRS1036219	SRR2166308	Thyroid
SRP012682	SRS631761	SRR1370240	Brain
SRP012682	SRS389035	SRR655111	Brain
SRP012682	SRS408705	SRR818270	Brain
SRP012682	SRS1036235	SRR2166420	Blood
SRP012682	SRS389074	SRR658129	Brain
SRP012682	SRS389751	SRR660522	Skin
SRP012682	SRS408576	SRR816149	Skin
SRP012682	SRS333089	SRR603365	Blood Vessel
SRP012682	SRS389019	SRR655696	Thyroid
SRP012682	SRS408594	SRR816451	Skin
SRP012682	SRS333434	SRR602978	Thyroid
SRP012682	SRS646018	SRR1458890	Skin
SRP012682	SRS408395	SRR813171	Skin
SRP012682	SRS408360	SRR812128	Esophagus
SRP012682	SRS408797	SRR819610	Adipose Tissue
SRP012682	SRS629599	SRR1353970	Heart
SRP012682	SRS389886	SRR662641	Heart
SRP012682	SRS408675	SRR817825	Heart
SRP012682	SRS408336	SRR811559	Skin
SRP012682	SRS389740	SRR660366	Heart
SRP012682	SRS389084	SRR655423	Heart
SRP012682	SRS629485	SRR1351557	Spleen
SRP012682	SRS648543	SRR1473482	Uterus
SRP012682	SRS635154	SRR1382615	Blood
SRP012682	SRS389361	SRR656970	Breast
SRP012682	SRS625717	SRR1323850	Thyroid
SRP012682	SRS408897	SRR821183	Heart
SRP012682	SRS389671	SRR659235	Brain
SRP012682	SRS629849	SRR1358343	Blood
SRP012682	SRS408461	SRR814539	Skin
SRP012682	SRS634131	SRR1376380	Salivary Gland
SRP012682	SRS408903	SRR821302	Lung
SRP012682	SRS625702	SRR1323512	Heart
SRP012682	SRS389849	SRR663209	Nerve
SRP012682	SRS408136	SRR808172	Blood Vessel
SRP012682	SRS626179	SRR1325247	Heart
SRP012682	SRS644096	SRR1435066	Lung
SRP012682	SRS408338	SRR811607	Pancreas
SRP012682	SRS389055	SRR658033	Blood
SRP012682	SRS333559	SRR601335	Blood
SRP012682	SRS645880	SRR1455878	Liver
SRP012682	SRS408920	SRR821549	Brain
SRP012682	SRS648117	SRR1464411	Brain
SRP012682	SRS408854	SRR820518	Brain
SRP012682	SRS645731	SRR1452674	Uterus
SRP012682	SRS374819	SRR613330	Muscle
SRP012682	SRS644068	SRR1434502	Muscle
SRP012682	SRS645776	SRR1453662	Skin
SRP012682	SRS636584	SRR1392072	Blood
SRP012682	SRS637270	SRR1394190	Muscle
SRP012682	SRS636074	SRR1387178	Brain
SRP012682	SRS408870	SRR820779	Blood
SRP012682	SRS637678	SRR1397115	NA
SRP012682	SRS648910	SRR1481083	Muscle
SRP012682	SRS629607	SRR1354138	Blood
SRP012682	SRS648575	SRR1474137	Brain
SRP012682	SRS408591	SRR816382	Muscle
SRP012682	SRS625450	SRR1318839	Muscle
SRP012682	SRS389711	SRR660697	Blood
SRP012682	SRS625512	SRR1320158	Skin
SRP012682	SRS643969	SRR1432390	Muscle
SRP012682	SRS650142	SRR1499894	Adipose Tissue
SRP012682	SRS389885	SRR661601	Lung
SRP012682	SRS637731	SRR1398207	Blood Vessel
SRP012682	SRS374861	SRR614071	Brain
SRP012682	SRS637619	SRR1395874	Uterus
SRP012682	SRS638209	SRR1406709	Colon
SRP012682	SRS648896	SRR1480789	Blood
SRP012682	SRS645729	SRR1452631	Blood
SRP012682	SRS629475	SRR1351347	Adipose Tissue
SRP012682	SRS625319	SRR1316921	Brain
SRP012682	SRS636105	SRR1387745	Small Intestine
SRP012682	SRS634805	SRR1380931	Kidney
SRP012682	SRS631257	SRR1365512	Thyroid
SRP012682	SRS644415	SRR1440491	Blood
SRP012682	SRS374800	SRR613126	Muscle
SRP012682	SRS629663	SRR1355102	Blood
SRP012682	SRS524796	SRR1082376	Adipose Tissue
SRP012682	SRS524419	SRR1074041	Skin
SRP012682	SRS645866	SRR1455586	Adipose Tissue
SRP012682	SRS631168	SRR1364914	Nerve
SRP012682	SRS629564	SRR1353262	Blood Vessel
SRP012682	SRS408685	SRR818002	Adipose Tissue
SRP012682	SRS627882	SRR1340804	Blood
SRP012682	SRS644700	SRR1446546	Lung
SRP012682	SRS644684	SRR1446203	Liver
SRP012682	SRS389832	SRR663380	Thyroid
SRP012682	SRS638266	SRR1407624	Skin
SRP012682	SRS626224	SRR1326179	Brain
SRP012682	SRS625623	SRR1322163	Brain
SRP012682	SRS646001	SRR1458529	Colon
SRP012682	SRS635163	SRR1382780	Uterus
SRP012682	SRS649552	SRR1485912	Skin
SRP012682	SRS628390	SRR1343501	Blood
SRP012682	SRS623931	SRR1310008	Brain
SRP012682	SRS644218	SRR1437555	Brain
SRP012682	SRS639193	SRR1413892	Blood
SRP012682	SRS631316	SRR1366450	Skin
SRP012682	SRS627752	SRR1338147	Adipose Tissue
SRP012682	SRS629486	SRR1351583	Heart
SRP012682	SRS644400	SRR1440161	Adipose Tissue
SRP012682	SRS627146	SRR1332467	Colon
SRP012682	SRS624053	SRR1312428	Brain
SRP012682	SRS648328	SRR1468931	Pancreas
SRP012682	SRS525078	SRR1088192	Skin
SRP012682	SRS645926	SRR1456862	Blood Vessel
SRP012682	SRS639282	SRR1415615	Esophagus
SRP012682	SRS525964	SRR1094380	Esophagus
SRP012682	SRS645695	SRR1451876	Esophagus
SRP012682	SRS629414	SRR1350023	Bone Marrow
SRP012682	SRS526628	SRR1101483	Blood
SRP012682	SRS525359	SRR1093458	Blood Vessel
SRP012682	SRS627778	SRR1338705	Stomach
SRP012682	SRS525137	SRR1089424	Muscle
SRP012682	SRS644213	SRR1437454	Heart
SRP012682	SRS627727	SRR1337666	Adrenal Gland
SRP012682	SRS625419	SRR1318484	Heart
SRP012682	SRS636284	SRR1389546	Blood Vessel
SRP012682	SRS649776	SRR1490721	Adipose Tissue
SRP012682	SRS627267	SRR1333913	Esophagus
SRP012682	SRS524933	SRR1085638	Skin
SRP012682	SRS638544	SRR1410469	Thyroid
SRP012682	SRS649702	SRR1489137	Brain
SRP012682	SRS648631	SRR1475168	Brain
SRP012682	SRS524615	SRR1078278	Colon
SRP012682	SRS627550	SRR1336415	Adipose Tissue
SRP012682	SRS648600	SRR1474509	Brain
SRP012682	SRS389675	SRR659259	Thyroid
SRP012682	SRS627733	SRR1337794	Stomach
SRP012682	SRS625634	SRR1322395	Heart
SRP012682	SRS637665	SRR1396859	Skin
SRP012682	SRS389639	SRR659001	Blood
SRP012682	SRS526596	SRR1101152	Skin
SRP012682	SRS648442	SRR1471350	Brain
SRP012682	SRS629243	SRR1347214	Muscle
SRP012682	SRS648713	SRR1476881	Blood Vessel
SRP012682	SRS644692	SRR1446375	Adipose Tissue
SRP012682	SRS636084	SRR1387397	Liver
SRP012682	SRS389691	SRR660103	Brain
SRP012682	SRS631450	SRR1368463	Skin
SRP012682	SRS623889	SRR1309032	Adipose Tissue
SRP012682	SRS639555	SRR1421223	Thyroid
SRP012682	SRS630060	SRR1362310	Adipose Tissue
SRP012682	SRS644702	SRR1446582	Bone Marrow
SRP012682	SRS648272	SRR1467726	Esophagus
SRP012682	SRS648539	SRR1473403	Breast
SRP012682	SRS648618	SRR1474908	Pancreas
SRP012682	SRS639488	SRR1419784	Lung
SRP012682	SRS524751	SRR1081449	Testis
SRP012682	SRS623911	SRR1309556	Muscle
SRP012682	SRS648119	SRR1464451	Brain
SRP012682	SRS635305	SRR1384030	Brain
SRP012682	SRS629566	SRR1353309	Adipose Tissue
SRP012682	SRS634359	SRR1378131	Heart
SRP012682	SRS629370	SRR1349099	Blood Vessel
SRP012682	SRS629798	SRR1357233	Lung
SRP012682	SRS626189	SRR1325464	Heart
SRP012682	SRS524859	SRR1083868	Colon
SRP012682	SRS631398	SRR1367544	Colon
SRP012682	SRS645887	SRR1456027	Muscle
SRP012682	SRS637880	SRR1400551	Muscle
SRP012682	SRS635152	SRR1382570	Brain
SRP012682	SRS636695	SRR1392676	Adipose Tissue
SRP012682	SRS629850	SRR1358367	Stomach
SRP012682	SRS638376	SRR1409351	Brain
SRP012682	SRS644041	SRR1433926	Adipose Tissue
SRP012682	SRS374695	SRR612251	Blood Vessel
SRP012682	SRS638301	SRR1408267	Nerve
SRP012682	SRS629441	SRR1350609	Blood Vessel
SRP012682	SRS627180	SRR1333167	Colon
SRP012682	SRS635157	SRR1382687	Spleen
SRP012682	SRS644381	SRR1439763	Bone Marrow
SRP012682	SRS648691	SRR1476426	Skin
SRP012682	SRS649574	SRR1486348	Prostate
SRP012682	SRS629788	SRR1357021	Brain
SRP012682	SRS639429	SRR1418492	Colon
SRP012682	SRS644480	SRR1441889	Lung
SRP012682	SRS624985	SRR1314894	Nerve
SRP012682	SRS625534	SRR1320469	Muscle
SRP012682	SRS643918	SRR1431326	Blood Vessel
SRP012682	SRS639271	SRR1415379	Adipose Tissue
SRP012682	SRS525188	SRR1089998	Esophagus
SRP012682	SRS374851	SRR614251	Muscle
SRP012682	SRS627854	SRR1340280	Heart
SRP012682	SRS639195	SRR1413940	Lung
SRP012682	SRS649553	SRR1485954	Brain
SRP012682	SRS649581	SRR1486538	Adipose Tissue
SRP012682	SRS627070	SRR1330813	Esophagus
SRP012682	SRS645927	SRR1456881	Adipose Tissue
SRP012682	SRS648195	SRR1466069	Brain
SRP012682	SRS643894	SRR1430817	Brain
SRP012682	SRS648425	SRR1470988	Esophagus
SRP012682	SRS389013	SRR654886	Brain
SRP012682	SRS374973	SRR614779	Skin
SRP012682	SRS648702	SRR1476652	Colon
SRP012682	SRS639204	SRR1414117	Nerve
SRP012682	SRS637624	SRR1395975	Nerve
SRP012682	SRS644677	SRR1446050	Blood Vessel
SRP012682	SRS624992	SRR1315041	Blood Vessel
SRP012682	SRS525320	SRR1092567	Thyroid
SRP012682	SRS631481	SRR1369107	Ovary
SRP012682	SRS526030	SRR1096458	Ovary
SRP012682	SRS638553	SRR1410678	Adipose Tissue
SRP012682	SRS648408	SRR1470624	Colon
SRP012682	SRS626266	SRR1326708	Skin
SRP012682	SRS524893	SRR1084674	Breast
SRP012682	SRS625489	SRR1319672	Brain
SRP012682	SRS625741	SRR1324250	Lung
SRP012682	SRS524832	SRR1083215	Skin
SRP012682	SRS650137	SRR1499785	Brain
SRP012682	SRS629244	SRR1347236	Pituitary
SRP012682	SRS644526	SRR1442862	Lung
SRP012682	SRS524735	SRR1081068	Colon
SRP012682	SRS623925	SRR1309875	Pancreas
SRP012682	SRS525105	SRR1088856	Ovary
SRP012682	SRS526663	SRR1101787	Blood
SRP012682	SRS631459	SRR1368638	Skin
SRP012682	SRS645878	SRR1455842	Heart
SRP012682	SRS637972	SRR1402219	Nerve
SRP012682	SRS629532	SRR1352619	Heart
SRP012682	SRS644141	SRR1435982	Blood Vessel
SRP012682	SRS648499	SRR1472598	Thyroid
SRP012682	SRS625751	SRR1324473	Colon
SRP012682	SRS644027	SRR1433623	Nerve
SRP012682	SRS639524	SRR1420538	Colon
SRP012682	SRS625386	SRR1317790	Skin
SRP012682	SRS648555	SRR1473733	Brain
SRP012682	SRS645807	SRR1454310	Muscle
SRP012682	SRS648227	SRR1466752	Blood Vessel
SRP012682	SRS637973	SRR1402239	Brain
SRP012682	SRS389894	SRR662474	Lung
SRP012682	SRS643960	SRR1432186	Adipose Tissue
SRP012682	SRS629994	SRR1361138	Uterus
SRP012682	SRS524829	SRR1083149	Stomach
SRP012682	SRS524331	SRR1071832	Vagina
SRP012682	SRS649685	SRR1488770	Prostate
SRP012682	SRS636549	SRR1391354	Skin
SRP012682	SRS649589	SRR1486719	Blood
SRP012682	SRS645780	SRR1453747	Colon
SRP012682	SRS524233	SRR1069638	Adipose Tissue
SRP012682	SRS639311	SRR1416226	Lung
SRP012682	SRS526564	SRR1100440	Testis
SRP012682	SRS526609	SRR1101324	Blood
SRP012682	SRS638063	SRR1403853	Colon
SRP012682	SRS644697	SRR1446481	Adipose Tissue
SRP012682	SRS525352	SRR1093290	Testis
SRP012682	SRS525065	SRR1087968	Skin
SRP012682	SRS524853	SRR1083732	Prostate
SRP012682	SRS625469	SRR1319242	Uterus
SRP012682	SRS634450	SRR1378707	Colon
SRP012682	SRS645914	SRR1456611	Prostate
SRP012682	SRS634795	SRR1380699	Testis
SRP012682	SRS648446	SRR1471435	Brain
SRP012682	SRS524963	SRR1086328	Blood
SRP012682	SRS639375	SRR1417404	Lung
SRP012682	SRS389774	SRR665466	Lung
SRP012682	SRS524703	SRR1080318	Prostate
SRP012682	SRS648456	SRR1471654	Skin
SRP012682	SRS635300	SRR1383907	Adipose Tissue
SRP012682	SRS626252	SRR1326408	Pituitary
SRP012682	SRS625403	SRR1318163	Brain
SRP012682	SRS639323	SRR1416434	Brain
SRP012682	SRS625550	SRR1320806	Esophagus
SRP012682	SRS629920	SRR1359803	Blood Vessel
SRP012682	SRS627134	SRR1332208	Blood Vessel
SRP012682	SRS634090	SRR1375549	Spleen
SRP012682	SRS524548	SRR1076779	Heart
SRP012682	SRS629976	SRR1360868	Brain
SRP012682	SRS524550	SRR1076823	Adrenal Gland
SRP012682	SRS524283	SRR1070841	Skin
SRP012682	SRS525990	SRR1095575	Adipose Tissue
SRP012682	SRS644758	SRR1447808	Esophagus
SRP012682	SRS637806	SRR1399009	Testis
SRP012682	SRS648169	SRR1465501	Skin
SRP012682	SRS649713	SRR1489370	Skin
SRP012682	SRS524439	SRR1074502	Esophagus
SRP012682	SRS525381	SRR1093954	Adrenal Gland
SRP012682	SRS629219	SRR1346689	Adipose Tissue
SRP012682	SRS636568	SRR1391769	Brain
SRP012682	SRS644621	SRR1444876	Brain
SRP012682	SRS525374	SRR1093814	Vagina
SRP012682	SRS526669	SRR1101931	Testis
SRP012682	SRS643955	SRR1432085	Adipose Tissue
SRP012682	SRS524217	SRR1069279	Thyroid
SRP012682	SRS624981	SRR1314810	Skin
SRP012682	SRS629488	SRR1351624	Thyroid
SRP012682	SRS524984	SRR1086820	Blood Vessel
SRP012682	SRS526083	SRR1097296	Bladder
SRP012682	SRS627827	SRR1339740	Brain
SRP012682	SRS627583	SRR1336529	Pituitary
SRP012682	SRS524943	SRR1085874	Skin
SRP012682	SRS648131	SRR1464702	Breast
SRP012682	SRS646054	SRR1459718	Brain
SRP012682	SRS644422	SRR1440643	Pituitary
SRP012682	SRS374917	SRR615105	Muscle
SRP012682	SRS644494	SRR1442195	Brain
SRP012682	SRS631321	SRR1366560	Skin
SRP012682	SRS526111	SRR1097837	Skin
SRP012682	SRS646039	SRR1459352	Skin
SRP012682	SRS648369	SRR1469839	Esophagus
SRP012682	SRS525117	SRR1089030	Esophagus
SRP012682	SRS644011	SRR1433290	Muscle
SRP012682	SRS627744	SRR1337953	Stomach
SRP012682	SRS389165	SRR656385	Nerve
SRP012682	SRS524454	SRR1074860	Breast
SRP012682	SRS628349	SRR1342938	Thyroid
SRP012682	SRS636328	SRR1389747	Blood Vessel
SRP012682	SRS625540	SRR1320601	Esophagus
SRP012682	SRS648217	SRR1466534	Adipose Tissue
SRP012682	SRS636354	SRR1390311	Blood
SRP012682	SRS389831	SRR662763	Heart
SRP012682	SRS627921	SRR1341432	Blood
SRP012682	SRS524844	SRR1083504	Colon
SRP012682	SRS389804	SRR661120	Heart
SRP012682	SRS524888	SRR1084553	Uterus
SRP012682	SRS634875	SRR1381821	Vagina
SRP012682	SRS639415	SRR1418201	Esophagus
SRP012682	SRS644149	SRR1436106	Brain
SRP012682	SRS333514	SRR599346	Thyroid
SRP012682	SRS333205	SRR598792	Pancreas
SRP012682	SRS1036189	SRR2166064	Muscle
SRP012682	SRS389087	SRR655447	Breast
SRP012682	SRS1036197	SRR2166114	Testis
SRP012682	SRS629884	SRR1359045	Thyroid
SRP012682	SRS389795	SRR661290	Brain
SRP012682	SRS389000	SRR655146	Brain
SRP012682	SRS333050	SRR601843	Thyroid
SRP012682	SRS648245	SRR1467125	Blood
SRP012682	SRS333605	SRR601613	Heart
SRP012682	SRS627774	SRR1338627	Brain
SRP012682	SRS389972	SRR663489	Adipose Tissue
SRP012682	SRS408335	SRR811535	Heart
SRP012682	SRS639348	SRR1416955	Blood
SRP012682	SRS643994	SRR1432934	Ovary
SRP012682	SRS408831	SRR820157	Brain
SRP012682	SRS389615	SRR658849	Lung
SRP012682	SRS408313	SRR811049	Blood
SRP012682	SRS408320	SRR811213	Nerve
SRP012682	SRS333176	SRR601671	Muscle
SRP012682	SRS408416	SRR813752	Skin
SRP012682	SRS408842	SRR820316	Heart
SRP012682	SRS408829	SRR820107	Brain
SRP012682	SRS408740	SRR818725	Blood Vessel
SRP012682	SRS389835	SRR663657	Nerve
SRP012682	SRS408341	SRR811675	Vagina
SRP012682	SRS390002	SRR663874	Muscle
SRP012682	SRS408793	SRR819534	Brain
SRP012682	SRS648917	SRR1481238	Esophagus
SRP012682	SRS638091	SRR1404442	Breast
SRP012682	SRS650089	SRR1498702	Brain
SRP012682	SRS637980	SRR1402391	Blood
SRP012682	SRS634357	SRR1378085	Esophagus
SRP012682	SRS649652	SRR1488067	Skin
SRP012682	SRS624979	SRR1314767	Brain
SRP012682	SRS631473	SRR1368939	Blood Vessel
SRP012682	SRS375006	SRR615141	Brain
SRP012682	SRS629612	SRR1354247	Skin
SRP012682	SRS333337	SRR608368	Brain
SRP012682	SRS634127	SRR1376294	Blood
SRP012682	SRS374690	SRR612203	Nerve
SRP012682	SRS374709	SRR612551	Blood Vessel
SRP012682	SRS649688	SRR1488836	Brain
SRP012682	SRS374705	SRR612563	Brain
SRP012682	SRS648150	SRR1465114	Brain
SRP012682	SRS527983	SRR1105081	Skin
SRP012682	SRS389908	SRR662354	Pituitary
SRP012682	SRS648805	SRR1478855	Stomach
SRP012682	SRS631458	SRR1368616	Heart
SRP012682	SRS639548	SRR1421069	Skin
SRP012682	SRS646068	SRR1460025	Lung
SRP012682	SRS645950	SRR1457397	Blood
SRP012682	SRS634353	SRR1378004	Brain
SRP012682	SRS644220	SRR1437598	Colon
SRP012682	SRS636086	SRR1387431	Esophagus
SRP012682	SRS374960	SRR614503	Blood
SRP012682	SRS638365	SRR1409130	Muscle
SRP012682	SRS636114	SRR1387945	Brain
SRP012682	SRS630004	SRR1361368	Blood
SRP012682	SRS625001	SRR1315225	Adipose Tissue
SRP012682	SRS374947	SRR613987	Nerve
SRP012682	SRS634151	SRR1376807	Colon
SRP012682	SRS625453	SRR1318898	Thyroid
SRP012682	SRS645844	SRR1455104	Thyroid
SRP012682	SRS389549	SRR659696	Muscle
SRP012682	SRS333481	SRR598565	Thyroid
SRP012682	SRS375002	SRR615056	Blood Vessel
SRP012682	SRS627131	SRR1332141	Esophagus
SRP012682	SRS408387	SRR812912	Testis
SRP012682	SRS408355	SRR812012	Brain
SRP012682	SRS649721	SRR1489546	Esophagus
SRP012682	SRS643989	SRR1432823	Brain
SRP012682	SRS626205	SRR1325826	Esophagus
SRP012682	SRS637989	SRR1402590	Liver
SRP012682	SRS408889	SRR821072	Ovary
SRP012682	SRS639443	SRR1418795	Breast
SRP012682	SRS644187	SRR1436904	Small Intestine
SRP012682	SRS650186	SRR1500846	Blood Vessel
SRP012682	SRS408290	SRR810531	Testis
SRP012682	SRS624999	SRR1315188	Thyroid
SRP012682	SRS374897	SRR613831	Nerve
SRP012682	SRS635315	SRR1384234	Brain
SRP012682	SRS634096	SRR1375677	Heart
SRP012682	SRS645992	SRR1458335	Breast
SRP012682	SRS635404	SRR1385319	Blood Vessel
SRP012682	SRS648359	SRR1469614	Blood
SRP012682	SRS374768	SRR613090	Brain
SRP012682	SRS649542	SRR1485722	Adipose Tissue
SRP012682	SRS631275	SRR1365700	Heart
SRP012682	SRS638294	SRR1408136	Lung
SRP012682	SRS644714	SRR1446850	Blood
SRP012682	SRS626267	SRR1326727	Skin
SRP012682	SRS634339	SRR1377714	Blood
SRP012682	SRS374766	SRR612827	Blood
SRP012682	SRS629276	SRR1347819	Adipose Tissue
SRP012682	SRS638299	SRR1408249	Muscle
SRP012682	SRS389820	SRR663284	Muscle
SRP012682	SRS644622	SRR1444893	Blood Vessel
SRP012682	SRS524944	SRR1085900	Esophagus
SRP012682	SRS638411	SRR1409875	Thyroid
SRP012682	SRS644707	SRR1446695	Skin
SRP012682	SRS637996	SRR1402794	Muscle
SRP012682	SRS649742	SRR1489995	Lung
SRP012682	SRS333619	SRR604122	Heart
SRP012682	SRS645715	SRR1452310	Skin
SRP012682	SRS631755	SRR1370107	Colon
SRP012682	SRS629609	SRR1354180	Nerve
SRP012682	SRS631476	SRR1369008	Colon
SRP012682	SRS623869	SRR1308590	Esophagus
SRP012682	SRS627776	SRR1338669	Brain
SRP012682	SRS389109	SRR658152	Skin
SRP012682	SRS634100	SRR1375756	Blood Vessel
SRP012682	SRS629299	SRR1348270	Thyroid
SRP012682	SRS333358	SRR602389	Thyroid
SRP012682	SRS635170	SRR1382912	Nerve
SRP012682	SRS627198	SRR1333528	Skin
SRP012682	SRS648647	SRR1475501	Nerve
SRP012682	SRS649723	SRR1489589	Breast
SRP012682	SRS389978	SRR665634	Adipose Tissue
SRP012682	SRS649674	SRR1488538	Brain
SRP012682	SRS625530	SRR1320385	Skin
SRP012682	SRS627692	SRR1336930	Nerve
SRP012682	SRS645689	SRR1451757	Skin
SRP012682	SRS374968	SRR614852	Muscle
SRP012682	SRS625629	SRR1322291	Brain
SRP012682	SRS389928	SRR661995	Brain
SRP012682	SRS524798	SRR1082423	Vagina
SRP012682	SRS524535	SRR1076465	Small Intestine
SRP012682	SRS650123	SRR1499482	Blood Vessel
SRP012682	SRS526662	SRR1101765	Spleen
SRP012682	SRS332959	SRR598276	Brain
SRP012682	SRS648840	SRR1479616	Adipose Tissue
SRP012682	SRS650149	SRR1500052	Testis
SRP012682	SRS625486	SRR1319608	Testis
SRP012682	SRS374758	SRR613030	Nerve
SRP012682	SRS648374	SRR1469950	Esophagus
SRP012682	SRS648143	SRR1464960	Testis
SRP012682	SRS638075	SRR1404105	Blood Vessel
SRP012682	SRS634078	SRR1375329	Adipose Tissue
SRP012682	SRS627333	SRR1334461	Spleen
SRP012682	SRS648185	SRR1465847	Blood Vessel
SRP012682	SRS639416	SRR1418225	Salivary Gland
SRP012682	SRS629917	SRR1359738	Esophagus
SRP012682	SRS644479	SRR1441868	Blood Vessel
SRP012682	SRS634091	SRR1375571	Brain
SRP012682	SRS524883	SRR1084439	Skin
SRP012682	SRS650088	SRR1498682	Skin
SRP012682	SRS634366	SRR1378284	Breast
SRP012682	SRS526069	SRR1096966	Brain
SRP012682	SRS648294	SRR1468208	Skin
SRP012682	SRS645694	SRR1451857	Thyroid
SRP012682	SRS634857	SRR1381459	Nerve
SRP012682	SRS627354	SRR1334564	Brain
SRP012682	SRS333025	SRR598509	Heart
SRP012682	SRS627190	SRR1333395	Adipose Tissue
SRP012682	SRS638062	SRR1403831	Brain
SRP012682	SRS648149	SRR1465092	Blood Vessel
SRP012682	SRS525302	SRR1092136	Stomach
SRP012682	SRS637675	SRR1397052	Heart
SRP012682	SRS648186	SRR1465871	Kidney
SRP012682	SRS389534	SRR657599	Adipose Tissue
SRP012682	SRS627836	SRR1339921	Heart
SRP012682	SRS644410	SRR1440374	Esophagus
SRP012682	SRS648923	SRR1481351	Blood
SRP012682	SRS526589	SRR1101015	Skin
SRP012682	SRS644556	SRR1443507	Skin
SRP012682	SRS638288	SRR1408014	Breast
SRP012682	SRS635519	SRR1385672	Colon
SRP012682	SRS638142	SRR1405525	Adipose Tissue
SRP012682	SRS637977	SRR1402350	Nerve
SRP012682	SRS627899	SRR1341008	Brain
SRP012682	SRS629714	SRR1355635	Brain
SRP012682	SRS623970	SRR1310817	Pituitary
SRP012682	SRS645957	SRR1457551	Brain
SRP012682	SRS648229	SRR1466792	Adipose Tissue
SRP012682	SRS625354	SRR1317532	Liver
SRP012682	SRS643851	SRR1429869	Blood Vessel
SRP012682	SRS645704	SRR1452077	Skin
SRP012682	SRS629848	SRR1358319	Skin
SRP012682	SRS625646	SRR1322643	Blood Vessel
SRP012682	SRS644174	SRR1436629	Thyroid
SRP012682	SRS524825	SRR1083052	Breast
SRP012682	SRS650151	SRR1500089	Prostate
SRP012682	SRS627803	SRR1339236	Breast
SRP012682	SRS629372	SRR1349144	Thyroid
SRP012682	SRS639414	SRR1418183	Esophagus
SRP012682	SRS645697	SRR1451921	Adrenal Gland
SRP012682	SRS638134	SRR1405353	Skin
SRP012682	SRS643895	SRR1430839	Colon
SRP012682	SRS526125	SRR1098098	Colon
SRP012682	SRS624491	SRR1313426	Brain
SRP012682	SRS524536	SRR1076490	Testis
SRP012682	SRS629585	SRR1353710	Adipose Tissue
SRP012682	SRS643859	SRR1430045	Esophagus
SRP012682	SRS639157	SRR1413223	Blood Vessel
SRP012682	SRS644447	SRR1441178	Prostate
SRP012682	SRS625352	SRR1317494	Brain
SRP012682	SRS623877	SRR1308756	Skin
SRP012682	SRS649610	SRR1487173	Esophagus
SRP012682	SRS525287	SRR1091767	Esophagus
SRP012682	SRS648537	SRR1473361	Colon
SRP012682	SRS629288	SRR1348040	Muscle
SRP012682	SRS629251	SRR1347389	Pituitary
SRP012682	SRS634854	SRR1381396	Prostate
SRP012682	SRS644656	SRR1445595	Blood Vessel
SRP012682	SRS629310	SRR1348507	Colon
SRP012682	SRS633726	SRR1374092	Lung
SRP012682	SRS648451	SRR1471548	Blood Vessel
SRP012682	SRS648901	SRR1480896	Ovary
SRP012682	SRS649738	SRR1489904	Skin
SRP012682	SRS525386	SRR1094073	Spleen
SRP012682	SRS625716	SRR1323829	Breast
SRP012682	SRS643845	SRR1429725	Brain
SRP012682	SRS643982	SRR1432673	Skin
SRP012682	SRS639471	SRR1419408	Nerve
