project	sample	run	sharq_beta_tissue
SRP012682	SRS525325	SRR1092686	Adrenal Gland
SRP012682	SRS625201	SRR1315970	Brain
SRP012682	SRS650084	SRR1498595	Adipose Tissue
SRP012682	SRS623919	SRR1309745	Uterus
SRP012682	SRS626187	SRR1325423	Esophagus
SRP012682	SRS627844	SRR1340095	Brain
SRP012682	SRS524647	SRR1079023	Blood Vessel
SRP012682	SRS624119	SRR1312725	Heart
SRP012682	SRS524330	SRR1071807	Kidney
SRP012682	SRS648453	SRR1471594	Muscle
SRP012682	SRS627066	SRR1330723	Salivary Gland
SRP012682	SRS639407	SRR1418041	Esophagus
SRP012682	SRS648151	SRR1465132	Brain
SRP012682	SRS645848	SRR1455195	Adipose Tissue
SRP012682	SRS637925	SRR1401341	Small Intestine
SRP012682	SRS524224	SRR1069421	Adrenal Gland
SRP012682	SRS629613	SRR1354270	Muscle
SRP012682	SRS627931	SRR1341650	Adrenal Gland
SRP012682	SRS637667	SRR1396901	Small Intestine
SRP012682	SRS648638	SRR1475324	Salivary Gland
SRP012682	SRS631346	SRR1367088	Esophagus
SRP012682	SRS631289	SRR1365987	Brain
SRP012682	SRS524504	SRR1075752	Skin
SRP012682	SRS637611	SRR1395699	Lung
SRP012682	SRS627853	SRR1340260	Salivary Gland
SRP012682	SRS525258	SRR1091164	Ovary
SRP012682	SRS638070	SRR1404003	Skin
SRP012682	SRS389105	SRR656191	Thyroid
SRP012682	SRS648775	SRR1478189	Heart
SRP012682	SRS524596	SRR1077850	Esophagus
SRP012682	SRS525281	SRR1091622	Blood Vessel
SRP012682	SRS639356	SRR1417111	Brain
SRP012682	SRS629534	SRR1352659	Skin
SRP012682	SRS374748	SRR612683	Muscle
SRP012682	SRS639556	SRR1421241	Esophagus
SRP012682	SRS524212	SRR1069166	Stomach
SRP012682	SRS650148	SRR1500030	Blood Vessel
SRP012682	SRS650177	SRR1500639	Brain
SRP012682	SRS644418	SRR1440560	Vagina
SRP012682	SRS526129	SRR1098192	Pancreas
SRP012682	SRS626948	SRR1329575	Blood Vessel
SRP012682	SRS639462	SRR1419211	Thyroid
SRP012682	SRS648226	SRR1466728	Stomach
SRP012682	SRS649678	SRR1488632	Heart
SRP012682	SRS648633	SRR1475210	Blood Vessel
SRP012682	SRS638371	SRR1409239	Nerve
SRP012682	SRS636711	SRR1392901	Muscle
SRP012682	SRS627872	SRR1340598	Ovary
SRP012682	SRS648495	SRR1472506	Breast
SRP012682	SRS636131	SRR1388281	Breast
SRP012682	SRS526143	SRR1098519	Brain
SRP012682	SRS644753	SRR1447693	Brain
SRP012682	SRS637875	SRR1400443	Skin
SRP012682	SRS525331	SRR1092818	Esophagus
SRP012682	SRS634864	SRR1381590	Skin
SRP012682	SRS637792	SRR1398706	Heart
SRP012682	SRS629800	SRR1357276	Adrenal Gland
SRP012682	SRS648869	SRR1480200	Nerve
SRP012682	SRS644640	SRR1445259	Adipose Tissue
SRP012682	SRS525212	SRR1090580	Blood Vessel
SRP012682	SRS628360	SRR1343175	Stomach
SRP012682	SRS524594	SRR1077805	Muscle
SRP012682	SRS634069	SRR1375158	Colon
SRP012682	SRS645865	SRR1455565	Stomach
SRP012682	SRS524699	SRR1080222	Colon
SRP012682	SRS524698	SRR1080196	Skin
SRP012682	SRS526694	SRR1102538	Bone Marrow
SRP012682	SRS627053	SRR1330427	Esophagus
SRP012682	SRS524913	SRR1085159	Blood Vessel
SRP012682	SRS645896	SRR1456229	Adipose Tissue
SRP012682	SRS630023	SRR1361777	Colon
SRP012682	SRS629950	SRR1360402	Muscle
SRP012682	SRS374994	SRR615647	Blood
SRP012682	SRS625395	SRR1317985	Adipose Tissue
SRP012682	SRS525395	SRR1094287	Testis
SRP012682	SRS389648	SRR659971	Blood
SRP012682	SRS626212	SRR1325964	Brain
SRP012682	SRS524680	SRR1079806	Esophagus
SRP012682	SRS525278	SRR1091548	Stomach
SRP012682	SRS648696	SRR1476525	Adipose Tissue
SRP012682	SRS631466	SRR1368794	Heart
SRP012682	SRS638323	SRR1408703	Prostate
SRP012682	SRS623952	SRR1310433	Liver
SRP012682	SRS634867	SRR1381656	Esophagus
SRP012682	SRS524397	SRR1073435	Liver
SRP012682	SRS639408	SRR1418064	Blood Vessel
SRP012682	SRS638181	SRR1406112	Muscle
SRP012682	SRS624044	SRR1312209	Lung
SRP012682	SRS638132	SRR1405311	Colon
SRP012682	SRS629820	SRR1357709	Skin
SRP012682	SRS627869	SRR1340531	Colon
SRP012682	SRS524676	SRR1079706	Vagina
SRP012682	SRS646028	SRR1459101	Vagina
SRP012682	SRS627266	SRR1333891	Esophagus
SRP012682	SRS524948	SRR1085996	Adipose Tissue
SRP012682	SRS638564	SRR1410890	Blood
SRP012682	SRS638390	SRR1409677	Spleen
SRP012682	SRS629859	SRR1358561	Brain
SRP012682	SRS526148	SRR1098636	Bone Marrow
SRP012682	SRS650152	SRR1500113	Adipose Tissue
SRP012682	SRS629904	SRR1359469	Lung
SRP012682	SRS648449	SRR1471500	Blood
SRP012682	SRS389620	SRR658885	Lung
SRP012682	SRS644609	SRR1444622	Brain
SRP012682	SRS637607	SRR1395616	Skin
SRP012682	SRS639229	SRR1414578	Lung
SRP012682	SRS627137	SRR1332275	Brain
SRP012682	SRS639205	SRR1414139	Adipose Tissue
SRP012682	SRS389117	SRR658117	Thyroid
SRP012682	SRS645856	SRR1455369	Brain
SRP012682	SRS629699	SRR1355352	Muscle
SRP012682	SRS648724	SRR1477125	Stomach
SRP012682	SRS629381	SRR1349342	Esophagus
SRP012682	SRS650074	SRR1498374	Adrenal Gland
SRP012682	SRS524238	SRR1069758	Esophagus
SRP012682	SRS627141	SRR1332360	Prostate
SRP012682	SRS639421	SRR1418323	Nerve
SRP012682	SRS626604	SRR1327527	Colon
SRP012682	SRS524317	SRR1071499	Esophagus
SRP012682	SRS526711	SRR1102923	Esophagus
SRP012682	SRS625499	SRR1319882	Adipose Tissue
SRP012682	SRS648889	SRR1480635	Blood Vessel
SRP012682	SRS644161	SRR1436347	Skin
SRP012682	SRS636588	SRR1392141	Esophagus
SRP012682	SRS636700	SRR1392749	Heart
SRP012682	SRS526245	SRR1099648	Blood
SRP012682	SRS374797	SRR614972	Blood
SRP012682	SRS525989	SRR1095549	Spleen
SRP012682	SRS526150	SRR1098686	Prostate
SRP012682	SRS638238	SRR1407018	Colon
SRP012682	SRS631262	SRR1365622	Breast
SRP012682	SRS629420	SRR1350153	Adipose Tissue
SRP012682	SRS637286	SRR1394544	Stomach
SRP012682	SRS627155	SRR1332648	Adipose Tissue
SRP012682	SRS648701	SRR1476632	Brain
SRP012682	SRS525220	SRR1090770	Thyroid
SRP012682	SRS525370	SRR1093721	Adrenal Gland
SRP012682	SRS526172	SRR1099212	Skin
SRP012682	SRS525354	SRR1093340	Pancreas
SRP012682	SRS524420	SRR1074066	Stomach
SRP012682	SRS525206	SRR1090431	Colon
SRP012682	SRS627837	SRR1339944	Skin
SRP012682	SRS634134	SRR1376450	Salivary Gland
SRP012682	SRS389767	SRR665405	Pancreas
SRP012682	SRS389532	SRR657540	Nerve
SRP012682	SRS625480	SRR1319485	Blood Vessel
SRP012682	SRS333540	SRR603620	Lung
SRP012682	SRS333274	SRR603690	Blood
SRP012682	SRS333246	SRR604677	Lung
SRP012682	SRS333574	SRR603800	Lung
SRP012682	SRS333493	SRR603421	Blood
SRP012682	SRS389373	SRR657077	Pancreas
SRP012682	SRS333508	SRR603968	Heart
SRP012682	SRS333225	SRR607091	Brain
SRP012682	SRS628785	SRR1345307	Blood Vessel
SRP012682	SRS389523	SRR657420	Thyroid
SRP012682	SRS389150	SRR656247	Muscle
SRP012682	SRS389729	SRR665610	Skin
SRP012682	SRS389947	SRR662306	Breast
SRP012682	SRS389876	SRR661505	Blood Vessel
SRP012682	SRS389590	SRR659649	Liver
SRP012682	SRS408683	SRR817954	Blood
SRP012682	SRS333031	SRR603333	Brain
SRP012682	SRS408318	SRR811169	Blood
SRP012682	SRS408537	SRR815661	Heart
SRP012682	SRS389851	SRR663100	Heart
SRP012682	SRS627075	SRR1330920	Adipose Tissue
SRP012682	SRS408402	SRR813395	Skin
SRP012682	SRS389822	SRR661229	Heart
SRP012682	SRS408556	SRR816039	Blood
SRP012682	SRS525980	SRR1095309	Blood
SRP012682	SRS524602	SRR1077992	Esophagus
SRP012682	SRS648125	SRR1464577	Testis
SRP012682	SRS408410	SRR813608	Blood Vessel
SRP012682	SRS629821	SRR1357757	Blood
SRP012682	SRS408695	SRR818146	Brain
SRP012682	SRS389772	SRR665442	Pituitary
SRP012682	SRS625610	SRR1321897	Salivary Gland
SRP012682	SRS408781	SRR819346	Brain
SRP012682	SRS408394	SRR813137	Adipose Tissue
SRP012682	SRS408676	SRR817832	Brain
SRP012682	SRS649596	SRR1486863	Brain
SRP012682	SRS629368	SRR1349056	Brain
SRP012682	SRS333179	SRR602058	Lung
SRP012682	SRS408506	SRR815302	Skin
SRP012682	SRS408412	SRR813656	Muscle
SRP012682	SRS408116	SRR807703	Esophagus
SRP012682	SRS643838	SRR1429579	Testis
SRP012682	SRS637791	SRR1398686	Thyroid
SRP012682	SRS644182	SRR1436804	Blood Vessel
SRP012682	SRS625321	SRR1316963	Brain
SRP012682	SRS635278	SRR1383633	Brain
SRP012682	SRS408651	SRR817488	Lung
SRP012682	SRS408139	SRR808244	Muscle
SRP012682	SRS637300	SRR1394836	Adipose Tissue
SRP012682	SRS408891	SRR821096	Nerve
SRP012682	SRS408847	SRR820379	Brain
SRP012682	SRS389982	SRR663185	Blood Vessel
SRP012682	SRS627522	SRR1336006	Brain
SRP012682	SRS389012	SRR655601	Lung
SRP012682	SRS644084	SRR1434821	Lung
SRP012682	SRS389056	SRR655792	Heart
SRP012682	SRS644690	SRR1446332	Blood
SRP012682	SRS374880	SRR613591	Nerve
SRP012682	SRS650080	SRR1498505	Colon
SRP012682	SRS634788	SRR1380569	Testis
SRP012682	SRS408898	SRR821207	Thyroid
SRP012682	SRS629357	SRR1348816	Skin
SRP012682	SRS333577	SRR601287	Brain
SRP012682	SRS637673	SRR1397008	Brain
SRP012682	SRS636077	SRR1387240	Muscle
SRP012682	SRS389603	SRR658790	Blood
SRP012682	SRS389987	SRR663705	Heart
SRP012682	SRS524447	SRR1074694	Thyroid
SRP012682	SRS408400	SRR813339	Blood
SRP012682	SRS629373	SRR1349166	Lung
SRP012682	SRS389154	SRR656445	Blood
SRP012682	SRS408396	SRR813208	Pancreas
SRP012682	SRS333504	SRR603068	Brain
SRP012682	SRS627130	SRR1332117	Skin
SRP012682	SRS648111	SRR1464281	Heart
SRP012682	SRS644412	SRR1440421	Blood
SRP012682	SRS636253	SRR1389036	Brain
SRP012682	SRS389910	SRR662811	Breast
SRP012682	SRS374771	SRR613114	Brain
SRP012682	SRS638317	SRR1408595	Muscle
SRP012682	SRS625196	SRR1315866	Brain
SRP012682	SRS648548	SRR1473590	Brain
SRP012682	SRS374941	SRR615129	Lung
SRP012682	SRS636575	SRR1391922	Brain
SRP012682	SRS408857	SRR820571	Breast
SRP012682	SRS644184	SRR1436840	Esophagus
SRP012682	SRS634356	SRR1378068	Pituitary
SRP012682	SRS648129	SRR1464660	Adrenal Gland
SRP012682	SRS643839	SRR1429603	Adipose Tissue
SRP012682	SRS629718	SRR1355723	Skin
SRP012682	SRS648214	SRR1466469	Ovary
SRP012682	SRS629306	SRR1348424	Brain
SRP012682	SRS524290	SRR1070986	Brain
SRP012682	SRS629466	SRR1351147	Blood Vessel
SRP012682	SRS634074	SRR1375248	Adipose Tissue
SRP012682	SRS627745	SRR1337977	Testis
SRP012682	SRS333186	SRR602516	Brain
SRP012682	SRS628424	SRR1344205	Nerve
SRP012682	SRS639276	SRR1415487	Blood Vessel
SRP012682	SRS645983	SRR1458134	Brain
SRP012682	SRS630082	SRR1362438	Skin
SRP012682	SRS635402	SRR1385277	Muscle
SRP012682	SRS639303	SRR1416074	Pancreas
SRP012682	SRS639486	SRR1419736	Esophagus
SRP012682	SRS629795	SRR1357166	Breast
SRP012682	SRS648868	SRR1480176	Blood Vessel
SRP012682	SRS524527	SRR1076292	Skin
SRP012682	SRS639495	SRR1419941	Colon
SRP012682	SRS637625	SRR1395999	Liver
SRP012682	SRS648161	SRR1465337	Brain
SRP012682	SRS637873	SRR1400397	Heart
SRP012682	SRS374703	SRR612479	Nerve
SRP012682	SRS524663	SRR1079408	Uterus
SRP012682	SRS649457	SRR1485237	Pituitary
SRP012682	SRS637975	SRR1402285	Adipose Tissue
SRP012682	SRS644637	SRR1445194	Salivary Gland
SRP012682	SRS629508	SRR1352089	Skin
SRP012682	SRS645929	SRR1456924	Esophagus
SRP012682	SRS332940	SRR607586	Lung
SRP012682	SRS634878	SRR1381889	Brain
SRP012682	SRS629409	SRR1349911	Adipose Tissue
SRP012682	SRS333487	SRR602680	Lung
SRP012682	SRS389018	SRR654945	Skin
SRP012682	SRS623993	SRR1311182	Brain
SRP012682	SRS626259	SRR1326560	Skin
SRP012682	SRS639191	SRR1413851	Thyroid
SRP012682	SRS408291	SRR810551	Skin
SRP012682	SRS627098	SRR1331444	Heart
SRP012682	SRS625501	SRR1319924	Thyroid
SRP012682	SRS648801	SRR1478768	Brain
SRP012682	SRS635327	SRR1384431	Esophagus
SRP012682	SRS649676	SRR1488586	Breast
SRP012682	SRS526244	SRR1099622	Adipose Tissue
SRP012682	SRS649582	SRR1486560	Brain
SRP012682	SRS637964	SRR1402051	Adrenal Gland
SRP012682	SRS644105	SRR1435248	Muscle
SRP012682	SRS644654	SRR1445550	Uterus
SRP012682	SRS644390	SRR1439958	Heart
SRP012682	SRS333486	SRR603140	Blood
SRP012682	SRS524288	SRR1070937	Skin
SRP012682	SRS645889	SRR1456075	Blood Vessel
SRP012682	SRS639457	SRR1419110	Muscle
SRP012682	SRS627544	SRR1336292	Brain
SRP012682	SRS638572	SRR1411070	Lung
SRP012682	SRS631276	SRR1365722	Esophagus
SRP012682	SRS628778	SRR1345146	Adipose Tissue
SRP012682	SRS638322	SRR1408682	Muscle
SRP012682	SRS524961	SRR1086280	Blood Vessel
SRP012682	SRS629619	SRR1354400	Small Intestine
SRP012682	SRS524975	SRR1086611	Blood Vessel
SRP012682	SRS625553	SRR1320873	Brain
SRP012682	SRS649527	SRR1485398	Breast
SRP012682	SRS389874	SRR663038	Lung
SRP012682	SRS629449	SRR1350792	Pituitary
SRP012682	SRS637627	SRR1396035	Esophagus
SRP012682	SRS639392	SRR1417725	Breast
SRP012682	SRS637852	SRR1399950	Nerve
SRP012682	SRS631329	SRR1366729	Esophagus
SRP012682	SRS624500	SRR1313625	Colon
SRP012682	SRS635375	SRR1384917	Heart
SRP012682	SRS637795	SRR1398775	Testis
SRP012682	SRS625329	SRR1317134	Muscle
SRP012682	SRS527997	SRR1105248	Liver
SRP012682	SRS644547	SRR1443308	Salivary Gland
SRP012682	SRS639341	SRR1416795	Skin
SRP012682	SRS648586	SRR1474231	Esophagus
SRP012682	SRS634573	SRR1379562	Brain
SRP012682	SRS524479	SRR1075458	Esophagus
SRP012682	SRS644631	SRR1445087	Skin
SRP012682	SRS525025	SRR1087801	Skin
SRP012682	SRS625601	SRR1321696	Skin
SRP012682	SRS525175	SRR1089688	Pancreas
SRP012682	SRS627428	SRR1335089	Vagina
SRP012682	SRS644102	SRR1435182	Heart
SRP012682	SRS627735	SRR1337840	Vagina
SRP012682	SRS627925	SRR1341521	Brain
SRP012682	SRS649683	SRR1488734	Adrenal Gland
SRP012682	SRS627730	SRR1337728	Skin
SRP012682	SRS630011	SRR1361522	Adipose Tissue
SRP012682	SRS644055	SRR1434228	Prostate
SRP012682	SRS631484	SRR1369172	Blood Vessel
SRP012682	SRS648486	SRR1472301	Brain
SRP012682	SRS629582	SRR1353642	Skin
SRP012682	SRS649715	SRR1489416	Lung
SRP012682	SRS627833	SRR1339880	Blood Vessel
SRP012682	SRS643869	SRR1430270	Adipose Tissue
SRP012682	SRS627356	SRR1334608	Blood
SRP012682	SRS624994	SRR1315081	Adipose Tissue
SRP012682	SRS524598	SRR1077898	Skin
SRP012682	SRS627883	SRR1340828	Esophagus
SRP012682	SRS636069	SRR1387072	Brain
SRP012682	SRS627757	SRR1338257	Liver
SRP012682	SRS648266	SRR1467590	Brain
SRP012682	SRS648818	SRR1479155	Lung
SRP012682	SRS643980	SRR1432629	Adipose Tissue
SRP012682	SRS389938	SRR662162	Lung
SRP012682	SRS627590	SRR1336660	Brain
SRP012682	SRS650119	SRR1499395	Liver
SRP012682	SRS637906	SRR1400931	Salivary Gland
SRP012682	SRS627102	SRR1331534	Brain
SRP012682	SRS525213	SRR1090604	Testis
SRP012682	SRS626270	SRR1326797	Pituitary
SRP012682	SRS627278	SRR1334098	Adipose Tissue
SRP012682	SRS639469	SRR1419361	Testis
SRP012682	SRS525215	SRR1090650	Testis
SRP012682	SRS526153	SRR1098761	Skin
SRP012682	SRS525225	SRR1090861	Blood Vessel
SRP012682	SRS629832	SRR1357999	Esophagus
SRP012682	SRS645843	SRR1455082	Blood Vessel
SRP012682	SRS524195	SRR1068687	Esophagus
SRP012682	SRS524807	SRR1082616	Adrenal Gland
SRP012682	SRS626225	SRR1326205	Adipose Tissue
SRP012682	SRS629413	SRR1350002	Liver
SRP012682	SRS648816	SRR1479109	Skin
SRP012682	SRS631251	SRR1365377	Colon
SRP012682	SRS627524	SRR1336048	Nerve
SRP012682	SRS631786	SRR1370780	Muscle
SRP012682	SRS631471	SRR1368896	Nerve
SRP012682	SRS649752	SRR1490204	Blood Vessel
SRP012682	SRS629989	SRR1361050	Thyroid
SRP012682	SRS526157	SRR1098855	Stomach
SRP012682	SRS623930	SRR1309985	Skin
SRP012682	SRS524696	SRR1080143	Esophagus
SRP012682	SRS649731	SRR1489757	Liver
SRP012682	SRS525328	SRR1092749	Colon
SRP012682	SRS524201	SRR1068905	Testis
SRP012682	SRS639232	SRR1414637	Liver
SRP012682	SRS525266	SRR1091328	Esophagus
SRP012682	SRS634344	SRR1377820	Adipose Tissue
SRP012682	SRS629807	SRR1357434	Brain
SRP012682	SRS650103	SRR1499019	Esophagus
SRP012682	SRS525380	SRR1093930	Bladder
SRP012682	SRS526176	SRR1099310	Ovary
SRP012682	SRS526645	SRR1101591	Blood Vessel
SRP012682	SRS644600	SRR1444436	Esophagus
SRP012682	SRS634567	SRR1379403	Nerve
SRP012682	SRS636272	SRR1389366	Colon
SRP012682	SRS629906	SRR1359509	Colon
SRP012682	SRS649710	SRR1489307	Muscle
SRP012682	SRS623980	SRR1311018	Adipose Tissue
SRP012682	SRS524370	SRR1072773	Skin
SRP012682	SRS526181	SRR1099427	Adrenal Gland
SRP012682	SRS627901	SRR1341057	Brain
SRP012682	SRS648880	SRR1480431	Blood Vessel
SRP012682	SRS636204	SRR1388746	Blood
SRP012682	SRS633864	SRR1374567	Lung
SRP012682	SRS524379	SRR1072998	Bone Marrow
SRP012682	SRS629560	SRR1353176	Brain
SRP012682	SRS525286	SRR1091743	Esophagus
SRP012682	SRS629573	SRR1353461	Pancreas
SRP012682	SRS525010	SRR1087439	Skin
SRP012682	SRS644581	SRR1444043	Colon
SRP012682	SRS649682	SRR1488715	Brain
SRP012682	SRS524855	SRR1083776	Fallopian Tube
SRP012682	SRS636268	SRR1389278	Blood Vessel
SRP012682	SRS650150	SRR1500071	Colon
SRP012682	SRS525295	SRR1091966	Skin
SRP012682	SRS634551	SRR1379065	Adipose Tissue
SRP012682	SRS525999	SRR1095792	Thyroid
SRP012682	SRS644186	SRR1436882	Esophagus
SRP012682	SRS624079	SRR1312464	Nerve
SRP012682	SRS525131	SRR1089183	Skin
SRP012682	SRS639309	SRR1416188	Salivary Gland
SRP012682	SRS639216	SRR1414379	Blood Vessel
SRP012682	SRS524822	SRR1082981	Esophagus
SRP012682	SRS526184	SRR1099499	Brain
SRP012682	SRS644047	SRR1434048	Lung
SRP012682	SRS643903	SRR1431015	Esophagus
SRP012682	SRS627698	SRR1337052	Testis
SRP012682	SRS645788	SRR1453911	Muscle
SRP012682	SRS524643	SRR1078948	Colon
SRP012682	SRS526032	SRR1096478	Nerve
SRP012682	SRS638095	SRR1404531	Skin
SRP012682	SRS627805	SRR1339276	Esophagus
SRP012682	SRS628391	SRR1343522	Skin
SRP012682	SRS525992	SRR1095627	Skin
SRP012682	SRS389981	SRR663161	Blood
SRP012682	SRS634564	SRR1379343	Blood Vessel
SRP012682	SRS526001	SRR1095840	Blood Vessel
SRP012682	SRS525397	SRR1094336	Blood Vessel
SRP012682	SRS524347	SRR1072223	Skin
SRP012682	SRS627181	SRR1333185	Skin
SRP012682	SRS624517	SRR1313831	Blood Vessel
SRP012682	SRS389101	SRR657833	Blood Vessel
SRP012682	SRS648714	SRR1476903	Thyroid
SRP012682	SRS648744	SRR1477569	Heart
SRP012682	SRS648771	SRR1478113	Liver
SRP012682	SRS525101	SRR1088758	Esophagus
SRP012682	SRS639372	SRR1417342	Adipose Tissue
SRP012682	SRS644530	SRR1442949	Skin
SRP012682	SRS634301	SRR1377537	Stomach
SRP012682	SRS624088	SRR1312645	Skin
SRP012682	SRS648519	SRR1472976	Blood
SRP012682	SRS526251	SRR1099765	Colon
SRP012682	SRS377780	SRR627443	Bone Marrow
SRP012682	SRS637621	SRR1395914	Blood Vessel
SRP012682	SRS645750	SRR1453093	Adrenal Gland
SRP012682	SRS638196	SRR1406437	Adipose Tissue
SRP012682	SRS649699	SRR1489075	Testis
SRP012682	SRS634340	SRR1377735	Skin
SRP012682	SRS638199	SRR1406502	Thyroid
SRP012682	SRS638378	SRR1409397	Breast
SRP012682	SRS333024	SRR607967	Brain
SRP012682	SRS648178	SRR1465693	Breast
SRP012682	SRS639317	SRR1416337	Skin
SRP012682	SRS646060	SRR1459845	Nerve
SRP012682	SRS629790	SRR1357064	Adrenal Gland
SRP012682	SRS637798	SRR1398839	Brain
SRP012682	SRS629575	SRR1353499	Skin
SRP012682	SRS625638	SRR1322477	Liver
SRP012682	SRS648207	SRR1466321	Pancreas
SRP012682	SRS627085	SRR1331174	Skin
SRP012682	SRS629293	SRR1348138	Nerve
SRP012682	SRS524209	SRR1069097	Adipose Tissue
SRP012682	SRS524380	SRR1073021	Pancreas
SRP012682	SRS525319	SRR1092541	Blood
SRP012682	SRS525262	SRR1091254	Blood Vessel
SRP012682	SRS638239	SRR1407044	Salivary Gland
SRP012682	SRS524544	SRR1076681	Esophagus
SRP012682	SRS645903	SRR1456375	Blood Vessel
SRP012682	SRS525268	SRR1091380	Adipose Tissue
SRP012682	SRS333224	SRR607502	Thyroid
SRP012682	SRS408429	SRR814028	Esophagus
SRP012682	SRS333331	SRR602461	Heart
SRP012682	SRS333334	SRR604718	Blood
SRP012682	SRS408818	SRR819946	Brain
SRP012682	SRS1030166	SRR2184865	Lung
SRP012682	SRS333495	SRR602951	Thyroid
SRP012682	SRS1035909	SRR2164936	Blood Vessel
SRP012682	SRS1037841	SRR2170135	Lung
SRP012682	SRS389609	SRR658813	Brain
SRP012682	SRS648458	SRR1471690	Stomach
SRP012682	SRS389126	SRR656131	Bone Marrow
SRP012682	SRS333034	SRR600533	Brain
SRP012682	SRS408194	SRR808914	Blood Vessel
SRP012682	SRS648759	SRR1477861	Blood
SRP012682	SRS643854	SRR1429935	Brain
SRP012682	SRS408701	SRR818210	Brain
SRP012682	SRS389712	SRR660474	Skin
SRP012682	SRS408512	SRR815446	Esophagus
SRP012682	SRS625654	SRR1322816	Pancreas
SRP012682	SRS408169	SRR808520	Blood
SRP012682	SRS410270	SRR823991	Bone Marrow
SRP012682	SRS408321	SRR811237	Adrenal Gland
SRP012682	SRS408724	SRR818523	Colon
SRP012682	SRS388994	SRR654730	Adipose Tissue
SRP012682	SRS333195	SRR603164	Muscle
SRP012682	SRS648802	SRR1478789	Liver
SRP012682	SRS629236	SRR1347060	Adipose Tissue
SRP012682	SRS408587	SRR816292	Brain
SRP012682	SRS627318	SRR1334338	Heart
SRP012682	SRS408931	SRR821715	Adipose Tissue
SRP012682	SRS638108	SRR1404813	Blood
SRP012682	SRS408149	SRR808299	Esophagus
SRP012682	SRS648615	SRR1474839	Blood
SRP012682	SRS408824	SRR820026	Uterus
SRP012682	SRS408483	SRR814892	Ovary
SRP012682	SRS634360	SRR1378155	Brain
SRP012682	SRS408465	SRR814633	Esophagus
SRP012682	SRS408514	SRR815494	Blood
SRP012682	SRS408878	SRR820914	Blood
SRP012682	SRS629633	SRR1354710	Heart
SRP012682	SRS408135	SRR808152	Blood Vessel
SRP012682	SRS389879	SRR661553	Blood
SRP012682	SRS525130	SRR1089158	Bone Marrow
SRP012682	SRS408730	SRR818573	Skin
SRP012682	SRS648780	SRR1478294	Brain
SRP012682	SRS408649	SRR817444	Blood
SRP012682	SRS638380	SRR1409443	Skin
SRP012682	SRS645882	SRR1455925	Brain
SRP012682	SRS374838	SRR614383	Brain
SRP012682	SRS375003	SRR615551	Lung
SRP012682	SRS408119	SRR807751	Colon
SRP012682	SRS645965	SRR1457727	Pancreas
SRP012682	SRS645985	SRR1458180	Brain
SRP012682	SRS389957	SRR662462	Skin
SRP012682	SRS408201	SRR808994	Pituitary
SRP012682	SRS374867	SRR613510	Heart
SRP012682	SRS639328	SRR1416538	Small Intestine
SRP012682	SRS639513	SRR1420320	Blood
SRP012682	SRS374953	SRR614083	Brain
SRP012682	SRS389853	SRR663014	Heart
SRP012682	SRS635194	SRR1383259	Muscle
SRP012682	SRS408330	SRR811423	Nerve
SRP012682	SRS629419	SRR1350129	Skin
SRP012682	SRS649559	SRR1486080	Kidney
SRP012682	SRS374981	SRR615683	Nerve
SRP012682	SRS630589	SRR1364056	Esophagus
SRP012682	SRS638085	SRR1404316	Esophagus
SRP012682	SRS629584	SRR1353686	Uterus
SRP012682	SRS627072	SRR1330854	Muscle
SRP012682	SRS634555	SRR1379157	Colon
SRP012682	SRS649570	SRR1486304	Brain
SRP012682	SRS644123	SRR1435643	Stomach
SRP012682	SRS648270	SRR1467680	Stomach
SRP012682	SRS625548	SRR1320761	Esophagus
SRP012682	SRS639207	SRR1414185	Liver
SRP012682	SRS649670	SRR1488449	Adipose Tissue
SRP012682	SRS408176	SRR808682	Vagina
SRP012682	SRS639561	SRR1421327	Adipose Tissue
SRP012682	SRS408254	SRR809919	Esophagus
SRP012682	SRS524211	SRR1069141	Liver
SRP012682	SRS625205	SRR1316055	Esophagus
SRP012682	SRS389747	SRR660462	Adipose Tissue
SRP012682	SRS649539	SRR1485652	Brain
SRP012682	SRS644608	SRR1444598	Esophagus
SRP012682	SRS524620	SRR1078392	Salivary Gland
SRP012682	SRS374951	SRR614563	Brain
SRP012682	SRS625663	SRR1323002	Colon
SRP012682	SRS648569	SRR1474041	Pituitary
SRP012682	SRS526582	SRR1100848	Adrenal Gland
SRP012682	SRS628400	SRR1343698	Colon
SRP012682	SRS630020	SRR1361714	Brain
SRP012682	SRS643976	SRR1432542	Esophagus
SRP012682	SRS629457	SRR1350958	Esophagus
SRP012682	SRS333168	SRR608150	Adipose Tissue
SRP012682	SRS627447	SRR1335513	Lung
SRP012682	SRS639403	SRR1417960	Heart
SRP012682	SRS634307	SRR1377647	Skin
SRP012682	SRS648109	SRR1464226	Pancreas
SRP012682	SRS634777	SRR1380336	Nerve
SRP012682	SRS389005	SRR657857	Skin
SRP012682	SRS645871	SRR1455698	Brain
SRP012682	SRS648610	SRR1474730	Heart
SRP012682	SRS631393	SRR1367432	Blood
SRP012682	SRS637919	SRR1401211	Adipose Tissue
SRP012682	SRS648124	SRR1464559	Esophagus
SRP012682	SRS634848	SRR1381269	Heart
SRP012682	SRS638197	SRR1406457	Blood Vessel
SRP012682	SRS645720	SRR1452423	Muscle
SRP012682	SRS631456	SRR1368574	Muscle
SRP012682	SRS636347	SRR1390160	Skin
